locus,CHR,START,STOP,phen1,phen2,rho,rho.lower,rho.upper,r2,r2.lower,r2.upper,p
1052,6,122929291,123854857,AD,Any_AMD,-0.529038,-1,-0.00235,0.279881,0.0034,1,0.0540813
2168,16,86058598,86748867,AD,Any_AMD,0.841902,-0.00349,1,0.708798,0,1,0.0541379
1920,13,80778340,81724089,AD,Any_AMD,-0.34807,-0.77069,0.00635,0.121153,0,0.59397,0.0542408
516,3,110935509,111693782,AD,Any_AMD,-0.849911,-1,0.01279,0.722349,0,1,0.0546528
1757,12,17374896,18470023,AD,Any_AMD,-1,-1,0.1056,1,0,1,0.0550882
400,2,223353966,224123079,AD,Any_AMD,0.422092,0.00216,1,0.178161,0.00209,1,0.0554629
1463,9,117989018,119001227,AD,Any_AMD,-0.355271,-0.91547,0.00636,0.126218,0,0.83809,0.0555444
2476,22,31904550,32662293,AD,Any_AMD,-0.28167,-0.60053,0.00225,0.0793382,0,0.36063,0.0558976
869,5,111983116,113121555,AD,Any_AMD,0.525719,0.003,1,0.276381,0.00379,1,0.0560272
1026,6,93696826,95176337,AD,Any_AMD,-0.875794,-1,0.00245,0.767014,0,1,0.0562194
1805,12,70097806,71177961,AD,Any_AMD,-0.390169,-0.90679,0.00228,0.152232,0,0.82226,0.0564543
1142,7,46247336,47253454,AD,Any_AMD,-0.35567,-0.80157,0.00243,0.126501,0,0.64252,0.0571208
286,2,79900056,80737811,AD,Any_AMD,-0.589122,-1,0.00941,0.347064,0,1,0.0582178
939,6,16566883,17391994,AD,Any_AMD,-0.424009,-1,0.0142,0.179784,0,1,0.0583782
2265,18,34153298,36056932,AD,Any_AMD,-0.389721,-0.90509,0.01158,0.151882,0,0.81918,0.0587222
945,6,21295865,22199713,AD,Any_AMD,-0.42795,-1,0.00395,0.183141,0,1,0.0588429
1292,8,55275355,56346878,AD,Any_AMD,0.63015,-0.0021,1,0.397089,0,1,0.0590298
1084,6,160583919,161371014,AD,Any_AMD,0.514578,-0.00785,1,0.264791,0,1,0.0598156
1369,8,144934289,146303787,AD,Any_AMD,-0.414549,-1,0.018,0.171851,0,1,0.0598563
430,3,7529555,8664892,AD,Any_AMD,0.501728,-0.01572,1,0.251731,0,1,0.060436
2056,15,49260007,50195876,AD,Any_AMD,-0.880933,-1,-0.00171,0.776043,0.00856,1,0.060643
13,1,10753428,11709173,AD,Any_AMD,0.286869,-0.01166,0.70136,0.0822936,0,0.4921,0.0608707
1267,8,21650454,22895018,AD,Any_AMD,-0.364531,-1,0.0139,0.132883,0,1,0.060931
1126,7,27351287,28890886,AD,Any_AMD,-0.410397,-1,0.00652,0.168425,0,1,0.0615959
2435,21,19479025,20407307,AD,Any_AMD,0.421206,-0.01297,1,0.177415,0,1,0.0619284
2446,21,30847297,32202239,AD,Any_AMD,-1,-1,0.07713,1,0,1,0.0627369
2354,19,47752728,48573065,AD,Any_AMD,-0.306908,-0.81317,0.01493,0.0941922,0,0.66641,0.0627991
2014,14,86653344,87350275,AD,Any_AMD,-0.539115,-1,0.0157,0.290645,0,1,0.063129
2100,15,100742118,101550750,AD,Any_AMD,0.322756,-0.02029,0.70759,0.104172,0,0.50109,0.0631305
1869,13,24818334,25977140,AD,Any_AMD,-0.414531,-1,0.02379,0.171836,0,1,0.0637234
2293,18,65294196,66407960,AD,Any_AMD,-0.354922,-0.95275,0.021,0.12597,0,0.90773,0.0639531
2098,15,98828262,99925972,AD,Any_AMD,-0.275768,-0.603,0.01421,0.0760482,0,0.36361,0.0641015
626,4,28177793,28927438,AD,Any_AMD,-0.655309,-1,0.02407,0.42943,0,1,0.0642459
224,2,20064518,21084898,AD,Any_AMD,0.287995,-0.01805,0.62127,0.0829409,0,0.38598,0.0649255
2036,15,24099947,24531187,AD,Any_AMD,0.698823,-0.0368,1,0.488354,0,1,0.0651062
809,5,37925488,39438985,AD,Any_AMD,-0.286161,-0.67389,0.02062,0.0818881,0,0.45413,0.0651151
133,1,176449097,177746472,AD,Any_AMD,-0.462086,-1,0.01707,0.213523,0,1,0.0653401
2221,17,63548725,64438387,AD,Any_AMD,-0.359384,-1,0.02481,0.129157,0,1,0.0653763
1143,7,47253455,48363585,AD,Any_AMD,-0.283131,-0.62678,0.02419,0.0801629,0,0.39285,0.065682
522,3,117241645,118086929,AD,Any_AMD,0.584476,-0.00317,1,0.341612,0,1,0.0657386
2477,22,32662294,33501725,AD,Any_AMD,0.199058,-0.01637,0.41849,0.0396242,0,0.17513,0.0662805
2024,14,98268392,98885322,AD,Any_AMD,-0.550997,-1,0.02987,0.303598,0,1,0.0670722
1944,13,106313848,107037864,AD,Any_AMD,0.389147,-0.02822,1,0.151435,0,1,0.0678635
950,6,25684630,26396200,AD,Any_AMD,0.389814,-0.03206,0.87876,0.151955,0,0.77222,0.0678773
779,5,2960069,3677595,AD,Any_AMD,-0.319793,-0.82762,0.02605,0.102267,0,0.68496,0.0681878
782,5,5828695,6936733,AD,Any_AMD,0.438536,-0.02952,1,0.192314,0,1,0.0686352
264,2,56394699,57433653,AD,Any_AMD,-0.391088,-1,0.01784,0.15295,0,1,0.0686819
1558,10,78665482,79952996,AD,Any_AMD,0.491997,-0.02346,1,0.242061,0,1,0.0686991
905,5,155459557,156345451,AD,Any_AMD,-0.404568,-1,0.04181,0.163676,0,1,0.0687983
1016,6,83571954,85038134,AD,Any_AMD,0.474906,-0.04159,1,0.225536,0,1,0.0690094
1998,14,67891840,68976912,AD,Any_AMD,-0.168776,-0.35473,0.0102,0.0284853,0,0.12583,0.0693147
371,2,187498048,188895310,AD,Any_AMD,0.269495,-0.02001,0.58706,0.0726274,0,0.34464,0.0696354
2023,14,97174315,98268391,AD,Any_AMD,0.505353,-0.03105,1,0.255382,0,1,0.0697447
1427,9,81161598,82601465,AD,Any_AMD,-0.184162,-0.38908,0.00717,0.0339156,0,0.15138,0.070429
570,3,168972663,170174578,AD,Any_AMD,-0.290393,-0.65782,0.03261,0.0843282,0,0.43272,0.0718153
2436,21,20407308,21632916,AD,Any_AMD,0.492819,-0.04723,1,0.24287,0,1,0.0718796
2317,19,9105578,10028840,AD,Any_AMD,0.305426,-0.02282,0.67181,0.0932853,0,0.45132,0.0729219
1993,14,61652817,62717985,AD,Any_AMD,-0.236513,-0.51307,0.01632,0.0559382,0,0.26325,0.0730852
1956,14,21982655,22760700,AD,Any_AMD,0.354612,-0.02769,0.95716,0.125749,0,0.91615,0.0731708
1131,7,33159278,34114532,AD,Any_AMD,0.578497,-0.04656,1,0.334659,0,1,0.0734246
2020,14,93386329,94892240,AD,Any_AMD,-0.250903,-0.54375,0.02986,0.0629525,0,0.29566,0.0741342
2133,16,50467034,52041336,AD,Any_AMD,-0.343981,-0.87748,0.0297,0.118323,0,0.77266,0.0750315
479,3,66702085,67454740,AD,Any_AMD,-0.744252,-1,0.05925,0.553912,0,1,0.0755454
511,3,104878978,106174685,AD,Any_AMD,-0.415491,-1,0.0504,0.172633,0,1,0.0756953
1783,12,43980532,44923825,AD,Any_AMD,-0.206013,-0.45039,0.02079,0.0424412,0,0.20285,0.0759427
159,1,205917549,208162951,AD,Any_AMD,-0.189657,-0.40162,0.01638,0.0359696,0,0.1613,0.0760829
1478,9,135135888,136042490,AD,Any_AMD,0.277044,-0.02734,0.67764,0.0767536,0,0.4592,0.0762146
726,4,138537345,139553760,AD,Any_AMD,0.652903,-0.04608,1,0.426282,0,1,0.076349
2043,15,32177321,33484267,AD,Any_AMD,-0.557282,-1,0.04914,0.310563,0,1,0.0769356
647,4,46358361,47408265,AD,Any_AMD,0.859979,-0.05708,1,0.739565,0,1,0.0770582
572,3,171134850,172004760,AD,Any_AMD,0.265349,-0.03198,0.62366,0.0704103,0,0.38902,0.0772481
2454,21,40480832,41344742,AD,Any_AMD,-1,-1,0.06997,1,0,1,0.077771
1550,10,68623275,69904170,AD,Any_AMD,-0.419288,-1,0.03982,0.175803,0,1,0.0778688
2312,19,4741719,5478684,AD,Any_AMD,-0.230543,-0.49948,0.02278,0.05315,0,0.24948,0.0778892
1898,13,56434008,58245843,AD,Any_AMD,0.343389,-0.04306,0.82307,0.117916,0,0.68242,0.0782201
1349,8,122622805,124001019,AD,Any_AMD,-0.397582,-1,0.03865,0.158071,0,1,0.0783627
641,4,40590542,41360937,AD,Any_AMD,-0.396459,-1,0.05327,0.15718,0,1,0.0785538
1305,8,70004666,70872088,AD,Any_AMD,0.306493,-0.03629,0.81616,0.0939378,0,0.66612,0.0785582
1260,8,16988031,17492672,AD,Any_AMD,-0.272387,-0.62661,0.0304,0.0741946,0,0.39264,0.0788886
2255,18,20009697,21622716,AD,Any_AMD,0.495726,-0.04207,1,0.245745,0,1,0.0802811
1108,7,10481678,11232447,AD,Any_AMD,0.697069,-0.05728,1,0.485906,0,1,0.0804189
2027,14,100786190,102004377,AD,Any_AMD,0.218205,-0.03645,0.47733,0.0476136,0,0.22784,0.0830854
1549,10,67769823,68623274,AD,Any_AMD,-0.371417,-1,0.04652,0.137951,0,1,0.0835277
2264,18,32458908,34153297,AD,Any_AMD,0.623917,-0.07109,1,0.389273,0,1,0.0836661
1727,11,122589225,123398882,AD,Any_AMD,-0.275571,-0.63709,0.03928,0.0759391,0,0.40588,0.0837815
2206,17,42348004,43460500,AD,Any_AMD,-0.497295,-1,0.06317,0.247303,0,1,0.0842422
2350,19,43960959,45040932,AD,Any_AMD,-0.207997,-0.47815,0.03109,0.0432626,0,0.22863,0.0847371
2475,22,30962256,31904549,AD,Any_AMD,-0.245488,-0.53503,0.03232,0.0602646,0,0.28625,0.0848165
455,3,35009560,35913033,AD,Any_AMD,-0.648166,-1,0.07766,0.420119,0,1,0.0854214
1177,7,87836642,89330087,AD,Any_AMD,0.457776,-0.06637,1,0.209558,0,1,0.0854779
2421,20,56172844,56951773,AD,Any_AMD,-0.239523,-0.55702,0.04376,0.0573712,0,0.31027,0.0869427
137,1,181324206,182420540,AD,Any_AMD,-0.280872,-0.63734,0.04254,0.0788891,0,0.40621,0.0869601
1295,8,58675118,59555977,AD,Any_AMD,0.459758,-0.07612,1,0.211377,0,1,0.0878217
1659,11,48066367,48765366,AD,Any_AMD,-0.745289,-1,0.0767,0.555455,0,1,0.0880503
1251,8,11466762,12296849,AD,Any_AMD,0.408032,-0.07315,1,0.16649,0,1,0.0899863
73,1,84728348,86017267,AD,Any_AMD,0.860958,-0.06154,1,0.741249,0,1,0.0904434
1213,7,136113468,137657459,AD,Any_AMD,-0.396088,-1,0.07534,0.156886,0,1,0.0907086
47,1,54771294,55727134,AD,Any_AMD,-0.286558,-0.76136,0.04795,0.0821155,0,0.58132,0.0907752
1227,7,154407488,155280610,AD,Any_AMD,-0.482225,-1,0.06789,0.232541,0,1,0.0910119
1114,7,15013695,15877564,AD,Any_AMD,-0.258139,-0.60921,0.04622,0.0666357,0,0.37114,0.0911984
2358,19,51259179,51903804,AD,Any_AMD,-0.629231,-1,0.07487,0.395931,0,1,0.0913755
1814,12,80952473,81843890,AD,Any_AMD,-0.58517,-1,0.07795,0.342423,0,1,0.0918825
618,4,18753264,20086838,AD,Any_AMD,0.338898,-0.05467,0.82778,0.114852,0,0.68557,0.0925585
1883,13,40091624,41003943,AD,Any_AMD,-0.60708,-1,0.0897,0.368546,0,1,0.0927645
1402,9,25957607,26747214,AD,Any_AMD,0.398057,-0.07376,1,0.158449,0,1,0.0933627
894,5,142532957,143605908,AD,Any_AMD,0.226329,-0.04089,0.51667,0.0512249,0,0.26695,0.0935291
367,2,183352291,184148655,AD,Any_AMD,-0.378422,-1,0.07159,0.143203,0,1,0.0936105
381,2,202504863,203639686,AD,Any_AMD,0.243061,-0.04152,0.5449,0.0590789,0,0.29691,0.0938444
1764,12,23923799,25058714,AD,Any_AMD,0.781226,-0.10704,1,0.610314,0,1,0.0943686
295,2,97339302,98989360,AD,Any_AMD,-0.407698,-1,0.05845,0.166218,0,1,0.0950445
2044,15,33484268,34410072,AD,Any_AMD,-0.41268,-1,0.07621,0.170305,0,1,0.0950877
327,2,135160198,137061003,AD,Any_AMD,0.246196,-0.03442,0.57145,0.0606123,0,0.32656,0.0954961
70,1,80781443,82123368,AD,Any_AMD,-0.311994,-0.90253,0.05997,0.0973402,0,0.81574,0.0957567
2013,14,85562937,86653343,AD,Any_AMD,-0.478554,-1,0.0874,0.229013,0,1,0.0957888
2360,19,52678749,53431217,AD,Any_AMD,-0.456433,-1,0.08058,0.208331,0,1,0.0959336
2058,15,51605478,53263126,AD,Any_AMD,-0.399865,-1,0.06666,0.159892,0,1,0.0970784
1235,8,1628040,2070902,AD,Any_AMD,0.410688,-0.07957,1,0.168665,0,1,0.0972595
2390,20,18959420,19957928,AD,Any_AMD,-0.339245,-0.89228,0.0542,0.115087,0,0.79616,0.0980228
15,1,13481026,14720131,AD,Any_AMD,-0.440725,-1,0.0674,0.194238,0,1,0.0980523
2487,22,43574018,44409533,AD,Any_AMD,-0.185978,-0.41938,0.03221,0.0345879,0,0.17588,0.0980716
980,6,45408422,46430701,AD,Any_AMD,0.346108,-0.06799,0.98596,0.119791,0,0.97308,0.0981248
2070,15,66355635,67396520,AD,Any_AMD,0.27565,-0.05173,0.6617,0.0759827,0,0.43785,0.0984375
171,1,220978152,221856864,AD,Any_AMD,-0.343132,-1,0.0682,0.117739,0,1,0.0987758
2379,20,9279551,10279603,AD,Any_AMD,0.32329,-0.06834,0.95215,0.104517,0,0.9066,0.0989182
2440,21,24055942,25247986,AD,Any_AMD,0.719988,-0.094,1,0.518383,0,1,0.0990832
1771,12,30358378,31067298,AD,Any_AMD,-0.740168,-1,0.13972,0.547848,0,1,0.0996309
1701,11,94384536,95327210,AD,Any_AMD,0.357777,-0.07289,1,0.128004,0,1,0.100051
408,2,231847387,233352722,AD,Any_AMD,-0.636612,-1,0.10763,0.405274,0,1,0.100138
650,4,53879572,54659778,AD,Any_AMD,-0.519297,-1,0.09289,0.26967,0,1,0.100598
913,5,163781269,165289211,AD,Any_AMD,-0.556123,-1,0.09463,0.309273,0,1,0.101778
2386,20,15962577,16661516,AD,Any_AMD,0.268188,-0.04537,0.62974,0.0719248,0,0.39657,0.10204
2419,20,54743695,55448075,AD,Any_AMD,0.513314,-0.09664,1,0.263491,0,1,0.102147
1641,11,28577719,29530460,AD,Any_AMD,-0.781753,-1,0.14824,0.611137,0,1,0.102282
2012,14,84087373,85562936,AD,Any_AMD,-0.362082,-0.91301,0.077,0.131103,0,0.83652,0.102356
34,1,35201627,36855139,AD,Any_AMD,0.358134,-0.07752,1,0.12826,0,1,0.103167
300,2,103305258,105120578,AD,Any_AMD,-0.673701,-1,0.11181,0.453874,0,1,0.103983
963,6,32454578,32539567,AD,Any_AMD,-0.297938,-0.65432,0.06061,0.0887673,0,0.42813,0.104169
534,3,129091976,130242360,AD,Any_AMD,0.393354,-0.09103,1,0.154727,0,1,0.104189
1960,14,25585042,26395690,AD,Any_AMD,0.694807,-0.1103,1,0.482757,0,1,0.104261
2126,16,26154123,27443061,AD,Any_AMD,0.278081,-0.06323,0.71426,0.0773288,0,0.51113,0.104799
2083,15,82191078,84209760,AD,Any_AMD,0.425639,-0.08495,1,0.181169,0,1,0.10503
2104,16,1996493,3379996,AD,Any_AMD,-0.289749,-0.86528,0.07632,0.0839547,0,0.76383,0.10504
651,4,54659779,55681701,AD,Any_AMD,0.242562,-0.05186,0.61353,0.0588363,0,0.37684,0.105321
1928,13,88029524,88968400,AD,Any_AMD,0.520257,-0.08747,1,0.270668,0,1,0.106543
444,3,23426045,24270189,AD,Any_AMD,-0.228247,-0.52442,0.04271,0.0520968,0,0.27502,0.106574
1593,10,119528731,120592839,AD,Any_AMD,0.349989,-0.06958,1,0.122492,0,1,0.106776
1559,10,79952997,81190573,AD,Any_AMD,-0.267878,-0.62849,0.05086,0.0717588,0,0.395,0.106807
394,2,217566012,218396258,AD,Any_AMD,-0.447678,-1,0.09056,0.200416,0,1,0.106841
2284,18,55809316,56832312,AD,Any_AMD,0.55542,-0.09071,1,0.308491,0,1,0.107076
541,3,137372142,138693846,AD,Any_AMD,0.425281,-0.09215,1,0.180864,0,1,0.107449
1624,11,11632651,12470449,AD,Any_AMD,0.273952,-0.07087,0.66369,0.0750496,0,0.44049,0.107521
1603,10,129831970,130694008,AD,Any_AMD,-0.356451,-1,0.07461,0.127057,0,1,0.108614
1259,8,15999329,16988030,AD,Any_AMD,-0.462576,-1,0.10437,0.213977,0,1,0.108944
679,4,88502718,89244554,AD,Any_AMD,-0.297635,-0.8295,0.08192,0.0885866,0,0.69095,0.10929
2152,16,74135276,74889127,AD,Any_AMD,0.289081,-0.0741,0.78404,0.0835679,0,0.61472,0.110227
156,1,202583885,204092537,AD,Any_AMD,0.197929,-0.042,0.45199,0.0391758,0,0.2043,0.110529
2414,20,50653621,51533750,AD,Any_AMD,0.464309,-0.10926,1,0.215583,0,1,0.11169
1301,8,64215359,66018204,AD,Any_AMD,0.40913,-0.10195,1,0.167387,0,1,0.111853
1705,11,98145571,98929380,AD,Any_AMD,-1,-1,0.2017,1,0,1,0.112176
270,2,63672119,64696089,AD,Any_AMD,0.537672,-0.10329,1,0.289091,0,1,0.112454
181,1,232177705,232954942,AD,Any_AMD,-0.83989,-1,0.10008,0.705414,0,1,0.113406
426,3,4109394,4835083,AD,Any_AMD,0.319898,-0.08223,0.91955,0.102335,0,0.85753,0.114132
1242,8,4893121,5566269,AD,Any_AMD,0.462508,-0.12058,1,0.213913,0,1,0.114168
122,1,164726580,165553812,AD,Any_AMD,-0.386336,-1,0.08903,0.149255,0,1,0.11432
1357,8,132534637,133461551,AD,Any_AMD,-0.356358,-1,0.07225,0.126991,0,1,0.114401
298,2,101556800,102494487,AD,Any_AMD,-0.453883,-1,0.12075,0.20601,0,1,0.11507
1348,8,121554391,122622804,AD,Any_AMD,0.302142,-0.07577,0.88223,0.0912896,0,0.77833,0.115418
806,5,33971057,35157146,AD,Any_AMD,-0.242966,-0.58242,0.06347,0.0590323,0,0.33922,0.116655
1571,10,91960436,92911506,AD,Any_AMD,-0.390233,-1,0.09864,0.152282,0,1,0.116655
1191,7,105312564,106399739,AD,Any_AMD,0.270364,-0.07434,0.68058,0.0730965,0,0.46319,0.117158
830,5,63214090,64438518,AD,Any_AMD,-0.344579,-0.98677,0.08874,0.118735,0,0.97372,0.117172
1913,13,73114510,74437635,AD,Any_AMD,-0.217183,-0.51293,0.05186,0.0471686,0,0.2631,0.119132
147,1,192468374,193575516,AD,Any_AMD,0.137823,-0.03511,0.30987,0.0189951,0,0.09602,0.119811
2339,19,33028100,33785835,AD,Any_AMD,-0.238452,-0.55912,0.05748,0.0568593,0,0.31261,0.121323
2142,16,62607091,64207176,AD,Any_AMD,0.328469,-0.09539,0.95485,0.107892,0,0.91373,0.121575
1630,11,18740268,19780784,AD,Any_AMD,-0.297679,-0.9061,0.09363,0.0886127,0,0.82216,0.122825
1521,10,32457294,33655458,AD,Any_AMD,-0.350543,-0.96952,0.09699,0.122881,0,0.93998,0.123205
2007,14,77425454,78374053,AD,Any_AMD,0.519568,-0.129,1,0.269951,0,1,0.123272
2457,21,43081435,43812791,AD,Any_AMD,-0.313673,-0.81603,0.09044,0.0983906,0,0.6659,0.123939
2309,19,2253175,3085446,AD,Any_AMD,-0.301824,-0.92189,0.08835,0.0910978,0,0.85046,0.124006
1785,12,46037745,47499603,AD,Any_AMD,0.572086,-0.12905,1,0.327282,0,1,0.124152
1407,9,29596502,30410078,AD,Any_AMD,-0.666406,-1,0.16829,0.444097,0,1,0.124228
96,1,109271450,110224230,AD,Any_AMD,0.634985,-0.11739,1,0.403207,0,1,0.124442
463,3,45844192,47588461,AD,Any_AMD,-0.313392,-0.86607,0.10567,0.0982148,0,0.75536,0.126644
1670,11,59256233,60515105,AD,Any_AMD,0.267119,-0.08738,0.77506,0.0713527,0,0.60106,0.126831
1014,6,81567707,82388204,AD,Any_AMD,-0.312354,-0.91711,0.09652,0.097565,0,0.84179,0.127226
1680,11,72875069,74399331,AD,Any_AMD,-0.203331,-0.47291,0.05921,0.0413436,0,0.22364,0.127275
2439,21,23266942,24055941,AD,Any_AMD,-0.385241,-1,0.127,0.148411,0,1,0.127346
1529,10,43769843,44893846,AD,Any_AMD,0.348696,-0.10252,1,0.121589,0,1,0.127482
35,1,36855140,38474036,AD,Any_AMD,0.322765,-0.10159,0.89654,0.104177,0,0.80379,0.127489
2037,15,24531188,25384327,AD,Any_AMD,0.366701,-0.11456,1,0.13447,0,1,0.127564
605,4,7726035,8309826,AD,Any_AMD,0.289787,-0.08418,0.77578,0.0839764,0,0.60183,0.128373
784,5,8079416,9203855,AD,Any_AMD,0.270297,-0.08484,0.70915,0.0730604,0,0.50335,0.1284
2138,16,57119890,58508978,AD,Any_AMD,0.953419,-0.19283,1,0.909008,0,1,0.128401
86,1,99425001,100269207,AD,Any_AMD,-0.359664,-1,0.10234,0.129358,0,1,0.128405
2426,20,60125334,60766557,AD,Any_AMD,0.28516,-0.08923,0.81646,0.0813164,0,0.66748,0.128507
1072,6,149278799,150635315,AD,Any_AMD,-0.387886,-1,0.13159,0.150455,0,1,0.128857
2222,17,64438388,65582327,AD,Any_AMD,-0.318026,-1,0.08994,0.101141,0,1,0.129303
2144,16,65072404,65882820,AD,Any_AMD,0.261771,-0.07412,0.65385,0.0685241,0,0.42753,0.129484
1897,13,55576913,56434007,AD,Any_AMD,0.754387,-0.17274,1,0.569099,0,1,0.129546
450,3,29877023,31269697,AD,Any_AMD,-0.296664,-0.77338,0.08543,0.0880093,0,0.59812,0.13015
2004,14,74245429,75699501,AD,Any_AMD,-0.289581,-0.74159,0.08255,0.083857,0,0.54995,0.130863
852,5,91956906,93814604,AD,Any_AMD,-0.268592,-0.70245,0.07306,0.0721419,0,0.49344,0.131649
683,4,92219193,93451599,AD,Any_AMD,-0.441223,-1,0.12952,0.194678,0,1,0.131679
1077,6,153791462,154462010,AD,Any_AMD,0.58279,-0.16483,1,0.339645,0,1,0.132066
281,2,75942398,76649030,AD,Any_AMD,0.452471,-0.1292,1,0.20473,0,1,0.132639
1345,8,118300069,119423298,AD,Any_AMD,-0.295488,-0.7795,0.08985,0.0873133,0,0.60762,0.133214
2188,17,14508611,15308722,AD,Any_AMD,0.309245,-0.10485,0.96674,0.0956322,0,0.93816,0.133282
1375,9,3079046,4025355,AD,Any_AMD,0.279603,-0.09226,0.9337,0.0781777,0,0.8718,0.133803
743,4,161666202,162239289,AD,Any_AMD,-1,-1,0.46331,1,0,1,0.134604
2443,21,27774351,28616539,AD,Any_AMD,-0.240103,-0.63954,0.07824,0.0576493,0,0.40902,0.134778
510,3,104116564,104878977,AD,Any_AMD,-0.7082,-1,0.18281,0.501547,0,1,0.134813
1130,7,32460229,33159277,AD,Any_AMD,1,-0.245,1,1,0,1,0.134971
1561,10,81763231,82378048,AD,Any_AMD,0.405568,-0.13115,1,0.164485,0,1,0.135243
328,2,137061004,138073791,AD,Any_AMD,-0.327013,-0.9356,0.10896,0.106937,0,0.87536,0.135783
2306,19,64705,762046,AD,Any_AMD,-0.19698,-0.48156,0.06837,0.0388012,0,0.2319,0.136261
1832,12,101825062,102966633,AD,Any_AMD,-0.595932,-1,0.15547,0.355135,0,1,0.13709
2302,18,74471746,75240760,AD,Any_AMD,-0.15849,-0.37433,0.05305,0.0251191,0,0.14013,0.137092
2252,18,13641480,14439251,AD,Any_AMD,0.398068,-0.1198,1,0.158458,0,1,0.139542
22,1,20556203,21416121,AD,Any_AMD,0.341422,-0.12483,1,0.116569,0,1,0.139582
1494,10,6897038,7659872,AD,Any_AMD,0.142201,-0.04308,0.33546,0.0202211,0,0.11254,0.139594
2113,16,9754797,10351808,AD,Any_AMD,0.614807,-0.24089,1,0.377988,0,1,0.13966
746,4,163937104,164781847,AD,Any_AMD,0.407754,-0.13621,1,0.166263,0,1,0.139976
1256,8,14389306,14872767,AD,Any_AMD,-0.264186,-0.68383,0.09489,0.0697942,0,0.46762,0.140055
2307,19,762047,1515920,AD,Any_AMD,-0.143352,-0.33922,0.04808,0.0205498,0,0.11507,0.140539
495,3,84698481,85807679,AD,Any_AMD,0.401934,-0.1457,1,0.161551,0,1,0.140559
2425,20,59560458,60125333,AD,Any_AMD,-0.642302,-1,0.1668,0.412552,0,1,0.141342
1455,9,111368108,112076381,AD,Any_AMD,-0.353725,-1,0.13168,0.125122,0,1,0.141374
226,2,22429641,23538527,AD,Any_AMD,0.186842,-0.06256,0.44823,0.0349098,0,0.20091,0.141461
242,2,37603361,38887393,AD,Any_AMD,-0.492118,-1,0.16453,0.24218,0,1,0.142141
1732,11,127306872,128262550,AD,Any_AMD,-0.320164,-1,0.11514,0.102505,0,1,0.143221
1599,10,125798320,126875816,AD,Any_AMD,0.199284,-0.06993,0.48156,0.0397143,0,0.2319,0.143337
1307,8,72013185,72917489,AD,Any_AMD,-0.196292,-0.47469,0.07093,0.0385306,0,0.22533,0.144298
1840,12,110111515,111592381,AD,Any_AMD,-0.577086,-1,0.17481,0.333029,0,1,0.144461
940,6,17391995,18208676,AD,Any_AMD,-0.207789,-0.49779,0.08296,0.0431765,0,0.2478,0.144462
1567,10,87287936,88443652,AD,Any_AMD,-0.593443,-1,0.22923,0.352175,0,1,0.144914
1472,9,128785783,129617771,AD,Any_AMD,-0.168155,-0.40088,0.06019,0.0282762,0,0.1607,0.145147
1609,10,134856055,135524372,AD,Any_AMD,-0.361238,-1,0.12808,0.130493,0,1,0.145865
1095,7,617320,1366972,AD,Any_AMD,0.27027,-0.09613,0.85182,0.0730459,0,0.72894,0.146311
373,2,189882703,191051954,AD,Any_AMD,0.226536,-0.08541,0.56795,0.0513185,0,0.32257,0.146925
336,2,145977921,147252196,AD,Any_AMD,-0.675226,-1,0.18135,0.455931,0,1,0.147077
871,5,113998533,115117631,AD,Any_AMD,0.356149,-0.12413,1,0.126842,0,1,0.14725
209,2,5568654,6306606,AD,Any_AMD,0.498497,-0.16794,1,0.2485,0,1,0.147263
1174,7,83953010,85356715,AD,Any_AMD,-0.569246,-1,0.19614,0.324041,0,1,0.147903
1322,8,90364150,91457962,AD,Any_AMD,-0.27364,-0.7024,0.10061,0.074879,0,0.49337,0.148512
152,1,197935822,199263389,AD,Any_AMD,-0.112768,-0.26836,0.04095,0.0127166,0,0.07202,0.148572
2285,18,56832313,57635821,AD,Any_AMD,0.254355,-0.09219,0.66851,0.0646966,0,0.44815,0.149073
598,4,1529268,2468935,AD,Any_AMD,-0.3078,-1,0.1255,0.0947411,0,1,0.149365
580,3,181424324,183203155,AD,Any_AMD,-0.384436,-1,0.13558,0.147791,0,1,0.149412
1893,13,50419897,51554236,AD,Any_AMD,0.473985,-0.17754,1,0.224662,0,1,0.150117
562,3,160584962,161628883,AD,Any_AMD,-0.873054,-1,0.28031,0.762223,0,1,0.150226
646,4,45186768,46358360,AD,Any_AMD,0.573702,-0.18921,1,0.329134,0,1,0.150788
68,1,79065287,80099353,AD,Any_AMD,-0.732244,-1,0.17943,0.536182,0,1,0.151748
1870,13,25977141,26681709,AD,Any_AMD,0.486093,-0.15622,1,0.236286,0,1,0.151755
2427,20,60766558,61470768,AD,Any_AMD,0.175135,-0.06649,0.42566,0.0306723,0,0.18118,0.152272
340,2,152497376,153999309,AD,Any_AMD,-0.244453,-0.69068,0.09916,0.0597574,0,0.47715,0.152753
1518,10,29393750,30000223,AD,Any_AMD,-0.358185,-1,0.14688,0.128297,0,1,0.15311
1398,9,21674033,23091193,AD,Any_AMD,0.222278,-0.08472,0.56231,0.0494075,0,0.31619,0.154123
355,2,170865766,171566482,AD,Any_AMD,0.382864,-0.1644,1,0.146585,0,1,0.154564
65,1,76097248,76977915,AD,Any_AMD,-0.836048,-1,0.23247,0.698976,0,1,0.154641
777,5,1206610,2106885,AD,Any_AMD,0.505564,-0.17033,1,0.255595,0,1,0.154782
