locus,CHR,START,STOP,phen1,phen2,rho,rho.lower,rho.upper,r2,r2.lower,r2.upper,p
644,4,43192425,43962561,AD,Dry_AMD,0.6524,0.01396,1,0.425626,0.0053,1,0.0565665
296,2,98989361,100202436,AD,Dry_AMD,-1,-1,0.15164,1,0,1,0.0566373
287,2,80737812,81623357,AD,Dry_AMD,-0.52195,-1,0.00678,0.272432,0,1,0.0566956
1702,11,95327211,96150134,AD,Dry_AMD,-0.335526,-0.76648,0.00947,0.112578,0,0.58749,0.0573458
306,2,112644829,113930668,AD,Dry_AMD,0.562723,-0.02001,1,0.316657,0,1,0.0575585
1617,11,5533058,6180840,AD,Dry_AMD,-0.413526,-0.97251,0.00835,0.171004,0,0.94628,0.0577123
1376,9,4025356,4596614,AD,Dry_AMD,-0.287402,-0.64258,0.00541,0.0826002,0,0.41291,0.0587747
806,5,33971057,35157146,AD,Dry_AMD,-0.591009,-1,0.02342,0.349292,0,1,0.0592066
2133,16,50467034,52041336,AD,Dry_AMD,-0.509288,-1,0.01185,0.259374,0,1,0.0597224
549,3,145903839,147358243,AD,Dry_AMD,0.530874,-0.01183,1,0.281827,0,1,0.060217
1095,7,617320,1366972,AD,Dry_AMD,0.366124,-0.01574,1,0.134047,0,1,0.0605604
2477,22,32662294,33501725,AD,Dry_AMD,0.235277,-0.0085,0.49964,0.0553554,0,0.24964,0.0606046
953,6,28666365,29529755,AD,Dry_AMD,0.329393,-0.01623,0.70083,0.1085,0,0.49116,0.0615849
1536,10,53919162,55104428,AD,Dry_AMD,-0.368591,-1,0.02198,0.13586,0,1,0.0621832
373,2,189882703,191051954,AD,Dry_AMD,0.302598,-0.01113,0.6818,0.0915653,0,0.46484,0.0632401
406,2,229764919,230541092,AD,Dry_AMD,0.34937,-0.01764,0.76831,0.122059,0,0.59031,0.0634335
1270,8,24863244,25859277,AD,Dry_AMD,-0.359392,-0.88558,0.03061,0.129163,0,0.78425,0.0650367
1698,11,90967062,92209168,AD,Dry_AMD,-0.625863,-1,0.02712,0.391704,0,1,0.065124
1935,13,96132648,97516609,AD,Dry_AMD,-0.476332,-1,0.02979,0.226892,0,1,0.0653625
731,4,146174872,147161042,AD,Dry_AMD,-0.254546,-0.54906,0.01337,0.0647935,0,0.30146,0.0654396
2034,15,20000205,22799926,AD,Dry_AMD,0.676233,-0.03587,1,0.457291,0,1,0.0660592
1735,11,130500784,131424361,AD,Dry_AMD,0.278491,-0.02419,0.63775,0.0775573,0,0.40673,0.066929
1627,11,15126768,16383386,AD,Dry_AMD,0.409867,-0.02253,1,0.167991,0,1,0.0674409
209,2,5568654,6306606,AD,Dry_AMD,0.417326,-0.03237,1,0.174161,0,1,0.0676009
636,4,35993839,36671801,AD,Dry_AMD,0.719158,-0.02878,1,0.517189,0,1,0.0677501
2118,16,13893408,15921108,AD,Dry_AMD,0.646364,-0.01863,1,0.417786,0,1,0.0679899
1194,7,109095559,110479479,AD,Dry_AMD,-0.445005,-1,0.02539,0.19803,0,1,0.0683117
14,1,11709174,13481025,AD,Dry_AMD,0.358662,-0.02077,0.93507,0.128639,0,0.87435,0.0683258
1064,6,138825722,139716713,AD,Dry_AMD,0.322738,-0.02427,0.93928,0.10416,0,0.89166,0.0684811
335,2,144503689,145977920,AD,Dry_AMD,-0.311175,-0.73598,0.01974,0.09683,0,0.54167,0.0689603
1145,7,48984626,49632426,AD,Dry_AMD,0.320885,-0.01892,0.70566,0.102967,0,0.49795,0.0691864
1240,8,3787249,4273083,AD,Dry_AMD,0.752593,-0.02543,1,0.566397,0,1,0.069575
1227,7,154407488,155280610,AD,Dry_AMD,-0.464892,-1,0.03513,0.216125,0,1,0.0697472
1236,8,2070903,2396122,AD,Dry_AMD,0.687478,-0.03719,1,0.472626,0,1,0.0697922
348,2,163607636,164702312,AD,Dry_AMD,0.569185,-0.03464,1,0.323971,0,1,0.0699097
2287,18,58527237,59449422,AD,Dry_AMD,0.607366,-0.04447,1,0.368893,0,1,0.0705994
2173,17,52,815653,AD,Dry_AMD,-0.286916,-0.68252,0.02329,0.0823207,0,0.46584,0.0709554
2100,15,100742118,101550750,AD,Dry_AMD,0.354169,-0.02927,0.83184,0.125435,0,0.69196,0.071629
1213,7,136113468,137657459,AD,Dry_AMD,-0.447665,-1,0.05022,0.200404,0,1,0.0722982
2278,18,49790997,50372823,AD,Dry_AMD,0.420711,-0.04335,1,0.176998,0,1,0.0723884
1382,9,9170121,9920258,AD,Dry_AMD,-0.539256,-1,0.05447,0.290797,0,1,0.0734584
21,1,19238925,20556202,AD,Dry_AMD,0.325297,-0.02723,0.9315,0.105818,0,0.8699,0.0735347
1328,8,98132520,99388944,AD,Dry_AMD,0.354509,-0.03803,1,0.125677,0,1,0.0735374
1431,9,86769887,87815449,AD,Dry_AMD,0.424976,-0.02795,1,0.180605,0,1,0.0740388
956,6,30070718,30715006,AD,Dry_AMD,-0.345234,-0.80583,0.02919,0.119186,0,0.64936,0.0741407
1290,8,53108911,54119373,AD,Dry_AMD,-0.420871,-1,0.04173,0.177133,0,1,0.0743261
848,5,86493764,87943482,AD,Dry_AMD,0.652082,-0.04913,1,0.425211,0,1,0.0746384
371,2,187498048,188895310,AD,Dry_AMD,0.346668,-0.04458,0.88935,0.120179,0,0.79094,0.0747104
906,5,156345452,157191081,AD,Dry_AMD,-0.268629,-0.58619,0.02315,0.0721618,0,0.34362,0.0749258
2161,16,80559686,81437861,AD,Dry_AMD,-0.418195,-1,0.04199,0.174887,0,1,0.075003
563,3,161628884,162622604,AD,Dry_AMD,0.569051,-0.0539,1,0.323819,0,1,0.0751791
1871,13,26681710,27392005,AD,Dry_AMD,0.494253,-0.04246,1,0.244286,0,1,0.0757399
1049,6,120339245,121087444,AD,Dry_AMD,-0.644488,-1,0.08597,0.415364,0,1,0.0760417
831,5,64438519,65606870,AD,Dry_AMD,0.289303,-0.03045,0.64416,0.0836963,0,0.41494,0.0762149
2412,20,48212976,49236418,AD,Dry_AMD,-0.280344,-0.64169,0.03256,0.0785929,0,0.41177,0.0765466
1599,10,125798320,126875816,AD,Dry_AMD,0.265215,-0.02726,0.60192,0.070339,0,0.36231,0.0771773
1177,7,87836642,89330087,AD,Dry_AMD,0.462077,-0.04704,1,0.213515,0,1,0.077645
505,3,98212869,99045104,AD,Dry_AMD,-0.927839,-1,0.04802,0.860885,0,1,0.0778891
2113,16,9754797,10351808,AD,Dry_AMD,0.703488,-0.06687,1,0.494896,0,1,0.0786062
1960,14,25585042,26395690,AD,Dry_AMD,0.3955,-0.05486,1,0.15642,0,1,0.0789909
1928,13,88029524,88968400,AD,Dry_AMD,0.515982,-0.06095,1,0.266238,0,1,0.0800974
142,1,187072606,187757076,AD,Dry_AMD,-0.476144,-1,0.0521,0.226713,0,1,0.0801365
1450,9,105846546,107061019,AD,Dry_AMD,-0.358306,-0.91624,0.0491,0.128383,0,0.83949,0.0804439
1322,8,90364150,91457962,AD,Dry_AMD,-0.327462,-0.74164,0.03323,0.107232,0,0.55003,0.08142
2160,16,79662635,80559685,AD,Dry_AMD,-0.320975,-0.81239,0.04546,0.103025,0,0.65998,0.0814777
723,4,134109979,135809542,AD,Dry_AMD,-0.485983,-1,0.06569,0.236179,0,1,0.0817883
2239,18,848351,1940211,AD,Dry_AMD,-0.343089,-0.9567,0.05112,0.11771,0,0.91528,0.0820184
2454,21,40480832,41344742,AD,Dry_AMD,-0.388751,-1,0.05984,0.151127,0,1,0.0826868
1357,8,132534637,133461551,AD,Dry_AMD,-0.383196,-1,0.05903,0.146839,0,1,0.0827492
2092,15,92675406,93707010,AD,Dry_AMD,0.353165,-0.05047,0.85686,0.124725,0,0.7342,0.083443
1883,13,40091624,41003943,AD,Dry_AMD,-0.319747,-0.76816,0.03728,0.102238,0,0.59007,0.0841194
628,4,29758400,30455555,AD,Dry_AMD,0.36979,-0.0465,0.97666,0.136744,0,0.95386,0.0842868
130,1,172465154,173582511,AD,Dry_AMD,0.87204,-0.05354,1,0.760454,0,1,0.0847772
2250,18,11872227,12735558,AD,Dry_AMD,0.307416,-0.05635,0.83451,0.0945046,0,0.69641,0.0848429
2409,20,45673604,46486132,AD,Dry_AMD,-0.242128,-0.53394,0.03166,0.058626,0,0.28509,0.085044
1803,12,68006683,68839661,AD,Dry_AMD,-0.186367,-0.40581,0.02214,0.0347325,0,0.16468,0.0857131
1944,13,106313848,107037864,AD,Dry_AMD,0.360803,-0.047,0.97729,0.130178,0,0.95804,0.0861283
498,3,87411259,88375763,AD,Dry_AMD,0.874616,-0.06483,1,0.764953,0,1,0.0862355
890,5,135344944,136949853,AD,Dry_AMD,0.645619,-0.06057,1,0.416823,0,1,0.08638
2023,14,97174315,98268391,AD,Dry_AMD,0.296158,-0.05322,0.8364,0.0877096,0,0.69956,0.086662
672,4,78967716,79880101,AD,Dry_AMD,-0.405682,-1,0.04682,0.164578,0,1,0.0872197
1701,11,94384536,95327210,AD,Dry_AMD,0.479623,-0.05013,1,0.230038,0,1,0.0872565
1490,10,3880323,4813182,AD,Dry_AMD,0.290702,-0.04467,0.76598,0.0845075,0,0.58766,0.0873221
83,1,95122542,96147576,AD,Dry_AMD,-0.533356,-1,0.07179,0.284468,0,1,0.0877767
782,5,5828695,6936733,AD,Dry_AMD,0.729717,-0.10335,1,0.532487,0,1,0.0878185
887,5,130573818,132554690,AD,Dry_AMD,-0.342877,-0.89724,0.04893,0.117565,0,0.80658,0.0881221
1956,14,21982655,22760700,AD,Dry_AMD,0.350715,-0.0539,1,0.123001,0,1,0.0894927
2426,20,60125334,60766557,AD,Dry_AMD,0.549633,-0.09554,1,0.302097,0,1,0.0904273
282,2,76649031,77372830,AD,Dry_AMD,-0.503022,-1,0.07237,0.253031,0,1,0.0904399
511,3,104878978,106174685,AD,Dry_AMD,-0.356428,-0.97212,0.06255,0.127041,0,0.94501,0.0918922
898,5,148662215,149850203,AD,Dry_AMD,0.269172,-0.03837,0.63663,0.0724534,0,0.4053,0.0920569
729,4,142807915,144401042,AD,Dry_AMD,-1,-1,0.12292,1,0,1,0.0931967
1359,8,134509449,135313673,AD,Dry_AMD,0.291909,-0.04957,0.67793,0.0852111,0,0.45958,0.0935775
53,1,61377616,62778733,AD,Dry_AMD,-0.274559,-0.63758,0.04641,0.0753829,0,0.4065,0.0936078
562,3,160584962,161628883,AD,Dry_AMD,-0.716081,-1,0.14031,0.512771,0,1,0.0937078
1647,11,34672698,35500367,AD,Dry_AMD,-0.411595,-1,0.06997,0.169411,0,1,0.0939065
1731,11,126304241,127306871,AD,Dry_AMD,-0.33305,-0.95646,0.06673,0.110922,0,0.92124,0.0963225
1083,6,159604053,160583918,AD,Dry_AMD,0.799261,-0.10127,1,0.638817,0,1,0.0963237
1351,8,125453323,126766827,AD,Dry_AMD,0.344489,-0.06403,1,0.118673,0,1,0.0964172
2285,18,56832313,57635821,AD,Dry_AMD,0.236919,-0.03592,0.5346,0.0561308,0,0.2858,0.0964785
1908,13,69004703,69751491,AD,Dry_AMD,0.441994,-0.09534,1,0.195359,0,1,0.0966443
524,3,118903054,119759983,AD,Dry_AMD,0.836362,-0.07741,1,0.699502,0,1,0.0966644
1379,9,6859792,7388202,AD,Dry_AMD,-1,-1,0.28726,1,0,1,0.0970876
254,2,48171059,49114132,AD,Dry_AMD,-1,-1,0.18788,1,0,1,0.0973187
945,6,21295865,22199713,AD,Dry_AMD,-0.54435,-1,0.0911,0.296317,0,1,0.0973914
1452,9,108203096,109150717,AD,Dry_AMD,-0.393724,-1,0.06387,0.155018,0,1,0.0978725
2279,18,50372824,51060986,AD,Dry_AMD,-0.376086,-1,0.06992,0.141441,0,1,0.0980615
1052,6,122929291,123854857,AD,Dry_AMD,-0.359411,-1,0.07597,0.129176,0,1,0.0992875
230,2,26894103,28819510,AD,Dry_AMD,0.403006,-0.09106,1,0.162414,0,1,0.0998324
1518,10,29393750,30000223,AD,Dry_AMD,-0.95706,-1,0.09581,0.915964,0,1,0.100087
1690,11,83677774,84613229,AD,Dry_AMD,0.273226,-0.05309,0.66947,0.0746523,0,0.44819,0.100656
2162,16,81437862,82310204,AD,Dry_AMD,-0.338352,-1,0.08525,0.114482,0,1,0.102682
1268,8,22895019,23788494,AD,Dry_AMD,-0.622335,-1,0.11272,0.387301,0,1,0.103223
1084,6,160583919,161371014,AD,Dry_AMD,0.58731,-0.09811,1,0.344933,0,1,0.103611
2367,19,57143510,57959952,AD,Dry_AMD,0.342016,-0.07673,1,0.116975,0,1,0.10365
1785,12,46037745,47499603,AD,Dry_AMD,0.365431,-0.08529,1,0.13354,0,1,0.103929
2457,21,43081435,43812791,AD,Dry_AMD,-0.412268,-1,0.09648,0.169965,0,1,0.1041
754,4,171643020,172555990,AD,Dry_AMD,0.380424,-0.06668,1,0.144722,0,1,0.104196
18,1,16732169,17557746,AD,Dry_AMD,0.264225,-0.06492,0.74747,0.0698147,0,0.5595,0.104426
712,4,123768694,124534997,AD,Dry_AMD,0.884793,-0.10868,1,0.782859,0,1,0.10472
2404,20,40272391,41351514,AD,Dry_AMD,0.28283,-0.05687,0.66184,0.0799926,0,0.43803,0.104744
2214,17,52102650,53468006,AD,Dry_AMD,0.305543,-0.06947,0.88842,0.0933565,0,0.79483,0.105323
2286,18,57635822,58527236,AD,Dry_AMD,-0.572652,-1,0.12692,0.327931,0,1,0.106591
850,5,89584467,90793804,AD,Dry_AMD,0.505382,-0.11116,1,0.255411,0,1,0.106892
645,4,43962562,45186767,AD,Dry_AMD,0.389017,-0.09459,1,0.151335,0,1,0.108591
186,1,236199672,237409458,AD,Dry_AMD,-0.424977,-1,0.09672,0.180606,0,1,0.108852
2233,17,76596288,77412786,AD,Dry_AMD,0.33862,-0.07418,0.97489,0.114664,0,0.95041,0.10994
874,5,117348498,118605251,AD,Dry_AMD,-0.696632,-1,0.13327,0.485296,0,1,0.111367
1993,14,61652817,62717985,AD,Dry_AMD,-0.211745,-0.4867,0.05215,0.044836,0,0.23687,0.111866
666,4,70516837,71468300,AD,Dry_AMD,-0.456181,-1,0.12801,0.208101,0,1,0.112032
1703,11,96150135,97091671,AD,Dry_AMD,-0.540371,-1,0.12195,0.292001,0,1,0.112057
970,6,33864263,34979270,AD,Dry_AMD,-0.328659,-1,0.08437,0.108017,0,1,0.112397
1981,14,49002066,50500564,AD,Dry_AMD,0.43255,-0.08077,1,0.1871,0,1,0.112746
1420,9,73915495,74950318,AD,Dry_AMD,0.361599,-0.09668,1,0.130754,0,1,0.112935
2168,16,86058598,86748867,AD,Dry_AMD,0.602958,-0.17201,1,0.363558,0,1,0.113395
2401,20,35990262,37253657,AD,Dry_AMD,0.245165,-0.06496,0.65384,0.0601056,0,0.4275,0.113429
1440,9,94924483,95854925,AD,Dry_AMD,-0.31353,-0.96871,0.08677,0.0983008,0,0.95546,0.114316
102,1,116207298,117046311,AD,Dry_AMD,0.286509,-0.08022,0.7465,0.0820877,0,0.55726,0.114711
2435,21,19479025,20407307,AD,Dry_AMD,0.366118,-0.08842,1,0.134042,0,1,0.116476
832,5,65606871,67096191,AD,Dry_AMD,-0.225,-0.52651,0.05676,0.0506248,0,0.27722,0.116644
755,4,172555991,174470206,AD,Dry_AMD,0.465016,-0.11907,1,0.21624,0,1,0.116716
1832,12,101825062,102966633,AD,Dry_AMD,-0.338083,-1,0.0871,0.1143,0,1,0.116918
1158,7,64216136,65294277,AD,Dry_AMD,0.63647,-0.1457,1,0.405094,0,1,0.117151
1175,7,85356716,86446538,AD,Dry_AMD,-0.521026,-1,0.15078,0.271468,0,1,0.117333
2354,19,47752728,48573065,AD,Dry_AMD,-0.233724,-0.59419,0.07038,0.0546271,0,0.35312,0.117507
456,3,35913034,36840136,AD,Dry_AMD,-0.705874,-1,0.13199,0.498258,0,1,0.117701
1404,9,27366480,28067454,AD,Dry_AMD,-0.570706,-1,0.13322,0.325706,0,1,0.118588
62,1,72513120,73992170,AD,Dry_AMD,-0.637196,-1,0.17866,0.406018,0,1,0.119096
1924,13,85035401,85650680,AD,Dry_AMD,-1,-1,0.40282,1,0,1,0.11926
377,2,196446300,198140350,AD,Dry_AMD,0.776961,-0.11432,1,0.603669,0,1,0.120792
2265,18,34153298,36056932,AD,Dry_AMD,-0.38712,-1,0.12189,0.149862,0,1,0.121005
1323,8,91457963,92876620,AD,Dry_AMD,-0.844306,-1,0.15526,0.712852,0,1,0.121078
1814,12,80952473,81843890,AD,Dry_AMD,-0.529183,-1,0.15816,0.280035,0,1,0.121437
681,4,90236972,91309863,AD,Dry_AMD,-0.778958,-1,0.15528,0.606775,0,1,0.121481
961,6,31427210,32208901,AD,Dry_AMD,-0.14583,-0.33304,0.0432,0.0212663,0,0.11091,0.122025
160,1,208162952,209711169,AD,Dry_AMD,-0.49469,-1,0.13267,0.244718,0,1,0.122449
1191,7,105312564,106399739,AD,Dry_AMD,0.319726,-0.09801,0.99334,0.102225,0,0.98673,0.123262
1680,11,72875069,74399331,AD,Dry_AMD,-0.228309,-0.54227,0.06015,0.0521248,0,0.29406,0.123276
1547,10,66510388,67146043,AD,Dry_AMD,-0.568393,-1,0.16005,0.32307,0,1,0.124676
1779,12,40017397,41198229,AD,Dry_AMD,0.282158,-0.08047,0.68996,0.0796131,0,0.47605,0.124709
1549,10,67769823,68623274,AD,Dry_AMD,-0.60032,-1,0.16692,0.360385,0,1,0.125721
396,2,219678784,220771552,AD,Dry_AMD,0.321166,-0.10855,1,0.103148,0,1,0.125795
708,4,120563074,121393008,AD,Dry_AMD,0.494529,-0.13483,1,0.244558,0,1,0.126328
1605,10,131694739,132576793,AD,Dry_AMD,-0.802053,-1,0.12841,0.64329,0,1,0.126804
2256,18,21622717,22746153,AD,Dry_AMD,-0.251608,-0.67398,0.07376,0.0633066,0,0.45425,0.127283
796,5,22149043,23246745,AD,Dry_AMD,0.890109,-0.17911,1,0.792295,0,1,0.127432
39,1,41977967,43512669,AD,Dry_AMD,-0.23304,-0.58259,0.06581,0.0543077,0,0.33941,0.127814
1307,8,72013185,72917489,AD,Dry_AMD,-0.186335,-0.43904,0.05971,0.0347209,0,0.19276,0.128177
1258,8,15359693,15999328,AD,Dry_AMD,-0.876234,-1,0.19772,0.767785,0,1,0.128378
31,1,31639218,33066846,AD,Dry_AMD,0.322335,-0.10169,1,0.1039,0,1,0.128531
1623,11,11081300,11632650,AD,Dry_AMD,-0.315655,-0.99494,0.09694,0.0996383,0,0.99227,0.129206
1870,13,25977141,26681709,AD,Dry_AMD,0.485419,-0.13798,1,0.235632,0,1,0.129333
2090,15,90632719,91593623,AD,Dry_AMD,-0.506948,-1,0.12054,0.256996,0,1,0.129857
376,2,195300251,196446299,AD,Dry_AMD,0.236131,-0.07626,0.59459,0.0557581,0,0.35354,0.130866
507,3,100552523,101906989,AD,Dry_AMD,0.235051,-0.0775,0.57489,0.0552489,0,0.33049,0.13181
10,1,7711795,8580987,AD,Dry_AMD,0.386644,-0.12679,1,0.149494,0,1,0.132639
2321,19,13968320,14891100,AD,Dry_AMD,-0.367142,-1,0.12747,0.134793,0,1,0.132746
1723,11,117295642,118901213,AD,Dry_AMD,-0.357299,-1,0.13072,0.127663,0,1,0.132931
811,5,40290852,41279590,AD,Dry_AMD,-0.31239,-0.83418,0.10268,0.0975872,0,0.69586,0.133356
1485,10,60515,1329232,AD,Dry_AMD,0.352239,-0.13599,1,0.124073,0,1,0.133391
481,3,68319771,69784969,AD,Dry_AMD,0.413102,-0.12113,1,0.170653,0,1,0.133464
252,2,46499327,47320114,AD,Dry_AMD,-0.324449,-1,0.09973,0.105267,0,1,0.134122
1117,7,17596579,19131026,AD,Dry_AMD,-0.492504,-1,0.17063,0.24256,0,1,0.134201
2037,15,24531188,25384327,AD,Dry_AMD,0.253549,-0.08248,0.73783,0.0642869,0,0.54439,0.135226
1101,7,6020654,6716905,AD,Dry_AMD,0.566506,-0.18736,1,0.320929,0,1,0.135372
1294,8,57436723,58675117,AD,Dry_AMD,0.278116,-0.09925,0.83486,0.0773485,0,0.69963,0.135758
2124,16,24014706,25235251,AD,Dry_AMD,0.243986,-0.08476,0.62233,0.059529,0,0.3873,0.136147
1140,7,43448816,44989571,AD,Dry_AMD,0.414025,-0.13177,1,0.171417,0,1,0.137223
1437,9,92500278,93441050,AD,Dry_AMD,-0.295808,-0.93347,0.11845,0.0875024,0,0.87453,0.137662
618,4,18753264,20086838,AD,Dry_AMD,0.338333,-0.12025,0.93668,0.114469,0,0.87913,0.137674
1848,12,119301062,120567740,AD,Dry_AMD,-0.304732,-0.96557,0.10669,0.0928614,0,0.9338,0.139784
2025,14,98885323,99474533,AD,Dry_AMD,0.27496,-0.09902,0.71348,0.0756029,0,0.50905,0.140414
2348,19,41733464,43317282,AD,Dry_AMD,-0.174446,-0.42514,0.05938,0.0304313,0,0.18074,0.140438
963,6,32454578,32539567,AD,Dry_AMD,-0.287266,-0.67194,0.10056,0.082522,0,0.4515,0.140884
648,4,47408266,49325138,AD,Dry_AMD,0.364328,-0.12708,1,0.132735,0,1,0.141074
1532,10,49197321,50145673,AD,Dry_AMD,0.256223,-0.08341,0.75559,0.0656505,0,0.57371,0.141743
2067,15,62106139,63218978,AD,Dry_AMD,-0.216484,-0.5546,0.07456,0.0468652,0,0.30767,0.141792
1029,6,98173004,99678876,AD,Dry_AMD,-0.324378,-1,0.11784,0.105221,0,1,0.141806
528,3,122340833,123518507,AD,Dry_AMD,-0.260362,-0.67813,0.09633,0.0677883,0,0.45986,0.142079
455,3,35009560,35913033,AD,Dry_AMD,-0.886246,-1,0.25577,0.785431,0,1,0.142311
1606,10,132576794,133111170,AD,Dry_AMD,0.254831,-0.09549,0.6753,0.064939,0,0.45604,0.142773
152,1,197935822,199263389,AD,Dry_AMD,-0.117732,-0.27895,0.0396,0.0138609,0,0.07781,0.143161
1645,11,32830423,33905327,AD,Dry_AMD,0.311686,-0.09544,1,0.0971479,0,1,0.143199
441,3,20754843,21790867,AD,Dry_AMD,0.249425,-0.0836,0.61658,0.0622126,0,0.38076,0.143367
1301,8,64215359,66018204,AD,Dry_AMD,0.304299,-0.11604,0.84585,0.0925982,0,0.71781,0.14397
2144,16,65072404,65882820,AD,Dry_AMD,0.227906,-0.08392,0.55874,0.051941,0,0.31219,0.145507
2018,14,90662837,92101228,AD,Dry_AMD,0.315323,-0.122,1,0.0994285,0,1,0.146163
2017,14,89482884,90662836,AD,Dry_AMD,-0.292688,-0.94973,0.10552,0.0856663,0,0.90273,0.148357
2339,19,33028100,33785835,AD,Dry_AMD,-0.21714,-0.51672,0.06859,0.0471498,0,0.267,0.149214
1635,11,23164545,24091272,AD,Dry_AMD,-0.222608,-0.58679,0.08356,0.0495545,0,0.34432,0.149391
2376,20,6128359,7231796,AD,Dry_AMD,0.309589,-0.11983,1,0.0958451,0,1,0.149753
1215,7,138755108,140217630,AD,Dry_AMD,0.31633,-0.12383,1,0.100064,0,1,0.150169
940,6,17391995,18208676,AD,Dry_AMD,-0.239835,-0.63074,0.09498,0.057521,0,0.39783,0.150245
1530,10,44893847,46327144,AD,Dry_AMD,-0.238772,-0.63891,0.08109,0.057012,0,0.40832,0.150321
2088,15,88035758,89385187,AD,Dry_AMD,-0.316226,-1,0.11868,0.0999992,0,1,0.151215
133,1,176449097,177746472,AD,Dry_AMD,-0.400751,-1,0.15497,0.160601,0,1,0.152135
1385,9,11270765,12044915,AD,Dry_AMD,0.834656,-0.29514,1,0.696651,0,1,0.152356
1130,7,32460229,33159277,AD,Dry_AMD,0.440658,-0.16489,1,0.194179,0,1,0.152726
1616,11,4946052,5533057,AD,Dry_AMD,-0.265477,-0.71312,0.10013,0.0704783,0,0.50882,0.152745
1853,12,126079936,126871452,AD,Dry_AMD,-0.314332,-0.9835,0.13644,0.0988047,0,0.9697,0.152864
2360,19,52678749,53431217,AD,Dry_AMD,-0.375953,-1,0.14525,0.141341,0,1,0.153385
1918,13,78693311,79489045,AD,Dry_AMD,0.329555,-0.1294,0.97412,0.108607,0,0.94891,0.154181
147,1,192468374,193575516,AD,Dry_AMD,0.145607,-0.05391,0.34915,0.0212013,0,0.1219,0.154544
1002,6,69294228,70363348,AD,Dry_AMD,0.863811,-0.25183,1,0.746169,0,1,0.154973
922,5,176180302,177659902,AD,Dry_AMD,0.389299,-0.13914,1,0.151553,0,1,0.155448
1110,7,11855414,12694915,AD,Dry_AMD,-0.379642,-1,0.16537,0.144128,0,1,0.155797
1987,14,55292833,56206430,AD,Dry_AMD,0.451183,-0.1674,1,0.203566,0,1,0.156381
1740,12,60317,1078397,AD,Dry_AMD,-0.468301,-1,0.17743,0.219306,0,1,0.156596
1595,10,121874446,122803506,AD,Dry_AMD,-0.247257,-0.61474,0.09429,0.0611361,0,0.3779,0.156646
302,2,106546525,107412295,AD,Dry_AMD,-0.418153,-1,0.17263,0.174852,0,1,0.156652
1481,9,137593528,138202112,AD,Dry_AMD,0.362937,-0.15279,1,0.131723,0,1,0.157063
1544,10,62626466,64069687,AD,Dry_AMD,-0.239899,-0.62845,0.10316,0.0575517,0,0.39543,0.157828
2036,15,24099947,24531187,AD,Dry_AMD,0.503208,-0.21579,1,0.253219,0,1,0.158652
32,1,33066847,34371022,AD,Dry_AMD,0.256621,-0.1111,0.73387,0.0658543,0,0.53994,0.158654
1198,7,115321302,116835336,AD,Dry_AMD,0.282308,-0.1125,0.85824,0.0796977,0,0.74142,0.158724
1120,7,21390645,22165060,AD,Dry_AMD,0.80859,-0.30483,1,0.653817,0,1,0.159129
1014,6,81567707,82388204,AD,Dry_AMD,-0.284568,-0.84073,0.1148,0.0809792,0,0.70683,0.159167
702,4,115306150,116204703,AD,Dry_AMD,0.482498,-0.18357,1,0.232805,0,1,0.160013
488,3,76157471,77507832,AD,Dry_AMD,0.383189,-0.17938,1,0.146834,0,1,0.160212
1156,7,61969718,63311297,AD,Dry_AMD,0.265974,-0.10669,0.95651,0.0707424,0,0.93257,0.160289
1999,14,68976913,69794542,AD,Dry_AMD,0.156712,-0.06363,0.38099,0.0245585,0,0.14515,0.160613
1567,10,87287936,88443652,AD,Dry_AMD,-0.393928,-1,0.17417,0.155179,0,1,0.161456
1131,7,33159278,34114532,AD,Dry_AMD,0.279923,-0.12656,0.79016,0.0783571,0,0.62489,0.162296
767,4,183603893,184338584,AD,Dry_AMD,0.402063,-0.16365,1,0.161655,0,1,0.163075
597,4,812416,1529267,AD,Dry_AMD,-0.450226,-1,0.14918,0.202703,0,1,0.163414
1436,9,91643256,92500277,AD,Dry_AMD,0.185013,-0.07767,0.47598,0.0342299,0,0.22656,0.164431
1349,8,122622805,124001019,AD,Dry_AMD,-0.248053,-0.72742,0.10909,0.0615302,0,0.52914,0.164756
801,5,28315654,29593755,AD,Dry_AMD,-0.642537,-1,0.23754,0.412854,0,1,0.164757
286,2,79900056,80737811,AD,Dry_AMD,-0.364963,-1,0.169,0.133198,0,1,0.165056
2476,22,31904550,32662293,AD,Dry_AMD,-0.259612,-0.7598,0.11426,0.0673983,0,0.5773,0.165406
1716,11,107846825,109891837,AD,Dry_AMD,0.251794,-0.10993,0.82091,0.0634001,0,0.67548,0.165512
1219,7,145415776,146574327,AD,Dry_AMD,-0.350565,-1,0.16211,0.122896,0,1,0.166326
2427,20,60766558,61470768,AD,Dry_AMD,0.204079,-0.08605,0.53339,0.0416483,0,0.28451,0.166414
1570,10,91021322,91960435,AD,Dry_AMD,0.398237,-0.17662,1,0.158593,0,1,0.166543
774,4,189899574,191043880,AD,Dry_AMD,0.254287,-0.1118,0.83226,0.0646621,0,0.70788,0.167657
2474,22,29457602,30962255,AD,Dry_AMD,0.231715,-0.10307,0.63795,0.0536918,0,0.40902,0.168079
598,4,1529268,2468935,AD,Dry_AMD,-0.256717,-0.92911,0.11711,0.0659035,0,0.89225,0.168197
