locus,CHR,START,STOP,phen1,phen2,rho,rho.lower,rho.upper,r2,r2.lower,r2.upper,p
602,4,5051835,5972709,Wet_AMD,AD,-0.289154,-0.63982,0.02013,0.0836098,0,0.40936,0.0677441
1436,9,91643256,92500277,Wet_AMD,AD,0.349563,-0.02786,0.87527,0.122194,0,0.7661,0.0684304
1810,12,75563969,76524573,Wet_AMD,AD,0.548502,-0.01241,1,0.300854,0,1,0.0687929
793,5,18791411,20397013,Wet_AMD,AD,0.54606,-0.02778,1,0.298181,0,1,0.0688408
780,5,3677596,4636542,Wet_AMD,AD,0.46039,-0.03856,1,0.211959,0,1,0.069175
143,1,187757077,188625772,Wet_AMD,AD,0.511452,-0.04421,1,0.261583,0,1,0.069347
78,1,89753965,90941549,Wet_AMD,AD,-0.32123,-0.73519,0.02966,0.103189,0,0.5405,0.0694143
191,1,240248509,241033584,Wet_AMD,AD,-0.3111,-0.68659,0.01877,0.0967831,0,0.47141,0.0695876
87,1,100269208,101188315,Wet_AMD,AD,0.390002,-0.03516,1,0.152102,0,1,0.0698386
31,1,31639218,33066846,Wet_AMD,AD,-0.801929,-1,0.04218,0.643091,0,1,0.0707382
1400,9,23859375,24757729,Wet_AMD,AD,0.248376,-0.0142,0.53479,0.0616907,0,0.286,0.0709974
1148,7,51951648,52635123,Wet_AMD,AD,0.594743,-0.03448,1,0.353719,0,1,0.0715836
1531,10,46327145,49197320,Wet_AMD,AD,1,-0.14228,1,1,0,1,0.0721233
1847,12,118256125,119301061,Wet_AMD,AD,-0.805328,-1,0.05499,0.648553,0,1,0.0721445
2318,19,10028841,11681978,Wet_AMD,AD,-0.220334,-0.48162,0.01899,0.0485471,0,0.23195,0.0730021
354,2,170155562,170865765,Wet_AMD,AD,0.720636,-0.05744,1,0.519316,0,1,0.0731643
1249,8,9835864,10478851,Wet_AMD,AD,-0.588754,-1,0.04933,0.346631,0,1,0.0733742
1532,10,49197321,50145673,Wet_AMD,AD,-0.707128,-1,0.07425,0.500031,0,1,0.0736033
767,4,183603893,184338584,Wet_AMD,AD,-0.293917,-0.68186,0.03007,0.086387,0,0.46494,0.0736589
2307,19,762047,1515920,Wet_AMD,AD,-0.193698,-0.4207,0.01893,0.037519,0,0.17699,0.0741599
857,5,98567770,99257995,Wet_AMD,AD,-0.548304,-1,0.04391,0.300637,0,1,0.0753473
111,1,152535631,153410809,Wet_AMD,AD,0.498057,-0.0556,1,0.248061,0,1,0.0755319
811,5,40290852,41279590,Wet_AMD,AD,0.762216,-0.06764,1,0.580972,0,1,0.0763799
843,5,81710195,82720248,Wet_AMD,AD,0.405232,-0.03163,1,0.164213,0,1,0.0766836
478,3,65326752,66702084,Wet_AMD,AD,-0.311076,-0.76732,0.03879,0.0967684,0,0.58877,0.0767174
1683,11,76518907,77719870,Wet_AMD,AD,-0.70643,-1,0.07421,0.499043,0,1,0.0768853
953,6,28666365,29529755,Wet_AMD,AD,0.386894,-0.0418,0.93795,0.149687,0,0.87975,0.0778068
236,2,33735319,34239776,Wet_AMD,AD,-0.289195,-0.65865,0.03499,0.083634,0,0.43382,0.0779152
1954,14,19000059,20876080,Wet_AMD,AD,0.50329,-0.06367,1,0.253301,0,1,0.0779196
1651,11,37953087,39329140,Wet_AMD,AD,-0.712778,-1,0.08306,0.508052,0,1,0.0782773
409,2,233352723,234115092,Wet_AMD,AD,-0.262491,-0.58264,0.02552,0.0689017,0,0.33947,0.0786849
1944,13,106313848,107037864,Wet_AMD,AD,-0.435712,-1,0.0518,0.189845,0,1,0.0795549
155,1,201067953,202583884,Wet_AMD,AD,-0.238541,-0.5214,0.02982,0.0569016,0,0.27186,0.0797908
1972,14,40343755,40965849,Wet_AMD,AD,0.972138,-0.09235,1,0.945053,0,1,0.0799562
1509,10,20616433,21477692,Wet_AMD,AD,0.440348,-0.06558,1,0.193906,0,1,0.081964
949,6,24950380,25684629,Wet_AMD,AD,-0.388708,-1,0.05029,0.151094,0,1,0.0822853
1432,9,87815450,89171796,Wet_AMD,AD,0.772008,-0.04854,1,0.595996,0,1,0.0823089
2152,16,74135276,74889127,Wet_AMD,AD,0.264275,-0.02999,0.58026,0.0698414,0,0.33671,0.082527
435,3,12859210,14312007,Wet_AMD,AD,-0.550007,-1,0.06452,0.302507,0,1,0.0830005
939,6,16566883,17391994,Wet_AMD,AD,-0.380033,-1,0.04675,0.144425,0,1,0.083989
1608,10,133818037,134856054,Wet_AMD,AD,-0.171993,-0.37814,0.0235,0.0295817,0,0.14299,0.0843196
1234,8,1161825,1628039,Wet_AMD,AD,-0.26768,-0.67195,0.04106,0.0716528,0,0.45152,0.0854655
1273,8,27406512,28344176,Wet_AMD,AD,-0.505872,-1,0.05361,0.255907,0,1,0.0855267
2111,16,8341013,9104469,Wet_AMD,AD,0.783562,-0.07135,1,0.613969,0,1,0.0861882
2119,16,15921109,17343277,Wet_AMD,AD,-0.492231,-1,0.0723,0.242292,0,1,0.0878732
1590,10,115588904,116845213,Wet_AMD,AD,0.351196,-0.06417,1,0.123338,0,1,0.0879136
63,1,73992171,75132092,Wet_AMD,AD,0.368114,-0.06049,1,0.135508,0,1,0.0879302
1573,10,94503300,95528160,Wet_AMD,AD,-0.5252,-1,0.07914,0.275835,0,1,0.0884516
2206,17,42348004,43460500,Wet_AMD,AD,-0.303411,-0.69319,0.04044,0.0920581,0,0.48051,0.0893728
1671,11,60515106,61717117,Wet_AMD,AD,-0.340131,-0.88866,0.04909,0.115689,0,0.78971,0.0898439
2458,21,43812792,44815008,Wet_AMD,AD,0.344008,-0.05055,0.97266,0.118341,0,0.94768,0.0901348
873,5,116208001,117348497,Wet_AMD,AD,-0.528154,-1,0.0628,0.278946,0,1,0.090758
1963,14,29029225,30831154,Wet_AMD,AD,-0.36355,-1,0.06037,0.132168,0,1,0.0911731
1592,10,118416050,119528730,Wet_AMD,AD,-0.327799,-0.94389,0.04705,0.107452,0,0.89442,0.0912481
2449,21,34383795,35729261,Wet_AMD,AD,-0.603552,-1,0.07945,0.364275,0,1,0.0919983
1119,7,20122180,21390644,Wet_AMD,AD,0.368901,-0.05335,1,0.136088,0,1,0.0924746
2368,19,57959953,59118811,Wet_AMD,AD,-0.232038,-0.52677,0.03788,0.0538414,0,0.27749,0.0926192
1094,7,15064,617319,Wet_AMD,AD,0.490571,-0.0784,1,0.24066,0,1,0.0927185
242,2,37603361,38887393,Wet_AMD,AD,0.73516,-0.1002,1,0.54046,0,1,0.0929675
212,2,7966710,8978798,Wet_AMD,AD,-0.48897,-1,0.07064,0.239092,0,1,0.0929876
1624,11,11632651,12470449,Wet_AMD,AD,-0.384486,-1,0.06314,0.14783,0,1,0.0937471
1859,12,130629841,131404042,Wet_AMD,AD,-0.375759,-1,0.07033,0.141195,0,1,0.0937642
2196,17,27344402,29783141,Wet_AMD,AD,0.345917,-0.05613,0.85707,0.119659,0,0.73457,0.0938191
2200,17,33614190,34474611,Wet_AMD,AD,-0.282109,-0.65646,0.04311,0.0795857,0,0.43094,0.0948823
1923,13,83829836,85035400,Wet_AMD,AD,0.486466,-0.09162,1,0.236649,0,1,0.0954495
2215,17,53468007,54950107,Wet_AMD,AD,0.290939,-0.05625,0.69108,0.0846455,0,0.47759,0.0967598
668,4,73258295,74885900,Wet_AMD,AD,-0.978049,-1,0.10838,0.956579,0,1,0.0977239
2369,20,60795,884241,Wet_AMD,AD,1,-0.22219,1,1,0,1,0.0999838
848,5,86493764,87943482,Wet_AMD,AD,0.295461,-0.05563,0.69141,0.0872971,0,0.47835,0.100075
2148,16,69549150,71062712,Wet_AMD,AD,0.865931,-0.0775,1,0.749837,0,1,0.100558
2071,15,67396521,69089815,Wet_AMD,AD,-0.230927,-0.56095,0.04458,0.0533275,0,0.31466,0.100702
1198,7,115321302,116835336,Wet_AMD,AD,-0.276681,-0.6684,0.05809,0.0765525,0,0.44675,0.101054
1467,9,122677720,124119883,Wet_AMD,AD,0.301571,-0.05823,0.74843,0.0909449,0,0.56015,0.101479
1412,9,34704545,36749273,Wet_AMD,AD,0.238413,-0.04436,0.61475,0.0568408,0,0.37818,0.10158
285,2,79019677,79900055,Wet_AMD,AD,0.423595,-0.0814,1,0.179433,0,1,0.102651
245,2,40786177,41540439,Wet_AMD,AD,0.341808,-0.07185,0.87221,0.116833,0,0.76075,0.103113
1984,14,52206123,52760553,Wet_AMD,AD,0.473946,-0.09976,1,0.224625,0,1,0.103146
52,1,59889046,61377615,Wet_AMD,AD,0.296001,-0.05257,0.72199,0.0876163,0,0.52127,0.103275
113,1,154685546,156813845,Wet_AMD,AD,0.252861,-0.05182,0.6487,0.0639386,0,0.42081,0.103461
1103,7,7167611,7926500,Wet_AMD,AD,-0.520932,-1,0.12522,0.27137,0,1,0.10534
1864,13,19648629,20491181,Wet_AMD,AD,-0.423105,-1,0.09932,0.179018,0,1,0.106272
75,1,86761555,87667572,Wet_AMD,AD,-0.354183,-1,0.08661,0.125446,0,1,0.106283
1037,6,106053916,107309327,Wet_AMD,AD,-0.217005,-0.49732,0.04817,0.0470911,0,0.24733,0.106408
1820,12,86933477,88344764,Wet_AMD,AD,0.628202,-0.11099,1,0.394637,0,1,0.106988
1345,8,118300069,119423298,Wet_AMD,AD,0.483354,-0.12291,1,0.233631,0,1,0.107462
268,2,60775067,62429910,Wet_AMD,AD,0.900103,-0.16533,1,0.810185,0,1,0.107513
1311,8,76295484,77377989,Wet_AMD,AD,-0.476246,-1,0.11162,0.22681,0,1,0.107877
2186,17,12676354,13648446,Wet_AMD,AD,0.553551,-0.10276,1,0.306419,0,1,0.108451
1230,7,157199332,158031247,Wet_AMD,AD,-0.657275,-1,0.11436,0.432011,0,1,0.109034
1168,7,76451929,77663964,Wet_AMD,AD,0.308331,-0.06553,0.75572,0.0950682,0,0.57112,0.109146
266,2,57952946,59251996,Wet_AMD,AD,0.368619,-0.09269,1,0.13588,0,1,0.109681
1860,12,131404043,132012316,Wet_AMD,AD,0.331629,-0.08775,0.89701,0.109978,0,0.80779,0.109726
1498,10,10969482,11856924,Wet_AMD,AD,0.26486,-0.0625,0.66109,0.070151,0,0.43704,0.110489
1534,10,51724040,53129609,Wet_AMD,AD,-0.422017,-1,0.10499,0.178098,0,1,0.111666
658,4,61971162,63337954,Wet_AMD,AD,0.338006,-0.09201,0.94441,0.114248,0,0.8919,0.112882
521,3,116498571,117241644,Wet_AMD,AD,-0.391358,-1,0.10354,0.153161,0,1,0.114091
741,4,159176074,160828480,Wet_AMD,AD,-0.272983,-0.70486,0.07076,0.0745198,0,0.49683,0.114164
1100,7,4938443,6020653,Wet_AMD,AD,0.284343,-0.08236,0.86129,0.0808507,0,0.74182,0.114309
1450,9,105846546,107061019,Wet_AMD,AD,-0.382755,-1,0.08922,0.146501,0,1,0.114526
2006,14,76694202,77425453,Wet_AMD,AD,0.305014,-0.08141,0.93741,0.0930337,0,0.87874,0.114613
1886,13,42950158,43931931,Wet_AMD,AD,-0.400159,-1,0.10089,0.160127,0,1,0.1148
2187,17,13648447,14508610,Wet_AMD,AD,0.422132,-0.11332,1,0.178196,0,1,0.115347
1899,13,58245844,59751795,Wet_AMD,AD,0.533958,-0.14412,1,0.285111,0,1,0.116394
610,4,10370667,11050119,Wet_AMD,AD,0.325702,-0.08513,0.80547,0.106082,0,0.64987,0.116398
96,1,109271450,110224230,Wet_AMD,AD,0.396046,-0.10911,1,0.156852,0,1,0.116585
1570,10,91021322,91960435,Wet_AMD,AD,0.346264,-0.08761,0.99394,0.119899,0,0.98792,0.116943
2295,18,67195981,68051035,Wet_AMD,AD,0.394644,-0.09805,1,0.155744,0,1,0.117114
1006,6,73170169,74401506,Wet_AMD,AD,0.402017,-0.11207,1,0.161618,0,1,0.117188
2457,21,43081435,43812791,Wet_AMD,AD,-0.205927,-0.4772,0.05762,0.0424061,0,0.22772,0.11819
225,2,21084899,22429640,Wet_AMD,AD,0.232372,-0.05857,0.54512,0.0539969,0,0.29716,0.122799
833,5,67096192,68006993,Wet_AMD,AD,0.352514,-0.11027,0.97359,0.124266,0,0.95372,0.123739
1454,9,110630151,111368107,Wet_AMD,AD,1,-0.34528,1,1,0,1,0.124002
2483,22,38718590,40378783,Wet_AMD,AD,0.226028,-0.06018,0.55294,0.0510887,0,0.30575,0.124373
807,5,35157147,36431967,Wet_AMD,AD,-0.325616,-1,0.09768,0.106026,0,1,0.124881
2286,18,57635822,58527236,Wet_AMD,AD,0.484532,-0.15382,1,0.234771,0,1,0.125799
1008,6,75461314,77274030,Wet_AMD,AD,0.727306,-0.12397,1,0.528974,0,1,0.126321
60,1,69438910,70992905,Wet_AMD,AD,0.578672,-0.16397,1,0.334861,0,1,0.126413
1444,9,98885863,100310517,Wet_AMD,AD,-0.501597,-1,0.13383,0.2516,0,1,0.12669
809,5,37925488,39438985,Wet_AMD,AD,-0.239371,-0.58879,0.07174,0.0572985,0,0.34667,0.127117
445,3,24270190,25516193,Wet_AMD,AD,0.17099,-0.04917,0.39564,0.0292377,0,0.15653,0.127171
67,1,77895395,79065286,Wet_AMD,AD,0.328588,-0.09804,0.87168,0.10797,0,0.75982,0.127755
218,2,12732507,13625450,Wet_AMD,AD,0.705535,-0.16686,1,0.49778,0,1,0.127775
410,2,234115093,234945577,Wet_AMD,AD,-0.404865,-1,0.13471,0.163915,0,1,0.128509
1930,13,89764427,90518147,Wet_AMD,AD,-0.873077,-1,0.23666,0.762263,0,1,0.128711
2040,15,27563173,29141035,Wet_AMD,AD,-0.765939,-1,0.1571,0.586663,0,1,0.129305
2230,17,73741322,74908266,Wet_AMD,AD,0.332624,-0.10406,1,0.110638,0,1,0.130191
940,6,17391995,18208676,Wet_AMD,AD,-0.320104,-0.85856,0.09663,0.102467,0,0.73712,0.131125
2022,14,95946793,97174314,Wet_AMD,AD,-0.240905,-0.58802,0.07065,0.0580353,0,0.34577,0.131549
1679,11,71242835,72875068,Wet_AMD,AD,0.171033,-0.0609,0.40424,0.0292524,0,0.16341,0.131913
21,1,19238925,20556202,Wet_AMD,AD,0.295801,-0.09783,0.93062,0.0874984,0,0.86606,0.132551
141,1,186179448,187072605,Wet_AMD,AD,-0.399901,-1,0.13323,0.159921,0,1,0.133023
1494,10,6897038,7659872,Wet_AMD,AD,0.25596,-0.08829,0.65829,0.0655157,0,0.43334,0.133346
1505,10,17065861,18529742,Wet_AMD,AD,-0.281209,-0.72558,0.0889,0.0790784,0,0.52646,0.133891
977,6,42103739,43770626,Wet_AMD,AD,0.243869,-0.07462,0.63296,0.0594723,0,0.40114,0.134033
1976,14,43321169,44623273,Wet_AMD,AD,-0.25056,-0.75103,0.08458,0.0627805,0,0.56793,0.134434
705,4,118395263,119138097,Wet_AMD,AD,0.465371,-0.159,1,0.21657,0,1,0.134872
1994,14,62717986,64033237,Wet_AMD,AD,-0.209292,-0.50628,0.07283,0.043803,0,0.25632,0.135627
1209,7,130418705,131856481,Wet_AMD,AD,-0.205968,-0.49733,0.06754,0.0424226,0,0.24734,0.13572
978,6,43770627,44596897,Wet_AMD,AD,0.170817,-0.05414,0.40236,0.0291783,0,0.16189,0.135858
1089,6,165835954,166853325,Wet_AMD,AD,0.361567,-0.11641,1,0.130731,0,1,0.136499
667,4,71468301,73258294,Wet_AMD,AD,0.633592,-0.2,1,0.401438,0,1,0.136661
1497,10,10081280,10969481,Wet_AMD,AD,-0.226317,-0.54717,0.07681,0.0512195,0,0.2994,0.136672
1799,12,63764112,64403857,Wet_AMD,AD,0.35368,-0.11536,0.99655,0.12509,0,0.99583,0.136709
129,1,171044256,172465153,Wet_AMD,AD,-0.340865,-0.9479,0.10094,0.116189,0,0.89852,0.136798
1523,10,35178225,36475838,Wet_AMD,AD,0.425223,-0.15994,1,0.180815,0,1,0.137147
335,2,144503689,145977920,Wet_AMD,AD,0.310066,-0.1071,1,0.0961406,0,1,0.137666
1565,10,85463485,86459980,Wet_AMD,AD,0.440896,-0.15303,1,0.194389,0,1,0.138174
2402,20,37253658,38427594,Wet_AMD,AD,0.256086,-0.08078,0.64447,0.06558,0,0.41534,0.138235
1021,6,88499746,89974267,Wet_AMD,AD,0.387531,-0.13652,1,0.15018,0,1,0.13862
2267,18,37679128,38498381,Wet_AMD,AD,1,-0.63191,1,1,0,1,0.138759
1295,8,58675118,59555977,Wet_AMD,AD,0.3101,-0.10664,0.83077,0.0961618,0,0.691,0.138886
419,2,241113280,241910366,Wet_AMD,AD,-0.225746,-0.5527,0.07911,0.0509612,0,0.30547,0.139665
845,5,84094798,84697850,Wet_AMD,AD,-0.884433,-1,0.25817,0.782222,0,1,0.140088
103,1,117046312,118118667,Wet_AMD,AD,0.454608,-0.15641,1,0.206668,0,1,0.140772
2043,15,32177321,33484267,Wet_AMD,AD,-0.317336,-0.96981,0.11713,0.100702,0,0.94053,0.140877
1003,6,70363349,71610787,Wet_AMD,AD,-0.35336,-1,0.12584,0.124864,0,1,0.140976
1921,13,81724090,82582821,Wet_AMD,AD,1,-0.53018,1,1,0,1,0.141393
2246,18,7862480,8788524,Wet_AMD,AD,-0.413089,-1,0.12774,0.170643,0,1,0.142382
1423,9,77862309,78630915,Wet_AMD,AD,0.414372,-0.13398,1,0.171704,0,1,0.142487
906,5,156345452,157191081,Wet_AMD,AD,-0.290526,-0.74597,0.10203,0.0844051,0,0.55647,0.14261
2116,16,11916632,12793149,Wet_AMD,AD,-0.187452,-0.45516,0.06194,0.0351383,0,0.20718,0.142773
472,3,59998584,60571139,Wet_AMD,AD,-0.548656,-1,0.20143,0.301023,0,1,0.143146
51,1,58387484,59889045,Wet_AMD,AD,0.422287,-0.14244,1,0.178326,0,1,0.143436
2463,22,17587475,18535225,Wet_AMD,AD,0.489151,-0.15182,1,0.239268,0,1,0.143723
1925,13,85650681,86321288,Wet_AMD,AD,1,-0.39912,1,1,0,1,0.143755
1996,14,65229392,66300066,Wet_AMD,AD,-0.204011,-0.48616,0.0725,0.0416203,0,0.23635,0.143777
726,4,138537345,139553760,Wet_AMD,AD,0.393763,-0.15187,1,0.155049,0,1,0.143808
552,3,149998412,151131307,Wet_AMD,AD,-0.366333,-1,0.13786,0.1342,0,1,0.14453
139,1,183920617,184953089,Wet_AMD,AD,0.462584,-0.18058,1,0.213984,0,1,0.145183
954,6,29529756,29833843,Wet_AMD,AD,0.441609,-0.1754,1,0.195019,0,1,0.145663
1380,9,7388203,8262303,Wet_AMD,AD,-0.286945,-0.77198,0.10916,0.0823373,0,0.5974,0.146206
911,5,161478178,162386027,Wet_AMD,AD,0.3163,-0.12058,1,0.100045,0,1,0.146377
2384,20,14203756,15238519,Wet_AMD,AD,-0.262312,-0.75769,0.09291,0.0688077,0,0.5741,0.146388
618,4,18753264,20086838,Wet_AMD,AD,0.291918,-0.12097,0.7838,0.0852164,0,0.61547,0.146706
1392,9,16658378,17392382,Wet_AMD,AD,0.331476,-0.11793,0.94402,0.109877,0,0.89256,0.147223
2462,22,16050213,17587474,Wet_AMD,AD,0.382698,-0.16357,1,0.146458,0,1,0.1479
1339,8,111207350,112601513,Wet_AMD,AD,-0.955074,-1,0.26745,0.912167,0,1,0.148083
757,4,175295843,175959697,Wet_AMD,AD,0.28191,-0.08869,0.73478,0.0794731,0,0.5399,0.148322
1033,6,102637707,103612625,Wet_AMD,AD,0.279727,-0.1031,0.71078,0.0782472,0,0.50521,0.148399
2128,16,29043178,31384210,Wet_AMD,AD,0.388735,-0.15254,1,0.151115,0,1,0.148967
1544,10,62626466,64069687,Wet_AMD,AD,-0.220667,-0.53385,0.0764,0.0486938,0,0.285,0.149559
305,2,110097869,112644828,Wet_AMD,AD,0.292777,-0.10836,0.96398,0.0857186,0,0.95456,0.150011
40,1,43512670,45167235,Wet_AMD,AD,0.224502,-0.08155,0.58123,0.0504012,0,0.33783,0.150093
2320,19,13213187,13968319,Wet_AMD,AD,-0.187926,-0.46767,0.06818,0.0353161,0,0.21872,0.150551
1852,12,124843769,126079935,Wet_AMD,AD,0.19042,-0.06831,0.46103,0.0362596,0,0.21255,0.150796
2338,19,31763009,33028099,Wet_AMD,AD,-0.204404,-0.54799,0.08423,0.0417811,0,0.30029,0.152432
532,3,125992651,127495173,Wet_AMD,AD,0.233802,-0.09138,0.5961,0.0546635,0,0.35533,0.152539
2341,19,34633275,35649343,Wet_AMD,AD,-0.509703,-1,0.21392,0.259798,0,1,0.154207
2447,21,32202240,33270272,Wet_AMD,AD,0.537615,-0.20952,1,0.28903,0,1,0.15448
2095,15,95662426,96864278,Wet_AMD,AD,0.470903,-0.17955,1,0.22175,0,1,0.154696
632,4,32746821,33640822,Wet_AMD,AD,-0.251584,-0.6683,0.09698,0.0632945,0,0.44663,0.155899
1710,11,101881253,102671665,Wet_AMD,AD,0.302981,-0.1242,0.85904,0.0917976,0,0.74082,0.156627
8,1,5362405,6136814,Wet_AMD,AD,-0.21668,-0.54119,0.08705,0.0469504,0,0.29289,0.156905
971,6,34979271,36346353,Wet_AMD,AD,0.162236,-0.06749,0.39125,0.0263204,0,0.15308,0.157011
1694,11,87676871,88359287,Wet_AMD,AD,0.790671,-0.29493,1,0.625161,0,1,0.157634
2227,17,70495120,71466953,Wet_AMD,AD,-0.188697,-0.4879,0.07304,0.0356065,0,0.23804,0.157833
1550,10,68623275,69904170,Wet_AMD,AD,0.188126,-0.07688,0.45959,0.0353914,0,0.21122,0.157953
1039,6,109043245,110647842,Wet_AMD,AD,0.31368,-0.142,1,0.098395,0,1,0.158357
959,6,31250557,31320268,Wet_AMD,AD,-0.587256,-1,0.23509,0.344869,0,1,0.158567
2350,19,43960959,45040932,Wet_AMD,AD,-0.122062,-0.29208,0.04863,0.0148991,0,0.08531,0.159213
676,4,84003063,85437805,Wet_AMD,AD,-0.602171,-1,0.2324,0.36261,0,1,0.159375
175,1,224943338,226534711,Wet_AMD,AD,0.325589,-0.14802,0.94654,0.106008,0,0.89932,0.16088
2344,19,38472871,39370419,Wet_AMD,AD,0.279554,-0.12302,0.83261,0.0781507,0,0.69713,0.161128
2324,19,16079007,17045963,Wet_AMD,AD,-0.277274,-0.81324,0.11855,0.0768807,0,0.66214,0.161219
1047,6,118529072,119451294,Wet_AMD,AD,0.327611,-0.14806,0.96013,0.107329,0,0.92546,0.162049
2011,14,82524786,84087372,Wet_AMD,AD,0.388041,-0.15893,1,0.150576,0,1,0.162213
253,2,47320115,48171058,Wet_AMD,AD,0.192006,-0.07648,0.5256,0.0368664,0,0.27646,0.162447
1237,8,2396123,2970491,Wet_AMD,AD,0.285668,-0.12708,0.94895,0.0816059,0,0.90682,0.163129
2060,15,54332800,55136717,Wet_AMD,AD,-0.443774,-1,0.20152,0.196936,0,1,0.163881
1660,11,48765367,49386071,Wet_AMD,AD,-0.529214,-1,0.23746,0.280068,0,1,0.164094
465,3,50387743,51953968,Wet_AMD,AD,-0.463188,-1,0.21629,0.214543,0,1,0.164846
331,2,140934532,141802664,Wet_AMD,AD,0.298987,-0.13439,0.8144,0.0893931,0,0.66326,0.165152
1462,9,117054910,117989017,Wet_AMD,AD,-0.617263,-1,0.21139,0.381014,0,1,0.165677
720,4,131873454,132801980,Wet_AMD,AD,0.612971,-0.27807,1,0.375733,0,1,0.165737
1518,10,29393750,30000223,Wet_AMD,AD,-0.873398,-1,0.22086,0.762824,0,1,0.165797
1600,10,126875817,127997708,Wet_AMD,AD,-0.420526,-1,0.19987,0.176842,0,1,0.165894
383,2,205038120,206821199,Wet_AMD,AD,-0.252001,-0.81287,0.11934,0.0635045,0,0.66275,0.165899
2058,15,51605478,53263126,Wet_AMD,AD,-0.254354,-0.75799,0.11357,0.0646961,0,0.57506,0.165949
1555,10,73514215,75694023,Wet_AMD,AD,0.272239,-0.11875,0.97366,0.074114,0,0.94801,0.166468
1765,12,25058715,25990813,Wet_AMD,AD,0.35674,-0.14377,1,0.127264,0,1,0.166533
1924,13,85035401,85650680,Wet_AMD,AD,1,-0.63258,1,1,0,1,0.168644
2140,16,59885500,61092844,Wet_AMD,AD,0.380581,-0.17959,1,0.144842,0,1,0.169217
1022,6,89974268,91097024,Wet_AMD,AD,-0.399594,-1,0.19589,0.159675,0,1,0.16951
2374,20,4591848,5379450,Wet_AMD,AD,0.273445,-0.12669,0.83397,0.0747722,0,0.69851,0.169746
426,3,4109394,4835083,Wet_AMD,AD,0.261312,-0.10948,0.70268,0.0682839,0,0.49486,0.171046
2456,21,42187153,43081434,Wet_AMD,AD,-0.373047,-1,0.18126,0.139164,0,1,0.17152
2484,22,40378784,41722787,Wet_AMD,AD,0.211431,-0.09356,0.53946,0.0447029,0,0.29102,0.171949
152,1,197935822,199263389,Wet_AMD,AD,-0.155334,-0.40245,0.06574,0.0241287,0,0.16219,0.172456
1616,11,4946052,5533057,Wet_AMD,AD,-1,-1,0.49024,1,0,1,0.172815
186,1,236199672,237409458,Wet_AMD,AD,0.266363,-0.1295,0.79686,0.0709491,0,0.63498,0.173148
1927,13,87043589,88029523,Wet_AMD,AD,-0.868038,-1,0.35796,0.75349,0,1,0.173314
1135,7,37981937,38966483,Wet_AMD,AD,0.601594,-0.23144,1,0.361916,0,1,0.173615
742,4,160828481,161666201,Wet_AMD,AD,-0.380347,-1,0.19431,0.144664,0,1,0.174542
1430,9,85135752,86769886,Wet_AMD,AD,0.16463,-0.07979,0.41827,0.0271031,0,0.17495,0.174788
2073,15,70767984,72058129,Wet_AMD,AD,-0.207569,-0.57339,0.10509,0.0430851,0,0.32878,0.175001
653,4,57103101,58011085,Wet_AMD,AD,0.248802,-0.12409,0.67162,0.0619026,0,0.45175,0.175216
1408,9,30410079,31115153,Wet_AMD,AD,0.411074,-0.2185,1,0.168982,0,1,0.176473
112,1,153410810,154685545,Wet_AMD,AD,0.221851,-0.10364,0.57825,0.0492178,0,0.33437,0.17678
2438,21,22201891,23266941,Wet_AMD,AD,0.34239,-0.16765,1,0.117231,0,1,0.176996
2047,15,36583328,37962915,Wet_AMD,AD,0.2379,-0.10642,0.70404,0.0565962,0,0.49568,0.177441
704,4,117313637,118395262,Wet_AMD,AD,-0.37765,-1,0.18466,0.14262,0,1,0.178122
42,1,47257262,48105233,Wet_AMD,AD,0.614088,-0.30054,1,0.377104,0,1,0.178267
2021,14,94892241,95946792,Wet_AMD,AD,-0.659139,-1,0.21425,0.434465,0,1,0.178472
910,5,160519050,161478177,Wet_AMD,AD,0.906548,-0.35853,1,0.82183,0,1,0.178881
272,2,65938003,67224027,Wet_AMD,AD,0.344062,-0.17537,1,0.118379,0,1,0.178896
748,4,165824651,166702855,Wet_AMD,AD,-0.372743,-1,0.17319,0.138938,0,1,0.179842
1171,7,80055722,81533566,Wet_AMD,AD,-0.278499,-1,0.14502,0.0775618,0,1,0.181633
756,4,174470207,175295842,Wet_AMD,AD,-0.596152,-1,0.312,0.355397,0,1,0.18272
1420,9,73915495,74950318,Wet_AMD,AD,0.487457,-0.22712,1,0.237615,0,1,0.183074
4,1,2983520,3582047,Wet_AMD,AD,-0.196475,-0.50121,0.09467,0.0386023,0,0.25121,0.183237
1113,7,13676748,15013694,Wet_AMD,AD,-0.318624,-1,0.18029,0.101522,0,1,0.18384
79,1,90941550,91870059,Wet_AMD,AD,-0.252889,-0.70438,0.12669,0.0639528,0,0.4975,0.184052
1445,9,100310518,101596750,Wet_AMD,AD,0.320666,-0.16925,1,0.102827,0,1,0.184177
1727,11,122589225,123398882,Wet_AMD,AD,-0.292233,-0.97271,0.15183,0.0854,0,0.94993,0.184404
120,1,163141863,163854567,Wet_AMD,AD,0.4491,-0.22289,1,0.20169,0,1,0.185777
1969,14,36422078,37282012,Wet_AMD,AD,-0.433754,-1,0.21528,0.188142,0,1,0.186889
1004,6,71610788,72290723,Wet_AMD,AD,-0.428508,-1,0.25152,0.183619,0,1,0.186922
1215,7,138755108,140217630,Wet_AMD,AD,-0.272481,-1,0.14948,0.074246,0,1,0.187757
