GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
PRMT6              1  107564267  107611916     83       6  198982     -0.78273      0.78311
NTNG1              1  107647540  108034477    883      77  198982      -1.0815      0.86027
VAV3               1  108103782  108542545   1380      79  198982       2.4683    0.0067869
SLC25A24           1  108667344  108777980    306      22  198982      0.64978      0.25792
NBPF4              1  108755902  108821720     30       6  198982      -0.6864      0.75377
NBPF6              1  108957887  109023639     36       5  198982       0.7171      0.23666
FAM102B            1  109067653  109191949    264      14  198982      0.86975      0.19222
HENMT1             1  109180910  109239148     73      13  198982      0.65046       0.2577
PRPF38B            1  109199932  109254425     61      14  198982      0.66416      0.25329
FNDC7              1  109220556  109295371    118      26  198982      0.31254      0.37732
STXBP3             1  109254285  109362148    312      19  198982       0.6062      0.27219
AKNAD1             1  109348520  109435864    305      25  198982      0.57314      0.28327
GPSM2              1  109382972  109483044    313      18  198982      0.40968      0.34102
CLCC1              1  109462130  109541121    248      33  198982      0.62503      0.26598
WDR47              1  109502835  109619860    328      30  198982      0.62025      0.26755
TAF13              1  109596998  109653624    182      30  198982      0.85526       0.1962
TMEM167B           1  109598403  109649554    166      29  198982      0.91539      0.17999
KIAA1324           1  109621585  109759403    465      46  198982       0.7503      0.22654
C1orf194           1  109638573  109691484    192      26  198982      0.50191      0.30787
SARS               1  109721515  109790804    193      24  198982       1.6798       0.0465
CELSR2             1  109757641  109828378    172      29  198982       2.0405     0.020649
PSRC1              1  109812176  109860790    124      25  198982      -0.1282        0.551
MYBPHL             1  109824987  109884663    116      17  198982     -0.87248      0.80853
SORT1              1  109842187  109975563    190      13  198982     -0.35628      0.63919
PSMA5              1  109931653  110004108    112      11  198982     -0.77272      0.78015
SYPL2              1  109974100  110034764    118       9  198982      -0.3308       0.6296
ATXN7L2            1  109991533  110045426    112       9  198982     -0.40493      0.65723
CYB561D1           1  110001658  110053063    112      10  198982     -0.62734      0.73478
AMIGO1             1  110039446  110087336    117      14  198982     -0.85274       0.8031
GPR61              1  110047494  110098487    116      15  198982     -0.57319      0.71674
GNAI3              1  110056186  110148465    168      24  198982     -0.76087      0.77663
AMPD2              1  110127435  110184677    118      21  198982     -0.14723      0.55853
GNAT2              1  110135889  110190705    110      21  198982    -0.016581      0.50661
GSTM4              1  110163698  110218123    130      21  198982      -0.3999      0.65539
GSTM2              1  110175644  110236619    117      20  198982     -0.44065      0.67027
GSTM1              1  110195418  110250828    104      23  198982     -0.55682      0.71117
GSTM5              1  110219406  110270890     91      17  198982    -0.068096      0.52715
GSTM3              1  110266554  110318660    138      24  198982      0.35765       0.3603
EPS8L3             1  110282702  110341644    197      33  198982      0.49849      0.30907
CSF1               1  110418233  110483616    181      40  198982       1.8471     0.032368
AHCYL1             1  110492387  110576364     99      21  198982       2.0712     0.019172
STRIP1             1  110539199  110607263     69      15  198982       1.1605      0.12291
ALX3               1  110592997  110648322    109      14  198982      0.99412      0.16008
UBL4B              1  110620062  110666569    134      20  198982      0.29907      0.38244
SLC6A17            1  110658132  110754824    226      29  198982      -1.0455      0.85211
KCNC4              1  110718336  110786674    165      31  198982     -0.31487      0.62357
RBM15              1  110846945  110899303    149      15  198982     -0.13468      0.55357
SLC16A4            1  110895473  110968704    163      17  198982     -0.16024      0.56365
LAMTOR5            1  110933875  110985546    127      16  198982     -0.38459      0.64973
PROK1              1  110958788  111009976    144      25  198982      -1.3777      0.91585
KCNA10             1  111049839  111096797    168      21  198982     -0.20973      0.58306
KCNA2              1  111126202  111209096    211      30  198982     -0.58012      0.71908
KCNA3              1  111186182  111252655    151      21  198982     -0.41548       0.6611
CD53               1  111378821  111452558    264      18  198982      -0.1912      0.57582
LRIF1              1  111479812  111541825    113      17  198982      0.20319       0.4195
CEPT1              1  111647249  111737724    169      21  198982      0.49073      0.31181
DRAM2              1  111649954  111717838    124      16  198982      0.42161      0.33665
DENND2D            1  111718591  111782160    177      33  198982     -0.45296      0.67471
CHI3L2             1  111735281  111796062    222      24  198982     -0.54571      0.70737
CHIA               1  111798474  111873188    437      30  198982     -0.49552      0.68989
PIFO               1  111832285  111905639    438      31  198982     -0.70688      0.76018
OVGP1              1  111946937  112005399    153      15  198982       1.0229      0.15319
ATP5F1             1  111956467  112014540    141      14  198982       1.3138     0.094449
WDR77              1  111972512  112026915    112      13  198982       1.4216     0.077568
C1orf162           1  111981474  112031134    114      19  198982       1.3482     0.088789
ADORA3             1  112015970  112141602    366      51  198982     -0.47335      0.68202
RAP1A              1  112127405  112266807    442      29  198982     -0.37304      0.64544
FAM212B            1  112254686  112333419    235      28  198982     -0.36819      0.64363
DDX20              1  112263190  112320199    186      22  198982     -0.13502       0.5537
KCND3              1  112308444  112567147    766      86  198982      0.62898      0.26468
LOC643355          1  112497593  112551464    134      26  198982      -1.0442       0.8518
CTTNBP2NL          1  112903800  113013786    250      16  198982     -0.43762      0.66917
WNT2B              1  112975040  113073910    218      31  198982      0.30398      0.38057
ST7L               1  113056140  113197040    225      16  198982      0.16722       0.4336
CAPZA1             1  113127075  113224241    144      12  198982      0.27215      0.39275
MOV10              1  113182048  113253368    111      14  198982      0.58646      0.27878
FAM19A3            1  113226619  113279857     99      21  198982       1.2026      0.11456
RHOC               1  113233749  113285025    111      22  198982        1.533     0.062635
PPM1J              1  113242616  113292950    109      22  198982       1.4421      0.07464
SLC16A1            1  113444469  113533975    107      13  198982       3.0632     0.001095
LRIG2              1  113580792  113677824    151      17  198982       1.9467     0.025786
MAGI3              1  113898087  114238545    702      33  198982      -1.2011      0.88514
PHTF1              1  114229824  114337165    163      18  198982     -0.52897      0.70159
RSBN1              1  114294454  114390070    144      20  198982     -0.61381      0.73033
PTPN22             1  114346433  114449375    189      22  198982     -0.73471      0.76874
BCL2L15            1  114409436  114465230     98      19  198982     -0.53916      0.70511
DCLRE1B            1  114412915  114466708    101      19  198982     -0.62687      0.73463
AP4B1              1  114427370  114482741    107      22  198982     -0.74053      0.77051
HIPK1              1  114436819  114530491    176      28  198982      -1.0332      0.84925
OLFML3             1  114487030  114534875    100      16  198982     -0.87611      0.80952
SYT6               1  114621914  114731472    440      71  198982       1.0253      0.15261
TRIM33             1  114925399  115088781    377      23  198982     -0.87631      0.80957
BCAS2              1  115100178  115159265    122      19  198982     -0.63136       0.7361
DENND2C            1  115117155  115247732    289      24  198982     -0.83885      0.79922
AMPD1              1  115205719  115273239    134      24  198982     -0.90709      0.81782
NRAS               1  115237085  115294515     88      14  198982     -0.26949      0.60622
CSDE1              1  115249534  115335671    142      18  198982     -0.15564      0.56184
SIKE1              1  115302100  115358308    114      20  198982     -0.15296      0.56078
SYCP1              1  115362455  115547991    439      22  198982    -0.029597      0.51181
TSHB               1  115537445  115586930    166      11  198982     -0.60888       0.7287
TSPAN2             1  115580632  115667121    314      27  198982      0.26799      0.39435
NGF                1  115818537  115915857    356      49  198982      0.75919      0.22387
VANGL1             1  116149574  116250845    341      33  198982       2.2234     0.013094
CASQ2              1  116232624  116346426    466      26  198982     -0.26682       0.6052
NHLH2              1  116368998  116418747    182      24  198982     -0.54173        0.706
SLC22A15           1  116484119  116622675    314      23  198982      -0.3775       0.6471
MAB21L3            1  116619376  116687861    161      22  198982    -0.021068       0.5084
ATP1A1             1  116879802  116958069    134      12  198982      -0.6029      0.72671
CD58               1  117047156  117148715    125      22  198982     -0.49524      0.68979
IGSF3              1  117107020  117245377    180      32  198982       1.6871     0.045793
C1orf137           1  117201734  117259225     82      18  198982       1.5678     0.058459
CD2                1  117262057  117321851    123      24  198982      0.81396      0.20783
PTGFRN             1  117417689  117542972    324      30  198982       -2.095      0.98191
CD101              1  117509372  117589173    234      30  198982      -1.0562      0.85456
TTF2               1  117567910  117655492    245      37  198982     -0.84996      0.80233
TRIM45             1  117643677  117699411    144      20  198982     -0.27254       0.6074
VTCN1              1  117676209  117788582    346      30  198982        -0.17       0.5675
MAN1A2             1  117875085  118078320    535      21  198982       1.4817     0.069208
FAM46C             1  118113604  118181011    220      24  198982       2.2153     0.013369
GDAP2              1  118396107  118507302    260       9  198982       1.0556      0.14557
WDR3               1  118437372  118513049    154      10  198982       1.1688      0.12124
SPAG17             1  118486288  118762848    578      20  198982      0.98357      0.16266
TBX15              1  119415666  119567179    424      26  198982     -0.85642      0.80412
WARS2              1  119563839  119718404    419      24  198982    -0.092934      0.53702
HAO2               1  119876399  119946753    168      25  198982     -0.73023      0.76738
HSD3B2             1  119922554  119975662    145      15  198982     0.041268      0.48354
HSD3B1             1  120014826  120067681     96       6  198982       1.3357     0.090826
ZNF697             1  120152000  120225813    193      28  198982       1.7021     0.044365
PHGDH              1  120219419  120296849    172      29  198982       1.9338     0.026569
HMGCS2             1  120280619  120346555    198      17  198982      0.85758      0.19556
REG4               1  120326641  120389203    160      15  198982    -0.094972      0.53783
NBPF7              1  120367388  120422503    101      12  198982      -1.5123      0.93477
ADAM30             1  120426156  120474147     85      12  198982      0.47762      0.31646
NOTCH2             1  120444176  120674880    197      20  198982        1.046      0.14779
FAM72B             1  120803959  120865681     19       8  198982     -0.67474      0.75008
LOC100996318       1  120889756  120936189     36      12  198982      -1.0351      0.84968
FCGR1B             1  120916128  120970944     12       6  198982      -1.8593      0.96851
SRGAP2B            1  143880897  144104426     13       8  198982      -1.7264      0.95786
FAM72D             1  143886452  143948143      3       2  198982      0.13137      0.44774
NBPF9              1  144776743  144840407      5       3  198982     -0.74161      0.77084
PDE4DIP            1  144841424  145111186     78      32  198982     -0.25171      0.59937
NOTCH2NL           1  145141379  145296270      3       2  198982    -0.045503      0.51815
NBPF10             1  145258371  145378684      6       3  198982     -0.47512      0.68265
HFE2               1  145378191  145427545     82      12  198982      -1.0883      0.86176
TXNIP              1  145403438  145452635     48      12  198982     -0.64063      0.73912
ANKRD34A           1  145435508  145485647     35      11  198982     -0.54653      0.70765
LIX1L              1  145442059  145511670     51      14  198982     -0.16563      0.56578
POLR3GL            1  145446236  145511081     47      14  198982    -0.065133      0.52597
RBM8A              1  145472557  145523536     38      13  198982      0.30885      0.37872
PEX11B             1  145481165  145533732     34      12  198982      0.22563      0.41075
ITGA10             1  145489709  145553868     61      14  198982     -0.47329        0.682
ANKRD35            1  145514209  145578526     95      14  198982      -1.0708      0.85788
PIAS3              1  145540257  145596546     96      14  198982     -0.85865      0.80473
RNF115             1  145575990  145699005    158      14  198982     -0.36731      0.64331
NUDT17             1  145576491  145624435     48      11  198982     -0.81755      0.79319
POLR3C             1  145582605  145645972     79      10  198982     -0.41609      0.66133
CD160              1  145685798  145750639     77      14  198982     -0.48857      0.68743
PDZK1              1  145692662  145774207     70      15  198982     -0.49987      0.69142
GPR89A             1  145754595  145862103     27      11  198982      0.75727      0.22444
NBPF11             1  146022542  146117633      1       1  198982        1.717     0.042988
PRKAB2             1  146616685  146679168    287      11  198982      0.78309      0.21679
FMO5               1  146645884  146732390    394      20  198982      0.76081      0.22339
CHD1L              1  146679291  146777447    379      22  198982      0.52519      0.29973
BCL9               1  146978222  147108022    313      51  198982     -0.41579      0.66122
ACP6               1  147109168  147177634    152      21  198982     0.011827      0.49528
GJA5               1  147218332  147288165    252      21  198982     -0.91817      0.82073
GJA8               1  147339946  147391396    156      28  198982      0.67349      0.25032
GPR89B             1  147365506  147475753    134      17  198982       1.2242      0.11044
PPIAL4D            1  148191752  148237536      9       6  198982      -1.4892      0.93178
NBPF20             1  148240249  148382262     22      13  198982      0.59372      0.27635
NBPF15             1  148520986  148606267     74      15  198982      0.64926      0.25809
PPIAL4E            1  148609011  148654795      4       2  198982     -0.87521      0.80927
LOC645262          1  149295909  149349610      5       2  198982      0.82326      0.20518
LOC100996713       1  149359801  149415524      4       2  198982      0.51026      0.30493
LOC642441          1  149566569  149612490      3       2  198982      -2.7592       0.9971
LOC199882          1  149684415  149736346     25       7  198982      0.64888      0.25821
FCGR1A             1  149719232  149774074     34      10  198982       1.7182     0.042879
HIST2H2BF          1  149744245  149818965     62      10  198982       2.0711     0.019173
LOC101927767       1  149754079  149800403     48       8  198982       2.0716      0.01915
HIST2H4A           1  149769170  149816197     42       7  198982       2.0171     0.021842
HIST2H3D           1  149774780  149820236     43       7  198982       2.0649     0.019466
HIST2H2AA4         1  149787628  149833161     22       7  198982       1.8072     0.035369
HIST2H3A           1  149789181  149834687     16       6  198982        1.547     0.060928
HIST2H3C           1  149802259  149847765     16       5  198982       2.0364     0.020856
HIST2H2AA3         1  149803785  149849318     20       6  198982       1.9869     0.023466
HIST2H4B           1  149820749  149867776     34       4  198982       2.0106     0.022185
HIST2H2AC          1  149823525  149868961     37       5  198982       2.0252     0.021425
BOLA1              1  149836110  149882348     69       8  198982       2.0296     0.021196
HIST2H2BE          1  149846010  149893232     81       9  198982       2.0029     0.022596
HIST2H2AB          1  149849019  149894466     78       9  198982       2.0074     0.022354
SV2A               1  149864870  149924434     97       9  198982       1.9461     0.025824
SF3B4              1  149885209  149936449     73       7  198982       1.7804     0.037503
MTMR11             1  149890543  149943791     72       7  198982       1.7461     0.040396
OTUD7B             1  149902229  150017686    187      19  198982       1.3366     0.090671
VPS45              1  150004350  150127505    182       6  198982      0.57014      0.28429
PLEKHO1            1  150087170  150141825     89       6  198982       0.9021       0.1835
ANP32E             1  150180717  150243504     81       8  198982     -0.22256      0.58806
CA14               1  150194554  150247478     67       8  198982    -0.077339      0.53082
C1orf54            1  150209687  150263335     71       9  198982      0.89552      0.18525
CIART              1  150219930  150269505     72       9  198982       1.3761     0.084394
APH1A              1  150227799  150276609     86      10  198982       1.6816     0.046327
MRPS21             1  150231262  150291414    126      12  198982        1.903     0.028519
PRPF3              1  150258928  150335704    210      15  198982       1.9806     0.023817
RPRD2              1  150301624  150459042    464      16  198982       2.1403     0.016167
TARS2              1  150424840  150490085    187      13  198982       2.2279     0.012944
ECM1               1  150445487  150496265    137      13  198982        2.294     0.010895
ADAMTSL4           1  150486846  150543413    114      25  198982       1.9181     0.027547
MCL1               1  150537027  150587214    112      14  198982       0.8589       0.1952
ENSA               1  150584599  150637098    122      14  198982      0.74791      0.22726
GOLPH3L            1  150608701  150704672    250      12  198982      0.91317      0.18058
HORMAD1            1  150660535  150728372    156      10  198982      0.78855      0.21519
CTSS               1  150692672  150773433    148      14  198982      0.21972      0.41305
CTSK               1  150758684  150815917     87      12  198982      0.20552      0.41858
ARNT               1  150772181  150884244    178      17  198982      0.22333      0.41164
SETDB1             1  150863815  150947389    165      16  198982     -0.65448       0.7436
ANXA9              1  150919499  150978114    129      19  198982     -0.43699      0.66894
CERS2              1  150927649  150982479    129      19  198982     -0.53802      0.70472
PRUNE              1  150945867  151018189    188      33  198982     -0.57461      0.71722
FAM63A             1  150959213  151015854    156      29  198982     -0.51071      0.69522
BNIPL              1  150974029  151030076    135      29  198982     -0.47415       0.6823
C1orf56            1  150985259  151033896    117      26  198982     -0.14917      0.55929
MLLT11             1  150997151  151050973    125      22  198982      0.32295      0.37337
GABPB2             1  151007784  151101007    192      22  198982       0.4701      0.31914
CDC42SE1           1  151013447  151067125    119      17  198982      0.45403      0.32491
TNFAIP8L2          1  151094095  151142731     80      16  198982      0.51504      0.30326
TNFAIP8L2-SCNM1    1  151094105  151152773     89      19  198982      0.64708      0.25879
SEMA6C             1  151094161  151154146     90      19  198982      0.67446      0.25001
SCNM1              1  151103482  151152773     79      17  198982       0.5476      0.29198
LYSMD1             1  151122224  151173424     49      16  198982       1.9408      0.02614
TMOD4              1  151132463  151183547     51      12  198982       2.2847     0.011166
PIP5K1A            1  151136021  151232007    112      15  198982       2.4074    0.0080327
VPS72              1  151138776  151197689     59      10  198982       2.4035    0.0081187
PSMD4              1  151192176  151249955     75      11  198982       2.3437    0.0095472
ZNF687             1  151219094  151274381     54       8  198982       2.1504     0.015761
PI4KB              1  151254273  151335191     94      11  198982       1.1362      0.12795
RFX5               1  151303116  151354785     89      16  198982      0.63063      0.26414
SELENBP1           1  151326778  151380210     92      20  198982       0.9017      0.18361
PSMB4              1  151337041  151384412     76      17  198982       1.1667      0.12167
POGZ               1  151365200  151480753    195      16  198982       2.0761     0.018941
CGN                1  151448331  151521168    131      20  198982       2.5337    0.0056435
TUFT1              1  151477781  151566059    169      26  198982      0.84702      0.19849
SNX27              1  151549454  151681559    188      19  198982      -1.2532      0.89493
RIIAD1             1  151659013  151712082     94      13  198982      -1.4329      0.92406
CELF3              1  151662534  151724290    111      15  198982      -1.5123      0.93478
OAZ3               1  151700445  151753806    124      12  198982      -0.3733      0.64554
MRPL9              1  151722119  151771040    123      10  198982      0.29034      0.38578
TDRKH              1  151732741  151798052    154      14  198982      0.76723      0.22147
LINGO4             1  151762765  151812882    105      20  198982       1.8538     0.031885
RORC               1  151768547  151839348    162      29  198982       1.3467     0.089031
C2CD4D             1  151800339  151848033    120      20  198982       1.1215      0.13104
THEM5              1  151808220  151861173    123      17  198982      0.51397      0.30364
THEM4              1  151833342  151917361    203      15  198982      0.96181      0.16807
S100A10            1  151945386  152001714    148      13  198982        1.055      0.14571
S100A11            1  151994982  152044511     67      14  198982      0.62752      0.26516
LOC100131107       1  152042033  152088058     41      15  198982      0.14023      0.44424
TCHHL1             1  152046620  152096540     41      15  198982      0.14199      0.44355
TCHH               1  152068793  152122930     41      12  198982      0.10004      0.46016
RPTN               1  152116071  152166704     66      14  198982        1.783     0.037296
HRNR               1  152174552  152231672    173       9  198982       2.4376    0.0073924
FLG                1  152264651  152332679    166      11  198982       2.2487     0.012267
FLG2               1  152311213  152367482     89       6  198982       1.4758     0.070001
CRNN               1  152371719  152421750    126      10  198982       1.0976      0.13619
LCE5A              1  152448320  152494653    113      14  198982      0.44162      0.32938
CRCT1              1  152451978  152498481    115      12  198982      0.49246       0.3112
LCE3E              1  152528175  152574229     67      12  198982      0.66861      0.25187
LCE3C              1  152538138  152583562     31       8  198982      0.26326      0.39617
LCE3D              1  152541860  152587980     27       6  198982      0.19817      0.42146
LCE3B              1  152551287  152596574     63       5  198982     -0.49243      0.68879
LCE3A              1  152585310  152630579    186      10  198982      0.24637       0.4027
LCE2D              1  152600887  152647135    135       8  198982       0.6214      0.26717
LCE2C              1  152612791  152659050    109       7  198982      0.92343      0.17789
LCE2B              1  152623599  152669877    123       9  198982      0.92747      0.17684
LCE2A              1  152635840  152681918    124       9  198982       0.8919      0.18622
LCE4A              1  152646523  152691910    136      10  198982       1.0719      0.14189
C1orf68            1  152656998  152702905    162      10  198982       1.2194      0.11134
KPRP               1  152695506  152744529     96       9  198982       1.4521     0.073238
LCE1F              1  152713848  152759445    107       8  198982       1.4905     0.068044
LCE1E              1  152723753  152770902    102       8  198982       1.5624     0.059101
LCE1D              1  152734227  152780657    114      10  198982       1.6538     0.049086
LCE1B              1  152749447  152795585    100      12  198982       1.6633      0.04813
LCE1A              1  152764949  152810573     73      14  198982       1.7422     0.040736
LCE1C              1  152767311  152814107     76      15  198982       1.7662     0.038679
LCE6A              1  152780330  152826459     44      12  198982       1.2106      0.11303
SMCP               1  152815798  152867523     42       9  198982       1.0144       0.1552
IVL                1  152846039  152894362     71      10  198982       0.7154      0.23718
SPRR4              1  152908128  152955069    103      10  198982        1.455     0.072835
SPRR1A             1  152921564  152968290    129       9  198982       0.9203      0.17871
SPRR3              1  152939223  152986332    202       5  198982     0.067684      0.47302
SPRR1B             1  152968679  153015376    250       5  198982     -0.11145      0.54437
SPRR2D             1  153002201  153048594    199       7  198982      0.35906      0.35978
SPRR2A             1  153018596  153064988    171       9  198982      0.67502      0.24983
SPRR2B             1  153032717  153079084    175      14  198982       0.6787      0.24866
SPRR2E             1  153055611  153102001    130      19  198982      0.92754      0.17682
SPRR2F             1  153074612  153120989    102      14  198982       1.1039      0.13483
SPRR2G             1  153112058  153158427    104       9  198982       1.1902      0.11698
LELP1              1  153140906  153187601    103      21  198982      0.17443      0.43076
PRR9               1  153155060  153201793    131      18  198982    -0.057615      0.52297
LOR                1  153197179  153244600    165      15  198982      0.19394      0.42311
PGLYRP3            1  153260338  153318194    190      15  198982       1.4425      0.07458
PGLYRP4            1  153292596  153356039    233      19  198982        1.407     0.079718
S100A9             1  153295330  153343503    184      14  198982       1.1813      0.11875
S100A12            1  153336184  153383075    110       5  198982       1.3535     0.087944
S100A8             1  153352508  153430054    174      13  198982       1.0273      0.15213
S100A7A            1  153354000  153405701    114       7  198982       1.1689      0.12123
S100A7L2           1  153399471  153447503    110      13  198982     -0.32926      0.62902
S100A7             1  153420220  153471559    132      11  198982     -0.77118       0.7797
S100A6             1  153497076  153543717    101       8  198982     -0.54646      0.70762
S100A5             1  153499623  153550772    110       9  198982     -0.66441      0.74679
S100A4             1  153506095  153553282    100       8  198982      -0.8248      0.79526
S100A3             1  153509805  153556734    107      10  198982     -0.72014      0.76428
S100A2             1  153523584  153573306    105      18  198982     -0.51589      0.69703
S100A1             1  153565873  153614513    113      16  198982     -0.49192      0.68861
S100A16            1  153569362  153620514    113      14  198982     -0.55433      0.71032
CHTOP              1  153571458  153628782    116      13  198982     -0.37873      0.64756
S100A14            1  153576731  153623808     97       9  198982      -0.8593      0.80491
S100A13            1  153581275  153641582    112       9  198982     -0.54716      0.70787
SNAPIN             1  153596130  153644328     84       8  198982     -0.42378      0.66414
NPR1               1  153616093  153676468     89      12  198982     -0.13985      0.55561
ILF2               1  153624264  153678504     83      13  198982     -0.11468      0.54565
INTS3              1  153665526  153756555    152      18  198982      -0.8598      0.80505
SLC27A3            1  153711830  153762633     84      16  198982     -0.58019      0.71911
GATAD2B            1  153767201  153930451    264      14  198982       0.6761      0.24949
DENND4B            1  153891977  153954162     83      10  198982      0.86482      0.19357
CREB3L4            1  153905315  153956840     60       8  198982      0.82531       0.2046
CRTC2              1  153910148  153966132     66      12  198982      0.86473      0.19359
SLC39A1            1  153921575  153975660     61      13  198982       1.0952      0.13672
RPS27              1  153928239  153974631     55      13  198982      0.98943      0.16123
JTB                1  153936745  153986096     55      12  198982       1.0082      0.15668
RAB13              1  153944093  153993853     55      12  198982       1.0373      0.14979
NUP210L            1  153955166  154162592    276      16  198982      0.67751      0.24904
TPM3               1  154117780  154199611     99      15  198982      0.69542       0.2434
UBAP2L             1  154157427  154253986    131      15  198982      0.78469      0.21632
C1orf189           1  154161561  154213841     74      12  198982      0.90183      0.18357
C1orf43            1  154169183  154228273     84      11  198982      0.70725       0.2397
HAX1               1  154210039  154258351     65      10  198982      0.82665      0.20422
AQP10              1  154258592  154307801    128      18  198982     -0.29924      0.61762
ATP8B2             1  154263036  154333780    192      20  198982     -0.16412      0.56518
IL6R               1  154342669  154451926    314      28  198982       1.9659     0.024654
SHE                1  154432118  154509786    191      12  198982       1.7383     0.041083
TDRD10             1  154439695  154530624    202      12  198982       1.6863     0.045866
CHRNB2             1  154505257  154562354    115      17  198982       1.9101     0.028059
UBE2Q1             1  154511051  154566138     99      18  198982       2.0647     0.019475
ADAR               1  154544533  154635456    157      15  198982       2.1471     0.015892
KCNN3              1  154659938  154877754    591      88  198982      0.97212       0.1655
PMVK               1  154887208  154944484     87      14  198982       1.7025     0.044333
LOC101928120       1  154899036  154945101     72      14  198982       1.8937     0.029133
PBXIP1             1  154906553  154963624     77      14  198982       2.4217    0.0077236
CKS1B              1  154912118  154961725     59      12  198982       2.4962    0.0062757
PYGO2              1  154919502  154969258     45       7  198982        2.499    0.0062275
FLAD1              1  154920770  154975587     51       8  198982        2.394    0.0083324
SHC1               1  154924774  154981959     56       9  198982       2.4063    0.0080579
LENEP              1  154931062  154976791     42       6  198982       2.2479      0.01229
ZBTB7B             1  154940106  155001001     74      14  198982       2.5844    0.0048774
DCST1              1  154971256  155033406     90      18  198982       2.4556    0.0070322
DCST2              1  154981003  155041257     88      17  198982       2.6325    0.0042378
ADAM15             1  154988748  155045252     85      17  198982       2.8354    0.0022884
EFNA4              1  155001213  155052029     71      17  198982       3.3539   0.00039847
EFNA3              1  155016348  155070014     83      19  198982       3.1053   0.00095034
EFNA1              1  155065349  155117386    114      13  198982       1.5723     0.057938
SLC50A1            1  155072817  155121334    106      12  198982       1.4969     0.067204
DPM3               1  155102367  155147996     89      11  198982      0.61354      0.26976
TRIM46             1  155110702  155167447    102      14  198982      0.64113      0.26072
KRTCAP2            1  155131884  155186331     76      13  198982       0.5511      0.29078
MTX1               1  155143490  155193625     63      13  198982      0.68499      0.24668
MUC1               1  155148300  155197768     64      11  198982      0.26281      0.39635
THBS3              1  155155379  155212772     79      12  198982       1.4029     0.080321
GBA                1  155194239  155249653     83       8  198982       2.2646     0.011769
FAM189B            1  155206996  155260274     83       7  198982       2.4918    0.0063553
HCN3               1  155212218  155269639     87       7  198982       2.5369    0.0055913
SCAMP3             1  155215770  155267176     78       6  198982       2.5086    0.0060611
CLK2               1  155222659  155278305     79       6  198982       2.6173    0.0044315
FDPS               1  155243539  155300457     69       7  198982       2.6876    0.0035983
PKLR               1  155249084  155313531     75       9  198982       2.7052    0.0034127
RUSC1              1  155255640  155310909     64       8  198982       2.6729    0.0037602
RUSC1-AS1          1  155280251  155328938     45      11  198982       2.3823    0.0086022
ASH1L              1  155295052  155567324    227      26  198982       2.3468    0.0094689
MSTO1              1  155544961  155594758     48      13  198982       2.1724     0.014914
YY1AP1             1  155619233  155693823     73      13  198982       1.9983     0.022841
DAP3               1  155622693  155718801    101      14  198982       2.0254     0.021411
GON4L              1  155709450  155864185    210      16  198982       1.5437     0.061329
SYT11              1  155794260  155864990    100      14  198982       1.5517     0.060371
RIT1               1  155857599  155916193     88       9  198982       2.3506    0.0093714
KIAA0907           1  155872834  155939209     93       8  198982       1.8963     0.028958
RXFP4              1  155876480  155922625     66       8  198982       2.2389     0.012581
ARHGEF2            1  155906431  155988396    113      15  198982       2.4001    0.0081951
SSR2               1  155968839  156025758     79      14  198982       2.3599    0.0091403
LAMTOR2            1  155989517  156038301     57      16  198982       2.1071     0.017553
UBQLN4             1  155992945  156058613     79      21  198982       1.8773     0.030242
RAB25              1  155995966  156050295     65      18  198982       1.8559     0.031737
LMNA               1  156017369  156119880    188      18  198982       1.1077        0.134
MEX3A              1  156031804  156086789     72      15  198982      0.83534      0.20176
SEMA4A             1  156082145  156157542    180      16  198982       1.1753      0.11994
SLC25A44           1  156128728  156192587    139      16  198982      0.41221      0.34009
PMF1               1  156147779  156219868    166      15  198982    0.0037352      0.49851
PMF1-BGLAP         1  156147779  156223123    170      16  198982     0.052776      0.47896
BGLAP              1  156176951  156223123    106      13  198982     -0.27541       0.6085
PAQR6              1  156203112  156252908    114      14  198982     0.056503      0.47747
SMG5               1  156209015  156287676    168      13  198982      0.30925      0.37856
TMEM79             1  156217704  156272234    118      11  198982      0.24462      0.40337
GLMP               1  156252478  156300480    109       8  198982      0.48397      0.31421
VHLL               1  156258415  156304428    107       9  198982      0.45904       0.3231
CCT3               1  156268752  156343206    145      13  198982      0.56902      0.28467
TSACC              1  156272105  156326786    113      10  198982      0.56417      0.28632
RHBG               1  156303980  156365013    121      25  198982      0.95721      0.16923
C1orf61            1  156364048  156461441    154      30  198982      0.58682      0.27866
MEF2D              1  156423513  156505634    182      28  198982     0.087327      0.46521
IQGAP3             1  156485197  156577396    274      20  198982       1.9095       0.0281
TTC24              1  156514519  156566562    145      14  198982       1.9692     0.024466
APOA1BP            1  156526554  156574091    151      11  198982       2.0698     0.019235
HAPLN2             1  156554085  156605517    138       9  198982       1.8978     0.028861
GPATCH4            1  156554100  156606288    138       9  198982       1.8978     0.028861
BCAN               1  156576740  156639324    105      22  198982      0.91866      0.17914
NES                1  156628555  156682189    133      24  198982      -0.4175      0.66184
CRABP2             1  156659398  156710608    117      33  198982      0.79071      0.21456
RRNAD1             1  156663263  156716752    111      28  198982      0.91958       0.1789
ISG20L2            1  156681687  156733577    107      21  198982       1.2822     0.099887
MRPL24             1  156697094  156745923    104      19  198982       1.4895     0.068183
