GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
FCAMR              1  207121312  207178970    100      10  358169       1.0112      0.15597
PFKFB2             1  207172761  207264368    140      20  344048       2.0525     0.020059
C1orf116           1  207181866  207243555     92      13  347379       2.0514     0.020114
YOD1               1  207207194  207261325     73      11  338189       2.4756    0.0066499
C4BPB              1  207227210  207283338     94      18  330506       1.5979     0.055029
C4BPA              1  207242583  207328317    195      31  324925      0.58542      0.27913
CD55               1  207459817  207544311    201      16  349797       2.3476    0.0094468
CR2                1  207592645  207673240    196      21  364465       2.7528    0.0029543
CR1                1  207634473  207825110    404      32  357592       6.7081    9.856e-12
CR1L               1  207783458  207907036    482      26  363249        5.232   8.3837e-08
CD46               1  207890383  207978861    220      20  337919       2.3308    0.0098812
CD34               1  208049883  208119742    272      23  350261     0.052132      0.47921
PLXNA2             1  208185587  208452665    781      64  357879    -0.068709      0.52739
MIR205HG           1  209567168  209615894    100      24  308371     0.083838      0.46659
CAMK1G             1  209722045  209797284    259      28  335270       1.8282     0.033759
LAMB3              1  209778215  209860820    289      43  328664       1.4247     0.077125
G0S2               1  209813670  209859735    144      32  315550       1.3343     0.091051
HSD11B1            1  209824525  209918295    232      35  328407      0.96312      0.16774
TRAF3IP3           1  209894393  209965668    183      15  360765       1.2966     0.097391
C1orf74            1  209945662  209992890    150      16  360220       2.3787    0.0086861
IRF6               1  209948968  210014520    226      21  361648       2.1742     0.014845
DIEXF              1  209966312  210040910    265      18  366689       2.1732     0.014884
SYT14              1  210076519  210347636    481      19  342929       1.4519     0.073264
SERTAD4            1  210371195  210430252    126      20  343073       1.7785     0.037662
HHAT               1  210466596  210859638   1520     108  358560       1.1858      0.11786
KCNH1              1  210841657  211342457   1699      94  359221      0.97344      0.16517
RCOR3              1  211397708  211499727    318      23  329287     -0.24643      0.59733
TRAF5              1  211464849  211558403    236      30  335897     0.039183      0.48437
RD3                1  211639864  211701259    309      27  368733      -1.7553      0.96039
SLC30A1            1  211738381  211787099    143      30  362111     -0.40183       0.6561
NEK2               1  211821598  211883972    204      29  359880     -0.36943       0.6441
LPGAT1             1  211906799  212083531    562      29  357774      -0.8513       0.8027
INTS7              1  212103741  212244002    516      21  353735      0.28613      0.38739
DTL                1  212173919  212288187    374      25  361868      0.45737       0.3237
PPP2R5A            1  212423879  212545205    326      20  350142      0.71931      0.23598
TMEM206            1  212527816  212623267    259      27  344801      0.77336      0.21966
NENF               1  212571229  212629721    170      27  354266       1.0296       0.1516
ATF3               1  212703676  212804119    354      43  366853       2.2376     0.012622
FAM71A             1  212762789  212810120    159      26  371675       2.4772    0.0066201
BATF3              1  212849759  212908327    228      28  363555      0.11719      0.45335
NSL1               1  212889495  213000139    503      14  360853      0.13972      0.44444
TATDN3             1  212930170  213000167    346      13  354711      0.22648      0.41041
SPATA45            1  212993483  213055991    349      15  347658     -0.91986      0.82118
FLVCR1             1  212996597  213082705    485      19  351628      -1.0339       0.8494
VASH2              1  213088887  213174986    241      38  350492      -1.0694      0.85756
ANGEL2             1  213155524  213224168    103      16  323553     -0.39227      0.65257
RPS6KC1            1  213189588  213456808    344      20  328102     -0.21492      0.58508
PROX1              1  214126278  214224853    241      33  328514      0.77942      0.21787
SMYD2              1  214419565  214520477    297      28  369016       1.6066     0.054067
PTPN14             1  214511640  214760024    915      64  352328     -0.68475      0.75325
CENPF              1  214741522  214847914    402      25  344519      0.39799      0.34532
KCNK2              1  215143885  215420436    876      33  341228      0.32867       0.3712
KCTD3              1  215705528  215805149     62      19  317348       1.6194     0.052675
USH2A              1  215786236  216631738   2427     140  348665      0.16185      0.43571
ESRRG              1  216666588  217346097   2355     161  351650      -1.5194      0.93567
GPATCH2            1  217593834  217839426    683      59  335547       1.4147     0.078572
SPATA17            1  217769684  218050492    828      37  362002     -0.55435      0.71033
RRP15              1  218423629  218521325    188      16  351004      0.80078      0.21163
TGFB2              1  218483676  218627961    297      38  339763      0.46054      0.32257
LYPLAL1            1  219312192  219396207    143      13  375224      -0.6587      0.74495
SLC30A10           1  220077606  220136993    180      22  315152      0.46012      0.32271
EPRS               1  220131940  220255000    395      16  346668      -1.6999      0.95543
BPNT1              1  220220824  220298249    177      25  328376      -1.5031      0.93359
IARS2              1  220232455  220331383    214      24  336332      -1.4343      0.92426
RAB3GAP2           1  220311610  220480843    363      27  340823     -0.66451      0.74682
MARK1              1  220666568  220847799    249      21  328860      0.82329      0.20517
C1orf115           1  220828628  220882499    185      19  359277       1.1778      0.11943
MARC2              1  220886325  220968157    299      20  321499     -0.26413      0.60416
MARC1              1  220925039  220997741    274      28  312656      0.65487      0.25628
HLX                1  221017743  221068401    140      20  358154       2.1403     0.016166
DUSP10             1  221864764  221951204    233      35  362590     0.067576      0.47306
HHIPL2             1  222685602  222756444    209      21  349079      0.94478      0.17239
TAF1A              1  222720990  222798438    202      21  360659       1.3489     0.088689
MIA3               1  222756444  222851351    227      21  365072       2.0414     0.020603
AIDA               1  222831355  222921602    141      19  345442       2.7669    0.0028292
BROX               1  222850906  222918529    102      16  339974       2.8697    0.0020541
FAM177B            1  222875558  222936932    103      14  343571       2.9931    0.0013807
DISP1              1  222953342  223189337    705      41  352993       1.5244      0.06371
TLR5               1  223272748  223351624    271      14  362113      -1.1293      0.87062
SUSD4              1  223384161  223572564    405      25  351630     -0.25465       0.6005
CCDC185            1  223531715  223578812    121      12  333674     0.040146      0.48399
CAPN8              1  223704972  223888436    442      34  333105     -0.97391      0.83495
CAPN2              1  223854295  223973720    396      23  339670       -1.036      0.84991
TP53BP2            1  223957595  224068674    256      16  345951       -1.522      0.93599
FBXO28             1  224266789  224359749    251      16  349161     -0.40981      0.65903
DEGS1              1  224335910  224391143    144      17  341889     -0.73666      0.76934
NVL                1  224405036  224552891    317      24  327939       2.2646     0.011769
CNIH4              1  224509513  224577154    146      13  352149       2.1473     0.015885
WDR26              1  224562845  224657001    168       8  341135     -0.36755       0.6434
LOC101928291       1  224586806  224657598    127       8  333726      -0.3637      0.64196
CNIH3              1  224699563  224938269    659      33  363474     -0.16842      0.56687
DNAH14             1  225082356  225596996   1656      30  362260       1.1966      0.11573
LBR                1  225579204  225651557    201      27  364139      0.79365       0.2137
ENAH               1  225664534  225875845    505      28  357033       0.7111      0.23851
SRP9               1  225930515  225988168    224      32  348594       -1.422      0.92249
EPHX1              1  225962797  226043264    318      38  346836      0.12898      0.44869
TMEM63A            1  226023233  226105420    275      19  359240    -0.092986      0.53704
LEFTY1             1  226063982  226111846    154      18  355981     -0.18254      0.57242
PYCR2              1  226097577  226147040     89      19  334325       1.2659      0.10277
LEFTY2             1  226114298  226164083    104      28  298840      0.84127       0.2001
SDE2               1  226160403  226222099    125      20  339626      0.53495      0.29634
H3F3A              1  226215408  226269703     90      10  360034      -1.5372      0.93788
ACBD3              1  226322380  226409423    204      22  340964      0.88178      0.18895
MIXL1              1  226376325  226424756     97      15  338455      0.81859      0.20651
LIN9               1  226408850  226532789    181      23  336371      0.47034      0.31906
PARP1              1  226538392  226630801    292      16  372541       -1.898      0.97115
C1orf95            1  226701501  226806915    297      39  369268      0.92552      0.17735
ITPKB              1  226809391  226962028    273      33  332501       0.6464      0.25901
PSEN2              1  227022885  227093804    173      18  346656       0.7736      0.21958
ADCK3              1  227049589  227185246    368      43  344243     -0.39931      0.65517
CDC42BPA           1  227167566  227541193   1851      23  370966      0.60885      0.27131
ZNF678             1  227716220  227875144    409      17  358856      0.35536      0.36116
SNAP47             1  227887697  227978932    235      30  342069      0.72795      0.23332
JMJD4              1  227908890  227958284    113      16  350407      0.30312       0.3809
PRSS38             1  227968418  228044171    242      36  359673        1.557     0.059737
WNT9A              1  228099165  228170676    230      14  330228     0.081366      0.46758
LOC101060022       1  228121662  228169059    143       8  315119      0.11878      0.45273
WNT3A              1  228159723  228258972    233      14  345239       0.6226      0.26677
ARF1               1  228235361  228296913     81      13  336016      0.95971       0.1686
LOC100506571       1  228251610  228299258     63      13  327934      0.99248      0.16048
C1orf35            1  228278428  228328112     62      13  333317       1.0063      0.15713
MRPL55             1  228284380  228332037     58      13  324644      0.93065      0.17602
GUK1               1  228292668  228346656     62      11  338571      0.47579      0.31711
GJC2               1  228302415  228357527     65      12  339335      0.55836       0.2883
IBA57              1  228318429  228379958     84      12  341164      0.65035      0.25773
OBSCN              1  228360740  228576577    579      24  361185      0.89521      0.18534
LOC101927401       1  228539180  228589500    122      17  348727      0.39574      0.34615
TRIM11             1  228571373  228629584    116      13  321595      0.23695      0.40635
TRIM17             1  228584858  228639583    114      13  332111      0.20105      0.42033
HIST3H3            1  228602546  228648026    100      13  343609    -0.081557       0.5325
HIST3H2BB          1  228610808  228656259     99      14  340951     -0.23449       0.5927
HIST3H2A           1  228635065  228680560     81      17  345667      -1.0327      0.84912
RNF187             1  228639277  228707598    139      25  340767     -0.58033      0.71915
BTNL10             1  228688060  228734699    118      17  346062     0.095925      0.46179
RHOU               1  228745394  228892416    251      26  359362      0.36084      0.35911
RAB4A              1  229371809  229451641    172      19  351844      0.49083      0.31177
SPHAR              1  229405129  229451251     94       9  356265      0.86827      0.19262
CCSAP              1  229446752  229513688    153      21  324173      0.53567      0.29609
ACTA1              1  229556992  229604858    100      10  309279       1.5931     0.055564
NUP133             1  229567044  229679088    218       9  343688       1.2562      0.10452
ABCB10             1  229642329  229729442    143      15  324619       1.3235     0.092839
TAF5L              1  229718858  229796794    179      17  353009     -0.15734      0.56251
URB2               1  229726981  229805946    181      16  356660     -0.25996      0.60255
GALNT2             1  230167956  230427875    997      81  341932       1.0072      0.15693
PGBD5              1  230447392  230596674    568      53  335370     -0.52629      0.70066
COG2               1  230743202  230839731    317      42  367891       1.8852     0.029704
AGT                1  230828269  230885336    318      28  363701       1.3322     0.091403
CAPN9              1  230848089  230947749    492      48  369849       1.2173      0.11175
C1orf198           1  230962865  231040335    249      37  364961       1.1986      0.11534
TTC13              1  231031987  231149618    400      20  368836       2.2344     0.012729
ARV1               1  231079823  231146479    238      21  368726       2.3861    0.0085151
FAM89A             1  231144704  231210995    310      39  352679       1.6456     0.049923
TRIM67             1  231263674  231367314    314      43  340282     0.011899      0.49525
LOC149373          1  231309845  231358373    160      24  337347      0.46666      0.32037
GNPAT              1  231341919  231423719    218      25  333029      0.94198       0.1731
C1orf131           1  231349509  231411933    158      18  350885      0.91684      0.17961
SPRTN              1  231438682  231516297    177      11  356291       1.2624       0.1034
EXOC8              1  231458482  231508578    107       7  362362       1.0065      0.15709
EGLN1              1  231489497  231595790    397      11  358597      0.48423      0.31411
TSNAX              1  231629399  231712270    112      17  334419      -1.2582      0.89583
DISC1              1  231727561  232187018   1370     111  340000       1.8885     0.029477
SIPA1L2            1  232523711  232800907    926      67  353533       1.3883     0.082526
MAP10              1  232905638  232956092    190      17  350801         0.45      0.32636
NTPCR              1  233051277  233124548    210      18  356955      0.51624      0.30284
PCNXL2             1  233109855  233466459   1237      74  354119       1.1427      0.12659
KIAA1804           1  233428514  233530894    368      28  353875     -0.66641      0.74743
KCNK1              1  233714750  233818258    434      63  337140      -0.7232      0.76522
SLC35F3            1  234005679  234470262   1778     122  339206      0.89798       0.1846
COA6               1  234473932  234529795    157      25  304267     -0.61532      0.73083
TARBP1             1  234517059  234649863    606      64  339430      0.61372       0.2697
IRF2BP2            1  234730015  234780271    179      33  345575      0.53516      0.29627
TOMM20             1  235262656  235327256    148      13  340594      -1.2531      0.89492
RBM34              1  235284498  235359571    155      14  340745     -0.84507      0.80096
ARID4B             1  235320210  235526532    504      13  338444     -0.14785      0.55877
GGPS1              1  235456753  235517847    179      14  328977    -0.011777       0.5047
TBCE               1  235495728  235622280    361      24  337160     -0.24517      0.59684
B3GALNT2           1  235600505  235702781    322      19  330113    -0.027899      0.51113
GNG4               1  235700985  235849054    454      46  321237      0.58115      0.28057
LYST               1  235814331  236082008    449      24  329478      -0.8769      0.80973
NID1               1  236129130  236263481    435      42  287612      -1.5018      0.93343
GPR137B            1  236270832  236425314    655      41  352247       1.2363      0.10817
ERO1LB             1  236368422  236480339    499      19  367000      0.78906      0.21504
EDARADD            1  236522680  236658008    607      59  320138      -1.7926      0.96348
LGALS8             1  236646514  236726281    544      30  325010    -0.019458      0.50776
HEATR1             1  236702305  236802841    616      19  357147      0.55129      0.29072
ACTN2              1  236814754  236937931    538      32  343951      -1.0168      0.84538
MTR                1  236923581  237077281    420      24  347985      0.13023      0.44819
MT1HL1             1  237157403  237202718    121      28  314417     -0.98625        0.838
RYR2               1  237170510  238007288   3026     213  325823     -0.56727      0.71474
ZP4                1  238031164  238089222    180      17  327544       1.2133      0.11251
CHRM3              1  239514876  240088750   1545     113  333832       1.0422      0.14865
FMN2               1  240220185  240648491   1495      95  350192      0.78228      0.21703
GREM2              1  240642873  240810462    515      93  288175      0.19762      0.42167
RGS7               1  240928817  241555505   2123     157  343546     -0.59864      0.72529
FH                 1  241650857  241718085    197      26  339985     0.051601      0.47942
KMO                1  241660324  241768949    306      43  334408       1.4433     0.074475
OPN3               1  241746452  241838701    290      46  327513      0.75749      0.22438
WDR64              1  241780580  241975435    727      78  337169      0.27962      0.38989
CHML               1  241782166  241834232    186      38  332259    -0.070966      0.52829
EXO1               1  241976491  242063241    337      29  348087     0.038427      0.48467
BECN2              1  242086069  242132364    308      26  328244      0.33753      0.36786
MAP1LC3C           1  242148792  242199630    268      33  275631     -0.29774      0.61705
PLD5               1  242241689  242722998   1900     116  341384     -0.45472      0.67535
CEP170             1  243277730  243454284    320      20  267785      0.32761       0.3716
SDCCAG8            1  243384307  243673393    515      34  333888      0.51099      0.30468
AKT3               1  243641535  244049381    614      26  326821         3.03    0.0012228
ZBTB18             1  244177241  244230778    138      32  320873      0.83266      0.20252
C1orf100           1  244480937  244562390    417      50  313035       0.7765      0.21873
ADSS               1  244561794  244650436    233      29  327939      0.62375       0.2664
C1orf101           1  244589673  244813664    731      41  321227     -0.13555      0.55391
DESI2              1  244781352  244882335    283      29  305448      -1.8606       0.9686
COX20              1  244963608  245018359    162      21  240919      0.95783      0.16907
HNRNPU             1  245003602  245062827    135      29  243528       1.9011     0.028641
EFCAB2             1  245098171  245298530    622      33  316444    -0.074961      0.52988
KIF26B             1  245283287  245876428   2385     213  321705      -1.1465       0.8742
SMYD3              1  245902642  246705644   3740     111  335460      0.92829      0.17663
TFB2M              1  246693863  246764565    293      29  345724     -0.27776       0.6094
CNST               1  246694639  246841884    576      41  348947      0.05671      0.47739
SCCPDH             1  246852378  246941439    354      21  345774   -0.0021457      0.50086
KIF28P             1  246924900  247038474    411      36  329858       -0.875      0.80921
AHCTF1             1  246992400  247129726    386      28  302919      -1.2154       0.8879
ZNF695             1  247098849  247206395    523      31  325858     -0.89345      0.81419
ZNF670             1  247187940  247277115    484      28  353944     -0.99489       0.8401
ZNF669             1  247253264  247302685    213      26  339958     -0.68911      0.75462
C1orf229           1  247263462  247310719    181      23  333439     -0.67215      0.74925
ZNF124             1  247275277  247370529    423      33  340343     -0.66916       0.7483
VN1R5              1  247384374  247430447    155      18  343296     -0.52154        0.699
ZNF496             1  247450717  247530294    228      31  319078      0.47974      0.31571
NLRP3              1  247544247  247622410    417      56  332828      0.76681       0.2216
OR2B11             1  247604331  247650284    318      21  348651      0.17825      0.42927
OR2W5              1  247619370  247665711    246      14  350108      0.10303      0.45897
GCSAML             1  247635417  247750990    361      43  352393     -0.52667      0.70079
OR2C3              1  247683434  247732141    162      29  342551     -0.39504      0.65359
OR2G2              1  247716662  247762615    163      27  358851     -0.78436      0.78359
OR2G3              1  247733888  247779817    144      24  359047     -0.39848      0.65486
TRIM58             1  247768007  248053440   1337      49  354921       1.5452     0.061143
OR13G1             1  247825420  247871343    222      18  357718       1.3611     0.086741
OR6F1              1  247865131  247911057    130      13  358280       1.7491     0.040136
OR1C1              1  247910764  247956708    222      14  349935      0.90135       0.1837
OR14A16            1  247968102  248014031    267      14  362019      0.84846      0.19809
OR11L1             1  247994230  248040198    219      22  360686       0.9772      0.16423
OR2W3              1  248023889  248069833    233      32  335139      0.55676      0.28885
OR2T8              1  248045963  248095258    270      22  315298       1.4031      0.08029
OR2L13             1  248065493  248274224    788      36  306921       2.2384     0.012597
OR2L8              1  248077160  248123098    222      13  294579       1.9844     0.023606
OR2AK2             1  248093634  248139641    276      13  305430       1.8161     0.034676
OR2L5              1  248150250  248196188    112      11  300409       1.1635       0.1223
OR2L2              1  248166474  248212607    102      11  289853       1.2639      0.10313
OR2L3              1  248188984  248234922    105       9  303512       1.2662      0.10272
OR2M5              1  248273450  248319388    119      11  309476      0.58797      0.27828
OR2M2              1  248308288  248354331    190      17  308501       1.4739     0.070256
OR2M3              1  248331370  248377308    214      13  310710       1.3674     0.085751
OR2M4              1  248367231  248413166     71       9  301599      0.66739      0.25226
OR2T33             1  248426154  248472116    176       5  328174     -0.10222      0.54071
OR2T12             1  248447918  248493880    234       5  350535     -0.21766      0.58615
OR2M7              1  248476932  248522870    293       7  352254     -0.16196      0.56433
OR14C36            1  248477077  248523015    293       8  352254     -0.16808      0.56674
OR2T4              1  248489883  248535929    308      10  352041    -0.068113      0.52715
OR2T6              1  248515910  248561836    245      10  346621    -0.023139      0.50923
OR2T1              1  248534296  248580405    230       9  338846    -0.013846      0.50552
OR2T2              1  248581099  248627073    100      17  197724     -0.93253      0.82447
OR2T3              1  248601652  248647608    130       9  193229     -0.33977      0.63298
OR2T5              1  248616890  248662837    115       7  202889     -0.35052      0.63703
OR2G6              1  248649948  248695898     52       5  240262      -0.1595      0.56336
OR2T29             1  248711845  248757792     46       6   81792     0.048064      0.48083
OR2T34             1  248727102  248773058     50       9   66610      0.12118      0.45177
OR2T10             1  248746131  248792069     58       7   66754    0.0085506      0.49659
OR2T11             1  248779479  248825429    123      16  134367      0.43309      0.33247
OR2T35             1  248791588  248837559    148      15  194960        1.065      0.14343
OR2T27             1  248803232  248849185    194      14  238594         1.32     0.093412
OR14I1             1  248834580  248897258    203       6  293475       1.0765      0.14086
LYPD8              1  248892716  248938171     40       6  262381      0.35071       0.3629
SH3BP5L            1  249094645  249155154    118      15  272689      0.58603      0.27893
ZNF672             1  249097409  249153716    112      13  275872        0.652       0.2572
ZNF692             1  249134203  249188315    100      17  267921     -0.85832      0.80464
PGBD2              1  249165395  249225453    122      20  238145      0.11124      0.45571
FAM110C            2      28814      82042    131      15  306979      0.72332      0.23474
SH3YL1             2     208136     299820    193      16  354933       1.0911      0.13761
ACP1               2     229869     288283    118      12  356428       1.0295      0.15162
LOC101927262       2     255342     302920    106      13  347706       1.1201      0.13133
FAM150B            2     269561     324002    140      26  285617       1.1074      0.13407
LOC100996637       2     460265     506631    143      23  312669      0.01323      0.49472
TMEM18             2     657793     712439    132      18  352967     -0.44816      0.67298
SNTG2              2     911554    1381401   2168      67  346001       1.3916      0.08202
LOC101060391       2     935320     982797    206      11  352111      0.36233      0.35855
TPO                2    1382233    1557445    806      44  319706      0.38077      0.35169
PXDN               2    1625659    1783291    642      59  313497       0.8218       0.2056
MYT1L              2    1782885    2370147   1819      98  331623       1.4674      0.07114
TSSC1              2    3182741    3416653    928      37  329587      -1.2797      0.89968
TRAPPC12           2    3348446    3493342    491      38  334715   -0.0039924      0.50159
ADI1               2    3491690    3558350    178      15  318593      0.94133      0.17327
RNASEH1            2    3582675    3640957    257      27  337089      0.17705      0.42973
RPS7               2    3587853    3638509    229      30  341591      0.29211       0.3851
COLEC11            2    3607422    3702234    428      48  315819     -0.26995       0.6064
ALLC               2    3670786    3760261    361      36  324192     -0.58481      0.72066
DCDC2C             2    3716188    3905001    795      57  342760      -1.6059      0.94585
SOX11              2    5797799    5851517    160      29  333694      -1.6856      0.95407
CMPK2              2    6970684    7041766    104      23  312137     -0.59209       0.7231
RSAD2              2    6982796    7048370    102      23  299516     -0.30061      0.61815
RNF144A            2    7022523    7219011    693      62  350263     -0.49761      0.69062
ID2                2    8787113    8834583    175      20  303795      -1.5152      0.93513
KIDINS220          2    8855295    9012755    239      31  317056       -1.299      0.90303
MBOAT2             2    8986701    9178876    342      22  308624     -0.18079      0.57173
ASAP2              2    9311894    9555812    565      35  306685       1.4194     0.077892
CPSF3              2    9528666    9623239    197      16  328912     -0.20922      0.58286
ITGB1BP1           2    9535810    9598698    136      13  322822      -0.2095      0.58297
IAH1               2    9579670    9638604    119       9  342371     -0.66537      0.74709
ADAM17             2    9619392    9730917    247      23  322762      0.10358      0.45875
YWHAQ              2    9714096    9806184    253      34  318582       1.0504      0.14676
LOC101926982       2    9779437    9840837    283      36  336895       1.5367     0.062189
TAF1B              2    9948571   10084545    682      27  348932      0.14231      0.44342
GRHL1              2   10056792   10152412    499      45  330356     -0.15188      0.56036
KLF11              2   10135776   10204963    274      35  317750     0.018131      0.49277
CYS1               2   10186926   10255538    229      33  341584      -0.2416      0.59546
RRM2               2   10227695   10281546    120      25  336310      -0.1861      0.57382
C2orf48            2   10246509   10361856    372      37  345698      0.18992      0.42469
HPCAL1             2   10408015   10577743    765      89  318324      0.36815      0.35638
ODC1               2   10570507   10623680    159      26  316741     -0.89571       0.8148
NOL10              2   10700892   10865113    680      24  359490        1.387     0.082715
ATP6V1C2           2   10826775   10935236    360      36  347870      0.85169      0.19719
PDIA6              2   10898889   11013103    669      34  350399      0.44962      0.32649
KCNF1              2   11017063   11064351    227      34  336906    -0.058339      0.52326
C2orf50            2   11238179   11296916    280      32  343805     -0.42435      0.66434
PQLC3              2   11260498   11329000    285      28  333080     -0.91967      0.82113
ROCK2              2   11309894   11519711    658      23  332897     -0.42192      0.66346
E2F6               2   11574501   11641303    220      15  338866      0.73956      0.22978
GREB1              2   11639242   11792914    436      52  333970      0.23264      0.40802
LPIN1              2   11782705   11977535    683      70  308218     -0.53909      0.70509
NTSR2              2   11788304   11845329    243      38  282174     0.083873      0.46658
TRIB2              2   12821998   12892860    159      22  360210       0.7686      0.22107
FAM84A             2   14737810   14790170     72      18  308882      0.56627      0.28561
NBAS               2   15297032   15736472   1104      24  348972     -0.96756      0.83337
DDX1               2   15696745   15781235    256      19  339881      -1.3303       0.9083
MYCN               2   16045683   16097129    143      21  333781     0.040749      0.48375
FAM49A             2   16720727   16882134    459      65  339040      0.84007      0.20044
RAD51AP2           2   17681851   17736847    161       8  371247     0.072761        0.471
VSNL1              2   17686807   17847706    532      18  374540     -0.24018       0.5949
SMC6               2   17835079   17970096    276      19  363932      0.72819      0.23325
GEN1               2   17900152   17976632    173      22  358953      0.31381      0.37683
MSGN1              2   17962786   18008367    147      24  362712    -0.053168       0.5212
KCNS3              2   18024105   18124225    362      39  369665       1.1986      0.11535
RDH14              2   18725989   18776959    110      21  342838      -1.2776      0.89931
NT5C1B-RDH14       2   18725989   18805846    172      27  348216      -1.1726      0.87952
NT5C1B             2   18734137   18806359    151      22  347735     -0.88507      0.81194
OSR1               2   19541246   19593372    125      22  348422      0.32844      0.37129
TTC32              2   20086514   20136747    134      19  359543     -0.38739      0.65077
WDR35              2   20100024   20224884    309      21  357497     -0.33624      0.63166
MATN3              2   20181813   20247455    187      25  349230     -0.42351      0.66404
LAPTM4A            2   20222411   20286789    204      24  357773     -0.94469      0.82759
SDC1               2   20390558   20460194    209      26  346187      -1.9411      0.97388
PUM2               2   20438453   20585585    328      21  348268      -1.6636       0.9519
RHOB               2   20611835   20659201    176      35  335373      0.37267       0.3547
HS1BP3             2   20807564   20885867    336      44  335619      0.73403      0.23146
GDF7               2   20831424   20881250    159      39  298957    -0.012686      0.50506
LDAH               2   20873788   21057890    409      37  352674      0.46078      0.32248
APOB               2   21214301   21301945    191      28  319671     -0.50785      0.69422
KLHL29             2   23573298   23941483   1355     114  344545       3.7265   9.7083e-05
ATAD2B             2   23961534   24184978    688      20  355434      0.55836       0.2883
UBXN2A             2   24115132   24233701    405      21  359420      0.77013      0.22061
MFSD2B             2   24197953   24258698    171      22  365847       1.4945     0.067517
FKBP1B             2   24237584   24296551    162      22  363847      0.54162      0.29404
C2orf44            2   24242206   24305296    172      20  364983       0.4369      0.33109
SF3B6              2   24280454   24334314    183      10  371212       0.4568      0.32391
TP53I3             2   24290303   24343085    188       9  372409      0.45871      0.32322
FAM228B            2   24311350   24402507    316      21  364845      0.42308      0.33612
PFN4               2   24327954   24381334    193      19  362122      0.49986      0.30859
FAM228A            2   24362471   24433718    254      17  356490      0.18899      0.42505
ITSN2              2   24415733   24618647    533      19  340358     -0.69159       0.7554
NCOA1              2   24679919   25003571    743      33  344226       0.5275      0.29892
CENPO              2   24981175   25055245    245      26  344504     -0.58595      0.72105
PTRHD1             2   25003136   25051251    173      20  345124     -0.59306      0.72343
ADCY3              2   25032038   25177602    478      25  358862    -0.026995      0.51077
DNAJC27            2   25156505   25229963    162      13  355204       1.0808      0.13989
EFR3B              2   25229973   25392004    407      30  338932       1.2855     0.099303
POMC               2   25373722   25426559    114      14  325902       0.4303      0.33349
DNMT3A             2   25441421   25600459    336      47  335157      0.57449      0.28282
DTNB               2   25590067   25931516    605      55  328045      0.69857      0.24241
ASXL2              2   25952253   26136312    450      24  337744     -0.17965      0.57129
KIF3C              2   26139455   26240443    287      33  335546       1.1268      0.12992
RAB10              2   26221729   26370323    289      15  338438       0.0483      0.48074
GAREML             2   26360960   26422532    123      13  346335      0.10325      0.45888
HADHA              2   26403504   26502665    181       8  348967      0.35911      0.35976
HADHB              2   26432616   26523333    167       9  338728      0.38414      0.35044
ADGRF3             2   26521041   26604685    227      27  337638      0.12185      0.45151
EPT1               2   26533954   26628759    250      25  334251      0.13541      0.44614
DRC1               2   26589784   26689579    230      31  321619      0.65337      0.25676
OTOF               2   26670071   26816566    439      52  348254      0.68526      0.24659
C2orf70            2   26750427   26812395    181      25  351282      0.58308      0.27992
CIB4               2   26794073   26899211    273      27  336644      0.86457      0.19364
KCNK3              2   26880581   26964066    188      27  328287     -0.65298      0.74311
SLC35F6            2   26952131   27014099     96       9  349421     -0.98458      0.83759
CENPA              2   26973857   27033935    106      10  347295     -0.36056      0.64079
DPYSL5             2   27035969   27183219    358      13  350725     -0.30353      0.61926
MAPRE3             2   27158525   27260087    140       8  342078      0.49779      0.30932
TMEM214            2   27220774   27274565     58       7  314195      0.48286       0.3146
AGBL5              2   27239291   27303490     77      10  317475      0.62337      0.26652
EMILIN1            2   27266435   27319271     69       9  320100      0.64026        0.261
KHK                2   27274611   27333619     74       9  313546      0.54013      0.29455
OST4               2   27283340   27329567     61       8  318748      0.55743      0.28862
ABHD1              2   27311632   27363680     80      11  305944       0.1222      0.45137
CGREF1             2   27312159   27376995    105      14  313399      0.17581      0.43022
TCF23              2   27336835   27386402     89      15  324371      0.15865      0.43697
PREB               2   27343624   27392542     91      16  329797      0.13098      0.44789
PRR30              2   27349715   27397332     88      16  326508      0.14756      0.44135
ATRAID             2   27399899   27450046    128      12  303980      0.55159      0.29061
CAD                2   27405258   27476660    189      15  303643      0.54628      0.29244
SLC5A6             2   27412455   27470175    155      14  303339      0.67676      0.24928
DNAJC5G            2   27463289   27515214     98      13  294077       0.8508      0.19744
SLC30A3            2   27467440   27536093    125      16  297289      0.59474      0.27601
TRIM54             2   27470297   27540307    117      15  292888      0.69777      0.24266
UCN                2   27520265   27566130     45      11  296827      0.45605      0.32418
MPV17              2   27522360   27580969     60      13  311800      0.28689       0.3871
GTF3C2             2   27538716   27615243     91      12  323141      0.20193      0.41998
SNX17              2   27558363   27610400     61      10  329195      0.19974      0.42084
EIF2B4             2   27577219   27628324     74       9  313171     0.060339      0.47594
ZNF513             2   27590098   27638733     72       8  314454      -0.3821      0.64881
PPM1G              2   27594066   27667550    110       8  324562      -0.2218      0.58776
NRBP1              2   27616473   27675126     84       7  314598     -0.31344      0.62302
KRTCAP3            2   27630233   27679348     75       7  323173     -0.33152      0.62987
IFT172             2   27657240   27747575    135      11  337256      0.16955      0.43268
