GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
LARP1              5  154027224  154207167    407      40  337828      -0.1816      0.57205
FAXDC2             5  154186594  154265213    136      14  337828      0.50673      0.30617
CNOT8              5  154202755  154266352    115      11  337828      0.32146      0.37393
GEMIN5             5  154256976  154352776    233      18  337828     0.011083      0.49558
MRPL22             5  154285633  154358971    175      18  337828   -0.0057245      0.50228
KIF4B              5  154358260  154407685    192      13  337828     -0.39969      0.65531
SGCD               5  155427147  156204799   2242      74  337828      0.65127      0.25744
TIMD4              5  156336293  156425266    179      19  337828     -0.37009      0.64434
HAVCR1             5  156445989  156521130    211      27  337828       1.2662      0.10273
HAVCR2             5  156502843  156571248    203      18  337828         1.49     0.068116
MED7               5  156555451  156604921    135      14  337828    -0.045854      0.51829
ITK                5  156572907  156692109    431      41  337828    0.0083811      0.49666
FAM71B             5  156579343  156628279    169      20  337828      0.30213      0.38128
CYFIP2             5  156658091  156832606    538      32  337828       2.0024      0.02262
FNDC9              5  156758607  156807729    172      15  337828       1.7113     0.043513
ADAM19             5  156812071  157037831    810      32  337828       2.9114    0.0017989
NIPAL4             5  156852027  156911730    195      18  337828       2.5852    0.0048658
SOX30              5  157041804  157134138    311      24  337828       1.4895     0.068184
C5orf52            5  157063561  157117162    173      23  337828        1.095      0.13676
THG1L              5  157123323  157176982    192      27  337828       1.7691     0.038442
LSM11              5  157135755  157193746    191      26  337828       1.2078      0.11356
CLINT1             5  157202751  157321183    360      23  337828      0.25158      0.40068
EBF1               5  158112916  158561788    917      65  337828       0.7184      0.23626
RNF145             5  158574417  158672061    198      27  337828     -0.21614      0.58556
UBLCP1             5  158655089  158723048    138      23  337828     0.055486      0.47788
IL12B              5  158731791  158792481    115      18  337828      0.63139      0.26389
ADRA1B             5  159308740  159410017    293      35  337828      0.77856      0.21812
TTC1               5  159401156  159502550    234      23  337828     -0.24465      0.59663
PWWP2A             5  159492889  159581452    168      21  337828      -0.4203      0.66287
FABP6              5  159579374  159675729    398      28  337828       1.1577       0.1235
CCNJL              5  159668666  159774602    290      31  337828     -0.89164      0.81371
C1QTNF2            5  159764761  159832657    166      24  337828      0.50942      0.30523
ZBED8              5  159810155  159862060    114      16  337828        1.087      0.13852
PTTG1              5  159813865  159865747    118      18  337828      0.98855      0.16144
SLU7               5  159818648  159881168    149      26  337828      0.72333      0.23474
ATP10B             5  159980127  160314219   1026      62  337828       1.0364      0.15001
GABRB2             5  160705426  161010130    729      46  337828    -0.095738      0.53814
GABRA6             5  161077658  161139598    150      16  337828      -1.0926      0.86272
GABRA1             5  161239197  161336965    251      23  337828     -0.54821      0.70823
GABRG2             5  161459648  161592545    249      41  337828      0.57589      0.28234
CCNG1              5  162829573  162882022    110      14  337828      -0.6802      0.75181
HMMR               5  162852517  162928951    137      17  337828     -0.80615      0.78992
NUDCD2             5  162870586  162922143    111      15  337828       -0.704      0.75928
MAT2B              5  162895070  162956359    160      20  337828      -1.0428      0.85149
TENM2              5  166371083  167701162   3063     228  337828     -0.58137       0.7195
WWC1               5  167684065  167909308    771      86  337828      0.94655      0.17193
RARS               5  167878463  167956311    272      18  337828       1.5462     0.061023
PANK3              5  167972628  168041614    110      14  337828      0.99166      0.16068
SLIT3              5  168078738  168763133   2412     184  337828       1.5528     0.060235
SPDL1              5  168975638  169041782    197      14  337828      0.75063      0.22644
DOCK2              5  169029251  169520386   1587     114  337828       2.0416     0.020598
FAM196B            5  169280719  169442744    414      62  337828       1.6533     0.049135
FOXI1              5  169497917  169546729    216      32  337828      -1.0108      0.84395
C5orf58            5  169624916  169683235    167      34  337828       0.2039      0.41921
LCP2               5  169665088  169759822    241      68  337828     -0.60852      0.72858
KCNIP1             5  169745491  170173636   1472     157  337828       -1.414      0.92132
KCNMB1             5  169795165  169851681    240      43  337828     -0.20012      0.57931
GABRP              5  170175723  170251051    282      32  337828       1.2541      0.10491
RANBP17            5  170253880  170737454   1012      21  337828       2.0854     0.018518
TLX3               5  170701288  170749138    101      15  337828      0.73298      0.23179
NPM1               5  170779652  170847888    210      17  337828      -0.1655      0.56572
FGF18              5  170811667  170894630    223      29  337828     0.028944      0.48845
SMIM23             5  171177819  171228129    161      21  337828     0.071487      0.47151
FBXW11             5  171278553  171468877    242      20  337828      -1.6111      0.94643
STK10              5  171459074  171650346    689      63  337828     -0.62687      0.73463
EFCAB9             5  171586176  171640458    190      25  337828      -0.4551      0.67548
UBTD2              5  171626648  171745795    361      18  337828       1.5632     0.059004
SH3PXD2B           5  171742185  171916527    572      33  337828      0.65742      0.25546
NEURL1B            5  172033266  172128543    280      40  337828     -0.27079      0.60672
LOC101928093       5  172147656  172199558    184      35  337828     0.038547      0.48463
DUSP1              5  172185093  172233203    187      34  337828     -0.38076      0.64831
ERGIC1             5  172226223  172389688    544      70  337828    -0.057823      0.52306
RPL26L1            5  172350917  172406774    190      30  337828       1.6733     0.047134
ATP6V0E1           5  172375763  172471900    241      34  337828       1.3916     0.082017
CREBRF             5  172448355  172576291    311      24  337828     -0.43388      0.66781
BNIP1              5  172536445  172601390    152      19  337828     -0.61669      0.73128
NKX2-5             5  172649107  172697315    107      28  337828      0.72828      0.23322
STC2               5  172731726  172791506    186      46  337828      0.32866      0.37121
BOD1               5  173024148  173078706    139      17  337828       1.5084     0.065728
CPEB4              5  173280331  173397313    308      20  337828      0.82479      0.20475
C5orf47            5  173381162  173443143    224      24  337828     -0.39656      0.65415
HMP19              5  173437607  173546182    286      23  337828     -0.11668      0.54644
MSX2               5  174116575  174167902    160      25  337828      0.76857      0.22107
DRD1               5  174857675  174906163    176      28  337828      -1.4832      0.93099
SFXN1              5  174870514  174966745    353      30  337828     -0.66828      0.74802
HRH2               5  175049847  175146239    194      33  337828     -0.71225      0.76185
CPLX2              5  175188542  175321024    341      35  337828     -0.69805      0.75743
THOC3              5  175376534  175430318     11       4  337828      0.17377      0.43102
FAM153B            5  175455712  175551801     70      18  337828      0.43839      0.33055
SIMC1              5  175630370  175782992    344      24  337828      0.32106      0.37408
ARL10              5  175757477  175810934    125      18  337828      0.41377      0.33952
KIAA1191           5  175763065  175823809    143      23  337828      0.94252      0.17296
HIGD2A             5  175780784  175826751    102      21  337828       1.3818     0.083517
NOP16              5  175800940  175850763    119      22  337828       1.8968      0.02893
CLTB               5  175809456  175878570    161      29  337828       1.7612     0.039106
FAF2               5  175840356  175947075    235      28  337828      0.83994      0.20047
CDHR2              5  175934512  176032769    294      29  337828       1.9572      0.02516
RNF44              5  175943700  176000026    176      23  337828       2.0918     0.018226
GPRIN1             5  176012803  176079339    119      26  337828      0.58823      0.27819
EIF4E1B            5  176022683  176083642    110      24  337828      0.35916      0.35974
SNCB               5  176037210  176092557    116      20  337828    -0.045489      0.51814
TSPAN17            5  176039388  176096059    125      20  337828     -0.14372      0.55714
UNC5A              5  176202560  176317899    256      46  337828    -0.043749      0.51745
HK3                5  176297870  176361333    165      23  337828      -1.5011      0.93333
UIMC1              5  176322006  176468795    483      17  337828      -0.8419      0.80008
ZNF346             5  176414681  176518189    371      19  337828     -0.85287      0.80313
FGFR4              5  176478906  176535143    207      29  337828     0.097124      0.46131
LOC101928726       5  176522822  176583835    165      19  337828       0.8724       0.1915
NSD1               5  176525026  176737214    509      20  337828      0.47388      0.31779
PRELID1            5  176695763  176743960    113      16  337828      0.42858      0.33411
RAB24              5  176718199  176765744     89      20  337828      0.81212      0.20836
MXD3               5  176722501  176776096     93      19  337828      0.95467      0.16987
LMAN2              5  176748563  176813885    105      14  337828      0.45223      0.32555
RGS14              5  176749704  176809599     99      13  337828      0.46829      0.31979
SLC34A1            5  176776432  176835849     94      15  337828      0.38744      0.34922
PFN3               5  176817108  176862637     66      21  337828       1.2459       0.1064
GRK6               5  176818687  176879850     94      20  337828       1.5275     0.063317
F12                5  176819139  176871577     81      22  337828       1.4932     0.067695
PRR7               5  176838796  176893287     95      13  337828       1.5556     0.059906
DBN1               5  176873613  176935694    104      20  337828       1.3086     0.095327
PDLIM7             5  176900395  176959606     86      22  337828      0.39857       0.3451
DOK3               5  176918905  176972490     81      14  337828    -0.049809      0.51986
DDX41              5  176928578  176978967     78      10  337828      0.15784      0.43729
FAM193B            5  176936790  177016548    157      19  337828       0.4876      0.31292
TMED9              5  176984213  177033108    137      17  337828      0.35407      0.36164
B4GALT7            5  176992119  177047348    167      17  337828      0.33086      0.37037
FAM153A            5  177140365  177242505     93      14  337828       1.1196      0.13145
PROP1              5  177409236  177458243    118      22  337828      0.14122      0.44385
N4BP3              5  177505556  177563107    184      28  337828      -1.8416      0.96723
RMND5B             5  177523002  177585567    182      26  337828      -1.4798      0.93054
NHP2               5  177566464  177615961    223      34  337828      -1.5524      0.93971
HNRNPAB            5  177596508  177648184    223      44  337828      -1.1266      0.87005
PHYKPL             5  177625475  177694823    270      39  337828      0.38531         0.35
COL23A1            5  177654617  178052573   1470     129  337828      0.47905      0.31595
CLK4               5  178019664  178089093    211      16  337828      0.19421      0.42301
ZNF354A            5  178128522  178192703    228      18  337828      0.92495       0.1775
ZNF354B            5  178251954  178321424    575      25  337828     -0.75513      0.77491
ZFP2               5  178287899  178370213    406      16  337828     -0.79112      0.78556
ZNF454             5  178333194  178403218    270      19  337828      0.20366      0.41931
GRM6               5  178395328  178457124    285      28  337828       1.0512      0.14659
ZNF879             5  178415776  178471388    191      15  337828        1.348     0.088827
ZNF354C            5  178452607  178520022    186      19  337828      0.93911      0.17384
ADAMTS2            5  178527852  178807431   1044     132  337828      -0.6728      0.74946
RUFY1              5  178942562  179047027    325      24  337828      0.37776       0.3528
HNRNPH1            5  179031179  179085722    177      24  337828      0.55031      0.29105
C5orf60            5  179058545  179107083    115      27  337828      0.37066      0.35545
CANX               5  179090019  179168642    197      24  337828       1.5118     0.065295
CBY3               5  179095559  179142975    127      16  337828       1.5111     0.065379
MAML1              5  179124833  179218035    234      21  337828       1.5581     0.059604
LTC4S              5  179184263  179233616    130      18  337828       1.4788     0.069599
SQSTM1             5  179198388  179275078    257      32  337828       1.5758     0.057538
MGAT4B             5  179214597  179268952    185      33  337828       1.3322     0.091394
C5orf45            5  179253927  179320867    181      22  337828       1.5975     0.055075
TBC1D9B            5  179279071  179369879    165      16  337828        1.803     0.035696
RNF130             5  179372067  179534118    451      33  337828      -1.1133      0.86721
RASGEF1C           5  179517795  179671130    661      80  337828     -0.20862      0.58263
MAPK9              5  179650594  179754071    437      36  337828     -0.51756      0.69762
GFPT2              5  179717698  179815341    420      41  337828      -1.1173      0.86808
CNOT6              5  179886412  180015358    506      22  337828     -0.11629      0.54629
SCGB3A1            5  180007105  180053487    161      26  337828     -0.17662       0.5701
FLT4               5  180018506  180111624    416      53  337828     -0.13223       0.5526
OR2Y1              5  180156123  180202058    136      18  337828     -0.97312      0.83475
MGAT1              5  180207541  180272939    266      24  337828     -0.75162      0.77386
ZFP62              5  180262435  180323334    285      23  337828       1.0487      0.14717
BTNL8              5  180291077  180387906    338      17  337828       1.3096     0.095163
BTNL3              5  180380845  180443727     46       8  337828      0.42219      0.33644
BTNL9              5  180432203  180498523    266      23  337828       2.0178     0.021805
OR2V1              5  180541339  180591557    232      30  337828     -0.96152      0.83186
OR2V2              5  180546943  180592890    211      27  337828     -0.89563      0.81477
TRIM7              5  180610924  180667293    254      28  337828       1.2596      0.10391
TRIM41             5  180615263  180672808    260      28  337828       1.2634      0.10323
GNB2L1             5  180653928  180706209    172      19  337828      0.74015       0.2296
TRIM52             5  180673373  180723161    151      13  337828      0.31904      0.37485
DUSP22             6     257101     361355     93      23  337828        1.015      0.15504
IRF4               6     356739     421443    172      31  337828     -0.62477      0.73394
EXOC2              6     475138     728141    890      54  337828     -0.17391      0.56903
HUS1B              6     645939     691964    134      12  337828     -0.96634      0.83306
LOC101927353       6     874946     921055    233      37  337828      0.63047      0.26419
FOXQ1              6    1277675    1324993    153      36  337828       1.1506      0.12495
FOXF2              6    1355069    1405832    193      38  337828      0.52059      0.30133
FOXC1              6    1575681    1624132    143      45  337828      0.65936      0.25483
GMDS               6    1614035    2280868   1852     116  337828       2.2671     0.011693
MYLK4              6    2653863    2800615    620      58  337828     -0.85807      0.80457
WRNIP1             6    2730575    2795979    241      34  337828     -0.93003      0.82382
SERPINB1           6    2822566    2877283    281      28  337828    -0.067985       0.5271
SERPINB9           6    2877499    2938546    219      36  337828     -0.52299      0.69951
SERPINB6           6    2938393    3007399    272      28  337828    -0.016998      0.50678
NQO2               6    2965067    3029997    390      31  337828      0.26774      0.39445
RIPK1              6    3029201    3125421    290      31  337828      0.69308      0.24413
BPHL               6    3083926    3163833    171      22  337828       1.3518     0.088227
TUBB2A             6    3143900    3192783    146      18  337828      0.81867      0.20649
TUBB2B             6    3214495    3262968    134      10  337828     -0.22532      0.58914
PSMG4              6    3224162    3278300    240      11  337828      0.14886      0.44083
SLC22A23           6    3259207    3491954    960      78  337828      0.81212      0.20836
PXDC1              6    3712836    3787246    377      29  337828        2.187     0.014372
FAM50B             6    3814632    3861551    159      25  337828      0.59756      0.27507
PRPF4B             6    3986563    4075217    270      23  337828      0.38481      0.35019
C6orf201           6    4044440    4141000    275      19  337828     -0.46664      0.67962
FAM217A            6    4058593    4114457    169      18  337828     -0.60491      0.72738
ECI2               6    4105927    4170831    223      31  337828      -1.1636      0.87771
CDYL               6    4671393    4965778    833      76  337828     -0.20788      0.58234
RPP40              6    4985280    5039292    244      18  337828     -0.50547      0.69339
LYRM4              6    5037395    5296172    938      50  337828       -0.883      0.81138
PPP1R3G            6    5050720    5097455    167      24  337828     -0.70593      0.75988
FARS2              6    5226251    5781816   1858     149  337828       1.5056     0.066091
NRN1               6    5988232    6042838    295      27  337828      0.35118      0.36273
F13A1              6    6134311    6355924    859     115  337828      0.39872      0.34505
LY86               6    6553934    6665216    463      67  337828      0.33589      0.36848
RREB1              6    7072830    7262213    423      49  337828       2.0977     0.017965
SSR1               6    7271283    7348541    422      24  337828      0.73999      0.22965
CAGE1              6    7316887    7424976    332      24  337828       0.8907      0.18654
RIOK1              6    7355062    7428270    215      16  337828      0.56261      0.28685
DSP                6    7506808    7596946    329      35  337828       1.9068     0.028275
SNRNP48            6    7555432    7622200    182      25  337828       2.4013     0.008168
BMP6               6    7692011    7891972    659      63  337828   -0.0091316      0.50364
TXNDC5             6    7871483    7946047    257      35  337828       -1.074      0.85859
BLOC1S5            6    8003800    8099647    394      25  337828      0.48753      0.31294
EEF1E1             6    8063593    8137828    219      26  337828     -0.40263      0.65639
SLC35B3            6    8403301    8470794    357      14  337828      -1.2733      0.89854
OFCC1              6    9687863   10246841   1804     108  337828     0.042891      0.48289
TFAP2A             6   10383419   10454797    190      37  337828    -0.017588      0.50702
GCNT2              6   10486542   10639601    495      49  337828   -0.0018915      0.50075
PAK1IP1            6   10660180   10720015     52      22  337828      -1.9302      0.97321
C6orf52            6   10661651   10730030     64      20  337828     -0.18352      0.57281
TMEM14C            6   10688148   10751577     86      13  337828       1.0204      0.15378
TMEM14B            6   10712995   10780389    117      19  337828      0.80858      0.20938
MAK                6   10752956   10873788    256      29  337828     -0.86924      0.80764
SYCP2L             6   10852064   10984542    476      43  337828      -1.2907      0.90159
GCM2               6   10863456   10917098    148      24  337828     -0.83366      0.79776
ELOVL2             6   10970992   11079624    267      16  337828      -1.6289      0.94833
SMIM13             6   11059266   11148971    289      26  337828     -0.17321      0.56876
ERVFRD-1           6   11092722   11147071    189      17  337828      0.51378       0.3037
NEDD9              6   11173531   11417581    887      94  337828      -1.6164        0.947
TMEM170B           6   11503460   11593757    296      18  337828     -0.83599      0.79842
ADTRP              6   11701505   11814861    391      43  337828     -0.69174      0.75545
HIVEP1             6   11977724   12222270    767      61  337828      -1.4018      0.91952
EDN1               6   12255529   12307427    133      27  337828      0.66974      0.25151
PHACTR1            6   12681888   13300476   1512      72  337828      -1.1786      0.88072
LOC100130357       6   13269527   13332314    290      16  337828      -1.2504      0.89443
TBC1D7             6   13295183   13363787    306      19  337828      -0.9249      0.82249
GFOD1              6   13353587   13522869    472      42  337828     -0.67154      0.74906
SIRT5              6   13539506   13625390    162      27  337828      0.38542      0.34996
NOL7               6   13577531   13643089    101      17  337828      0.15903      0.43682
RANBP9             6   13611730   13746796    238      27  337828     0.095984      0.46177
MCUR1              6   13776781   13849794    184      36  337828      0.97403      0.16502
RNF182             6   13889677   13990240    188      19  337828       0.1937      0.42321
CD83               6   14082487   14147149    227      31  337828      0.54884      0.29156
JARID2             6   15211206   15532273    864      55  337828      0.45472      0.32466
DTNBP1             6   15513032   15698289    446      27  337828     -0.27282       0.6075
MYLIP              6   16094277   16158479    127      23  337828      0.71345      0.23778
GMPR               6   16203811   16305780    335      27  337828     -0.75158      0.77385
ATXN1              6   16289343   16796721   1572     164  337828     -0.55843      0.71173
LOC101928433       6   16727102   16775225    142      27  337828     -0.95213      0.82948
STMND1             6   17067489   17141603    187      23  337828     -0.12689      0.55049
RBM24              6   17246739   17304102    165      23  337828      -1.3683      0.91439
CAP2               6   17358447   17568023    538      46  337828      0.11844      0.45286
FAM8A1             6   17565518   17621950    142      20  337828     -0.71699      0.76331
NUP153             6   17605266   17742065    410      38  337828     -0.12171      0.54844
KIF13A             6   17749414   18022864    784      30  337828      0.84241      0.19978
NHLRC1             6   18110718   18157851    175      19  337828      0.52118      0.30112
TPMT               6   18118542   18190374    281      24  337828       1.9303     0.026785
KDM1B              6   18120619   18234085    387      33  337828        1.861     0.031375
DEK                6   18214400   18299799    211      20  337828      0.20222      0.41987
RNF144B            6   18242602   18479105    999      48  337828     0.012317      0.49509
ID4                6   19802579   19852431    238      33  337828     -0.23642      0.59345
MBOAT1             6   20089915   20247695    531      73  337828     -0.37003      0.64432
E2F3               6   20367137   20503945    299      42  337828     0.063746      0.47459
CDKAL1             6   20499688   21242635   2261      88  337828      0.91123      0.18109
SOX4               6   21558972   21608850     39      16  337828       1.4575     0.072491
PRL                6   22277473   22338082    185      27  337828      0.82135      0.20572
HDGFL1             6   22534678   22580750    170      25  337828     -0.51956      0.69832
NRSN1              6   24091414   24157757    203      46  337828     -0.61853      0.73189
DCDC2              6   24161983   24418520    855      52  337828     -0.65325       0.7432
KAAG1              6   24322131   24368512    120      19  337828     -0.51368      0.69626
MRS2               6   24368141   24435816    277      18  337828      0.41331      0.33969
GPLD1              6   24416060   24530433    634      34  337828       1.9788     0.023919
ALDH5A1            6   24460197   24547435    403      27  337828        2.254       0.0121
KIAA0319           6   24534332   24681383    504      43  337828     0.059991      0.47608
ACOT13             6   24632263   24715297    289      23  337828     -0.10557      0.54204
TDP2               6   24640205   24702115    232      26  337828    -0.052351      0.52088
C6orf62            6   24695089   24756064    171      34  337828       1.2498      0.10569
GMNN               6   24740159   24796327    163      36  337828        1.127      0.12987
C6orf229           6   24787563   24834540    167      19  337828     -0.18581       0.5737
FAM65B             6   24794512   24971275    665      57  337828     -0.10199      0.54062
LRRC16A            6   25244656   25630758   1574      78  337828      0.81021      0.20891
SCGN               6   25617429   25712011    319      26  337828       2.3038     0.010616
HIST1H2BA          6   25692137   25737573    165      14  337828       3.4295   0.00030231
HIST1H2AA          6   25716291   25761790    199      12  337828       3.4438   0.00028675
SLC17A4            6   25719927   25791403    295      18  337828       3.7061   0.00010522
SLC17A1            6   25773125   25867287    282      18  337828       3.0675    0.0010791
SLC17A3            6   25835328   25909471    214      26  337828       1.4066     0.079771
SLC17A2            6   25902982   25965954    208      15  337828      0.88729      0.18746
TRIM38             6   25927917   25997557    207      20  337828       0.5394      0.29481
HIST1H3A           6   25985718   26031186    116      19  337828      0.24049      0.40497
HIST1H4A           6   25986907   26032278    117      19  337828      0.23919      0.40548
HIST1H1A           6   26007260   26053040    128      19  337828      0.27273      0.39253
HIST1H3C           6   26010639   26056097    129      19  337828      0.26336      0.39614
HIST1H4B           6   26017124   26062480    130      19  337828      0.39013      0.34822
HIST1H3B           6   26021817   26067288    123      18  337828      0.41887      0.33766
HIST1H2AB          6   26023320   26068796    120      18  337828      0.38749       0.3492
HIST1H2BB          6   26033455   26078885    136      19  337828      0.29553       0.3838
HIST1H1C           6   26045968   26091699    145      17  337828      0.14577      0.44205
HFE                6   26052422   26106438    170      23  337828      0.32796      0.37147
HIST1H4C           6   26069176   26114565    163      22  337828      0.24343      0.40384
HIST1H2AC          6   26089370   26149337    175      20  337828       0.7812      0.21734
HIST1H1T           6   26097640   26143364    140      15  337828      0.78152      0.21725
HIST1H2BC          6   26103389   26159266    155      20  337828      0.73267      0.23188
HIST1H1E           6   26121559   26167343     98      19  337828      0.80111      0.21153
HIST1H2BD          6   26122419   26181577    121      23  337828      0.79645      0.21289
HIST1H2BE          6   26149024   26194458    106      14  337828       2.1481     0.015851
HIST1H2BF          6   26164787   26210216    168      13  337828       2.5204    0.0058617
HIST1H4E           6   26169873   26215249    180      13  337828       2.5831    0.0048952
HIST1H4D           6   26178938   26224304    199      13  337828       2.5907    0.0047886
HIST1H2AE          6   26182148   26227711    203      13  337828       2.5875    0.0048341
HIST1H3D           6   26186982   26234521    201      12  337828       2.5912    0.0047821
HIST1H2AD          6   26189012   26234521    195      12  337828       2.5907    0.0047884
HIST1H3E           6   26189427   26237706    201      12  337828       2.5639    0.0051751
HIST1H4F           6   26205654   26251021    161      11  337828       2.5288    0.0057231
HIST1H2BG          6   26206428   26251872    159      11  337828       2.5243     0.005797
HIST1H2BH          6   26216848   26271783    169      17  337828       2.3038     0.010617
HIST1H1D           6   26224440   26270216    132      16  337828        2.319     0.010198
HIST1H4G           6   26236839   26282205    131      19  337828        1.578     0.057279
HIST1H2BI          6   26238204   26283640    129      19  337828       1.3856     0.082927
HIST1H3F           6   26240370   26285835    138      20  337828       1.2442      0.10672
HIST1H3G           6   26261146   26306612    171      18  337828     -0.59125      0.72282
HIST1H4H           6   26271278   26320844    212      19  337828      -1.5562      0.94017
BTN3A2             6   26330387   26388548    288      21  337828       0.2044      0.41902
BTN2A2             6   26348111   26405102    303      20  337828      0.46237      0.32191
BTN3A1             6   26367465   26425444    310      20  337828       0.1341      0.44666
BTN3A3             6   26405700   26463643    215      12  337828     -0.40815      0.65842
BTN2A1             6   26423132   26486849    206      20  337828     -0.33426      0.63091
BTN1A1             6   26465577   26520653    155      19  337828     0.099419       0.4604
HMGN4              6   26503572   26557165    132      11  337828     -0.22998      0.59095
ABT1               6   26562171   26610278    148      15  337828     0.075016       0.4701
ZNF322             6   26624611   26694980    142      14  337828       1.3097     0.095145
HIST1H2AG          6   27065817   27111314     78      20  337828       1.1146      0.13251
HIST1H4I           6   27071924   27118258     76      19  337828      0.90613      0.18243
HIST1H2AH          6   27079861   27125341     79      20  337828       1.1895      0.11713
HIST1H2BJ          6   27083912   27135743     92      21  337828       1.3165     0.094006
HIST1H2BK          6   27096072   27149637     88      20  337828        1.284     0.099569
PRSS16             6   27180480   27234399    172      21  337828       1.7191       0.0428
POM121L2           6   27266842   27315011    197      20  337828       1.8435     0.032626
ZNF391             6   27321524   27381683    253      13  337828       1.5881     0.056134
ZNF184             6   27408521   27475897    208      16  337828      0.99369      0.16019
HIST1H2AI          6   27740977   27786445    104      17  337828     -0.89768      0.81532
HIST1H3H           6   27742842   27788314     99      18  337828     -0.87191      0.80837
HIST1H2BM          6   27747822   27793267     97      18  337828     -0.60878      0.72867
HIST1H4J           6   27756903   27802258     96      18  337828     -0.33983      0.63301
HIST1H2BL          6   27765257   27810709     93      15  337828    -0.019828      0.50791
HIST1H2BN          6   27770544   27831533    116      16  337828      0.23427      0.40739
HIST1H2AJ          6   27772080   27817518     91      13  337828     0.057279      0.47716
HIST1H4K           6   27788952   27834305     87      15  337828      0.35639      0.36078
HIST1H2AK          6   27795658   27841117     97      15  337828      0.58945      0.27778
HIST1H2AL          6   27798107   27843576     96      15  337828      0.59539      0.27579
HIST1H1B           6   27824570   27870359    108      16  337828        1.765     0.038782
HIST1H2BO          6   27826203   27936100    290      25  337828       1.9348     0.026506
HIST1H3I           6   27829623   27875099    114      18  337828       1.9388     0.026261
HIST1H4L           6   27830926   27876289    114      18  337828       1.9647     0.024722
HIST1H3J           6   27848093   27893570    111      19  337828       2.6231    0.0043565
HIST1H2AM          6   27850477   27895963    117      21  337828       2.6078    0.0045568
OR2B2              6   27868963   27915174    138      21  337828        2.138     0.016259
OR2B6              6   27890019   27935960    131      16  337828       1.4022     0.080434
ZNF165             6   28013482   28067341    180      15  337828      0.42834       0.3342
ZSCAN16            6   28057334   28107864    170      13  337828     0.071425      0.47153
ZKSCAN8            6   28074688   28137250    211      14  337828      -0.2045      0.58102
ZSCAN9             6   28158029   28211265    147      19  337828       2.0159     0.021904
NKAPL              6   28192075   28238736    122      20  337828       2.6007    0.0046513
ZSCAN26            6   28199788   28256001    131      20  337828       2.7256    0.0032091
ZKSCAN4            6   28202404   28262030    140      21  337828       2.8434    0.0022317
PGBD1              6   28214314   28280326    173      25  337828       2.8799     0.001989
ZSCAN31            6   28282514   28356972    258      20  337828       2.3058     0.010561
ZKSCAN3            6   28282691   28346954    226      26  337828       2.3407    0.0096227
ZSCAN12            6   28336598   28402544    235      15  337828       1.0933      0.13714
ZSCAN23            6   28389373   28446279    166      22  337828      0.84153      0.20003
GPX5               6   28458789   28512728    138      22  337828       1.7747     0.037974
GPX6               6   28461073   28518570    152      24  337828       1.6994     0.044623
ZBED9              6   28529407   28590112    145      20  337828      0.85905      0.19516
TRIM27             6   28860779   28926768    242      26  337828       1.2467      0.10625
ZNF311             6   28952562   29008037    166      22  337828       2.9106    0.0018036
OR2W1              6   29001990   29047952    167      21  337828       3.1027   0.00095868
OR2B3              6   29043985   29090090    134      18  337828       2.5293    0.0057139
OR2J3              6   29044587   29090661    134      17  337828         2.51     0.006037
OR2J2              6   29106311   29152351    182      15  337828       1.5834      0.05666
OR14J1             6   29239467   29285432    192      24  337828       1.5848     0.056509
OR5V1              6   29313007   29359054    209      26  337828       1.8326     0.033429
OR12D2             6   29329416   29375448    253      20  337828       1.6649     0.047962
OR12D3             6   29331200   29378068    255      19  337828       1.6242     0.052171
OR10C1             6   29372716   29418754    256      17  337828      0.75491      0.22515
OR11A1             6   29383281   29459848    354      21  337828      0.84874      0.19801
OR2H1              6   29389947   29442099    276      16  337828      0.68342      0.24717
MAS1L              6   29444543   29490679    183      26  337828       1.0362      0.15005
UBD                6   29513389   29562702    180      30  337828       1.5557     0.059889
OR2H2              6   29518818   29566745    177      31  337828       1.5737     0.057778
GABBR1             6   29560005   29635962    318      29  337828       1.5369     0.062164
MOG                6   29589758   29650149    304      30  337828       1.9824     0.023716
ZFP57              6   29630169   29679931    561      25  337828       1.3474      0.08893
HLA-F              6   29656117   29705073    520      23  337828      0.95601      0.16953
LOC554223          6   29724683   29775584    730      25  337828       1.3882     0.082536
HLA-G              6   29759756   29808899    777      24  337828       1.8817     0.029937
HLA-A              6   29875247   29923661    576      24  337828       1.6897     0.045538
ZNRD1              6   29994017   30042686    318      17  337828       1.3597     0.086957
PPP1R11            6   29999932   30048110    333      21  337828       1.2746      0.10123
RNF39              6   30028043   30078628    394      28  337828       1.6254     0.052041
TRIM31             6   30060674   30115867    455      30  337828       2.3987    0.0082266
TRIM40             6   30068885   30126512    487      25  337828       2.2584     0.011959
TRIM15             6   30095968   30150473    373      17  337828       1.8039     0.035623
TRIM10             6   30109722   30163711    320      23  337828       1.7829     0.037299
TRIM26             6   30142232   30216271    336      21  337828      0.28384      0.38827
TRIM39             6   30259227   30321506    217      26  337828       2.3378    0.0096985
TRIM39-RPP21       6   30262088   30324635    216      27  337828       2.3883    0.0084633
RPP21              6   30277897   30324635    163      25  337828       2.4658    0.0068348
HLA-E              6   30422183   30471982    299      22  337828       2.4545     0.007055
PRR3               6   30489486   30542473    106      13  337828        1.568     0.058444
GNL1               6   30499154   30560371    114      15  337828       1.5658     0.058702
