GENE             CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
EPS15              1   51809935   52020026    635      21  342729     -0.51671      0.69732
OSBPL9             1   52047546   52264891    326      25  342729      0.67342      0.25034
NRD1               1   52244864   52379609    283      25  342729     -0.21561      0.58535
RAB3B              1   52363628   52491436    262      18  342729     -0.69872      0.75764
TXNDC12            1   52475803   52556843    125      12  342729       -0.458      0.67652
BTF3L4             1   52486857   52566388    122      13  342729     -0.75977      0.77631
KTI12              1   52487777   52534472     73       9  342729     -0.19071      0.57562
ZFYVE9             1   52572678   52822358    293      17  342729      -1.3336      0.90883
CC2D1B             1   52806265   52866877     67      12  342729     -0.68938      0.75471
ORC1               1   52828501   52905143     79      14  342729      -2.4025      0.99186
PRPF38A            1   52835219   52893992     57      13  342729      -3.5983      0.99984
ZCCHC11            1   52878947   53053764    292      18  342729      -1.6074      0.94601
GPX7               1   53033043   53084723    127      18  342729      -1.0359      0.84987
FAM159A            1   53063961   53143252    208      34  342729     -0.41386      0.66051
COA7               1   53142014   53199038    157      12  342729        1.006      0.15722
ZYG11B             1   53157126   53303014    404      20  342729      0.86005      0.19488
ZYG11A             1   53273183   53370247    224      18  342729      0.26726      0.39464
ECHDC2             1   53351582   53427846    100      14  342729     -0.28137      0.61079
SCP2               1   53357901   53527289    538      20  342729     -0.42643       0.6651
PODN               1   53492724   53561174    337      17  342729     -0.82586      0.79556
SLC1A7             1   53542855   53643304    458      46  342729     -0.62016      0.73242
CPT2               1   53627101   53689869    155      29  342729      -1.2579      0.89579
C1orf123           1   53669771   53721289     78      11  342729      -0.5497      0.70874
MAGOH              1   53682564   53739282     85       9  342729    -0.016421      0.50655
LRP8               1   53698036   53828821    314      37  342729      -0.1026      0.54086
DMRTB1             1   53890072   53943158    162      16  342729      -2.2879      0.98893
GLIS1              1   53961904   54238748    732      48  342729     -0.50733      0.69404
NDC1               1   54221133   54339225    232      24  342729       1.0598      0.14462
YIPF1              1   54307392   54390487    273      20  342729        1.263       0.1033
DIO1               1   54324860   54386763    215      20  342729       1.2328      0.10882
LRRC42             1   54376999   54443841    125      13  342729     -0.59914      0.72546
HSPB11             1   54377234   54446975    136      14  342729     -0.65579      0.74402
LDLRAD1            1   54462971   54518859    168      18  342729     -0.41805      0.66204
TCEANC2            1   54484274   54575416    206      23  342729     -0.46552      0.67922
TMEM59             1   54487346   54554135    155      20  342729      -0.3993      0.65516
CDCP2              1   54594668   54653679    193      31  342729      0.95496       0.1698
CYB5RL             1   54628009   54700746    170      33  342729     -0.15008      0.55965
MRPL37             1   54630840   54701407    154      30  342729     -0.42352      0.66404
SSBP3              1   54681104   54907068    644      76  342729     -0.92472      0.82245
ACOT11             1   54972930   55110417    485      48  342729     -0.34691      0.63567
FAM151A            1   55064850   55124200    218      28  342729      -0.3291      0.62896
MROH7              1   55072427   55185939    397      47  342729      0.43079      0.33331
TTC4               1   55146495   55218330    293      16  342729      0.76349      0.22258
PARS2              1   55212571   55265226    166      26  342729       1.1199      0.13137
C1orf177           1   55236736   55317937    313      22  342729     -0.35991      0.64054
TTC22              1   55236752   55301941    220      22  342729     -0.13062      0.55196
DHCR24             1   55305300   55387921    319      22  342729     -0.23596      0.59327
TMEM61             1   55411271   55467966    219      20  342729      0.78408       0.2165
BSND               1   55429617   55484465    202      23  342729      -0.4546       0.6753
PCSK9              1   55470149   55540526    295      49  342729      0.44433       0.3284
USP24              1   55522032   55716039    414      19  342729       1.2009       0.1149
PPAP2B             1   56950419   57080257    418      43  342729      0.79393      0.21362
PRKAA2             1   57075990   57191008    419      22  342729     -0.21168      0.58382
C1orf168           1   57174477   57320369    512      71  342729       0.3794      0.35219
C8A                1   57285443   57393894    394      40  342729      0.70049      0.24181
C8B                1   57384883   57468213    312      28  342729       1.2868     0.099078
DAB1               1   57450453   58751211   3733     208  342729      -0.1848      0.57331
OMA1               1   58871052   59047469    694      35  342729      -1.4112      0.92091
TACSTD2            1   59031095   59078166    212      23  342729     -0.86742      0.80714
MYSM1              1   59110411   59200747    283      12  342729     -0.13422      0.55339
JUN                1   59236463   59284785     73      13  342729     -0.14981      0.55954
FGGY               1   59727625   60238402   1312      85  342729      0.12222      0.45136
HOOK1              1   60245458   60352050    225      25  342729       1.3768      0.08429
CYP2J2             1   60348980   60427445    186      21  342729       1.1598      0.12306
C1orf87            1   60446066   60574442    288      33  342729       0.6694      0.25162
NFIA               1   61507946   61938460   1022     101  342729       2.1306     0.016562
TM2D1              1   62136718   62226095    193      23  342729      -0.8202      0.79395
INADL              1   62173149   62639592   1457     102  342729     -0.44696      0.67255
L1TD1              1   62625474   62688000    355      33  342729       0.4247      0.33553
KANK4              1   62691837   62820083    495      42  342729       1.2501      0.10564
USP1               1   62866975   62927475    126      18  342729     -0.37621      0.64662
DOCK7              1   62910397   63189039    373      12  342729    -0.072865      0.52904
ANGPTL3            1   63028158   63081976     52       4  342729      0.10079      0.45986
ATG4C              1   63214777   63340941    285      11  342729      0.36005      0.35941
FOXD3              1   63753730   63800797    122      32  342729    -0.012866      0.50513
ALG6               1   63798261   63914233    270      30  342729     -0.93073        0.824
ITGB3BP            1   63896441   64023944    299      15  342729     -0.36216      0.64138
EFCAB7             1   63954013   64061041    262      13  342729     -0.33749      0.63213
PGM1               1   64023947   64135916    323      35  342729        1.172      0.12059
ROR1               1   64204690   64657181   1178      81  342729      0.23182      0.40834
UBE2U              1   64634135   64742969    291      21  342729       2.1437     0.016028
CACHD1             1   64901476   65168741    613      76  342729     -0.56793      0.71496
RAVER2             1   65175778   65308915    266      23  342729    0.0021511      0.49914
JAK1               1   65288906   65467593    457      35  342729       1.0925      0.13732
AK4                1   65578232   65707828    366      31  342729     0.083114      0.46688
DNAJC6             1   65685133   65891552    559      34  342729     -0.10938      0.54355
LEPROT             1   65851131   66117242    762      34  342729       2.5558    0.0052965
LEPR               1   65851335   66113176    751      39  342729        2.641    0.0041329
PDE4B              1   66223193   66850262   1618      80  342729     -0.33068      0.62956
SGIP1              1   66964066   67220768    913      32  342729     -0.26436      0.60425
TCTEX1D1           1   67182978   67254730    192      22  342729     -0.34648      0.63551
INSL5              1   67253424   67301942    135      23  342729     -0.32677      0.62808
WDR78              1   67268568   67425907    325      35  342729       0.9468      0.17187
MIER1              1   67355578   67464302    236      18  342729      0.71065      0.23865
SLC35D1            1   67455015   67555080    304      23  342729      0.66406      0.25333
C1orf141           1   67547859   67635654    311      20  342729        2.404    0.0081089
IL23R              1   67569590   67735662    498      39  342729       2.5111    0.0060174
IL12RB2            1   67738047   67872583    365      34  342729       1.0846      0.13905
SERBP1             1   67863493   67931123    110      19  342729       1.1583      0.12338
GADD45A            1   68115860   68164021    124      15  342729      0.87325      0.19126
GNG12              1   68157149   68334436    428      32  342729      0.26122      0.39696
DIRAS3             1   68501645   68552314    106      12  342729      0.96474      0.16734
WLS                1   68554142   68733284    708      74  342729      0.61156      0.27042
RPE65              1   68884507   68950642    188      26  342729      -1.9037      0.97153
DEPDC1             1   68929835   68997799    183      19  342729      -1.8832      0.97016
LRRC7              1   69998230   70599171   1681      70  342729      -1.7611      0.96089
LRRC40             1   70600485   70706361    145      14  342729       1.0801      0.14004
SRSF11             1   70636365   70727703    122      13  342729       1.1547       0.1241
ANKRD13C           1   70714685   70855471    232      28  342729      0.47683      0.31674
HHLA3              1   70785493   70843706     90      17  342729       0.2131      0.41563
CTH                1   70841901   70915534    185      27  342729       1.3671     0.085794
PTGER3             1   71308036   71548497    706      47  342729     -0.07889      0.53144
ZRANB2             1   71518974   71581972    137      21  342729      0.38293      0.35089
NEGR1              1   71858625   72783533   1870      88  342729      0.27359       0.3922
LRRIQ3             1   74481699   74698871    417      18  342729     -0.35056      0.63704
FPGT               1   74628896   74684533    119      10  342729      0.29203      0.38513
FPGT-TNNI3K        1   74628896   75020116    796      59  342729    -0.011291       0.5045
TNNI3K             1   74666071   75020116    744      58  342729     0.023532      0.49061
ERICH3             1   75023795   75174422    288      33  342729        2.568    0.0051141
CRYZ               1   75161170   75234092    219      25  342729      -1.8163      0.96534
TYW3               1   75163836   75242361    250      26  342729      -1.8222      0.96578
LHX8               1   75559119   75637218    155      23  342729      0.19909       0.4211
SLC44A5            1   75657816   76116698   1225      45  342729     -0.53466      0.70356
ACADM              1   76155043   76239355    304      17  342729       1.1004      0.13557
RABGGTB            1   76216879   76270775    186      19  342729       1.2327      0.10885
MSH4               1   76227556   76389581    574      24  342729      0.68198      0.24762
ASB17              1   76374558   76433116    193      22  342729      0.60158      0.27373
ST6GALNAC3         1   76505389   77110311   1852     136  342729     -0.19797      0.57847
ST6GALNAC5         1   77298126   77543223    632      42  342729      -1.9782      0.97604
PIGK               1   77544666   77720132    474      31  342729      -1.1014      0.86464
AK5                1   77712662   78035654   1098      69  342729     -0.51869      0.69801
ZZZ3               1   78018160   78184119    280      20  342729      -1.8318      0.96651
USP33              1   78151672   78260564    193      27  342729      -2.0154      0.97807
FAM73A             1   78210309   78355225    245      33  342729       -1.474      0.92976
NEXN               1   78319200   78422009    180      25  342729      -1.1811      0.88121
FUBP1              1   78399740   78479839    172      24  342729      -1.6604      0.95158
DNAJB4             1   78409847   78493648    183      24  342729      -1.5793      0.94287
GIPC2              1   78475646   78614129    363      28  342729     -0.96499      0.83272
PTGFR              1   78921728   79016386    284      26  342729      0.88139      0.18905
IFI44L             1   79051067   79121830    133      27  342729     -0.37034      0.64444
IFI44              1   79080477   79139763    128      24  342729     -0.82808      0.79619
ADGRL4             1   79345449   79507495    665      33  342729      -1.2241      0.88954
ADGRL2             1   82231082   82468107    683      46  342729     -0.97977       0.8364
TTLL7              1   84325057   84499850    475      19  342729     -0.74274      0.77118
PRKACB             1   84508745   84714181    313      22  342729     -0.11461      0.54562
SAMD13             1   84729049   84826481    211      32  342729      -1.6431      0.94982
DNASE2B            1   84829215   84890691    209      26  342729     -0.26848      0.60583
RPF1               1   84909920   84974033    244      30  342729       1.7619     0.039041
SPATA1             1   84936902   85032150    337      23  342729       1.7865     0.037006
GNG5               1   84954006   85007262    185      21  342729       1.9158     0.027695
CTBS               1   85008804   85083039    187      17  342729       1.2062      0.11388
SSX2IP             1   85099390   85191440    211      20  342729     -0.13217      0.55257
LPAR3              1   85269086   85393896    441      60  342729      -1.7777      0.96227
MCOLN2             1   85381266   85497796    367      25  342729     -0.52598      0.70055
MCOLN3             1   85473765   85549585    206      24  342729      -1.4898      0.93186
WDR63              1   85492993   85608821    345      33  342729      -2.4998      0.99379
SYDE2              1   85613356   85702292    253      22  342729     -0.12112       0.5482
C1orf52            1   85705636   85760355    170      26  342729     0.078749      0.46862
BCL10              1   85721459   85777604    185      30  342729    0.0081314      0.49676
DDAH1              1   85774168   86079046    918      74  342729     -0.69275      0.75577
CYR61              1   86011444   86059650    107      24  342729      0.11646      0.45364
ZNHIT6             1   86105106   86209116    294      22  342729       1.3033     0.096232
COL24A1            1   86184916   86657121   1700      66  342729       1.2692      0.10219
ODF2L              1   86802507   86897025    316      18  342729      -0.8291      0.79648
CLCA2              1   86854769   86932241    339      21  342729      -1.1871      0.88241
CLCA1              1   86899526   86975977    276      36  342729     -0.77492      0.78081
CLCA4              1   86977759   87056437    223      34  342729     -0.24219      0.59568
SH3GLB1            1   87135253   87223867    215      30  342729     -0.80307      0.78903
SEP15              1   87318128   87415107    279      14  342729     -0.39782      0.65462
HS2ST1             1   87345335   87585681    632      17  342729     -0.47481      0.68254
LOC101927844       1   87643352   87727014    270      33  342729       1.8007     0.035879
LMO4               1   87759151   87824606    199      31  342729      0.73186      0.23213
PKN2               1   89114876   89311938    461      14  342729      0.25512      0.39932
GTF2B              1   89308321   89392301    269      14  342729      -1.2935      0.90208
CCBL2              1   89391456   89493643    190      22  342729      0.64477      0.25954
RBMXL1             1   89435139   89493643    117      20  342729       1.3845     0.083108
GBP3               1   89462360   89523556    157      17  342729       1.3132     0.094559
GBP1               1   89507987   89566043    169      15  342729      0.64628      0.25905
GBP2               1   89561815   89626842    177      12  342729       1.3271     0.092244
GBP7               1   89587434   89676723    191      17  342729       1.5285     0.063196
GBP4               1   89636831   89699633    128      13  342729       1.2156      0.11206
GBP5               1   89714633   89773544     96      21  342729       1.4568     0.072588
GBP6               1   89794436   89863719    202      25  342729     -0.96964      0.83389
LRRC8B             1   89954933   90073420    321      17  342729      0.38979      0.34835
LRRC8C             1   90063644   90195094    253      16  342729      0.13281      0.44717
LRRC8D             1   90251573   90411991    278      39  342729     -0.96004      0.83148
ZNF326             1   90425678   90504101    148      26  342729      -1.0485       0.8528
BARHL2             1   91167579   91217794    103      23  342729        1.153      0.12445
ZNF644             1   91370855   91522812    262      20  342729       0.3155      0.37619
HFM1               1   91716323   91905426    471      38  342729     -0.07968      0.53175
CDC7               1   91931338   92001321    217      28  342729      -2.1691      0.98496
TGFBR3             1   92135900   92406559    868      69  342729       1.6548     0.048983
BRDT               1   92379928   92489985    347      17  342729     -0.78592      0.78404
EPHX4              1   92460533   92539093    218      16  342729      0.26492      0.39553
BTBD8              1   92510862   92623397    207      19  342729       3.4539   0.00027631
SETSIP             1   92530093   92575968     75      12  342729        3.759   8.5283e-05
KIAA1107           1   92597609   92660280     99      11  342729       3.4164   0.00031726
C1orf146           1   92648573   92721367     95      11  342729       3.2238   0.00063245
GLMN               1   92701955   92799566    103      12  342729       2.7457    0.0030192
RPAP2              1   92729522   92863732    146      14  342729       2.9024    0.0018516
GFI1               1   92930318   92987433    102      10  342729       1.6182     0.052815
EVI5               1   92964253   93292961    725      16  342729      0.55112      0.29078
RPL5               1   93262594   93317481    103      10  342729       0.2512      0.40083
FAM69A             1   93288286   93462079    261      10  342729      0.28155      0.38915
MTF2               1   93509792   93614638    238      31  342729       1.0179      0.15437
TMED5              1   93605299   93681246    161      16  342729       1.4864     0.068582
CCDC18             1   93611038   93754769    305      16  342729       1.4235      0.07729
DR1                1   93776478   93838149    140      13  342729       1.1562       0.1238
FNBP1L             1   93878688   94030218    188      25  342729      0.77581      0.21893
BCAR3              1   94017343   94347706   1051      37  342729       1.1697      0.12106
DNTTIP2            1   94325014   94380474    181      20  342729     -0.17136      0.56803
GCLM               1   94342590   94410154    220      24  342729      0.26167      0.39679
ABCA4              1   94448393   94621705    617      77  342729      0.44614      0.32775
ARHGAP29           1   94624463   94748251    196      30  342729      0.86384      0.19384
ABCD3              1   94848933   94994219    175      20  342729      0.51074      0.30477
F3                 1   94984732   95042413    148      21  342729    -0.053326      0.52126
SLC44A3            1   95250898   95370803    424      53  342729      0.41872      0.33771
CNN3               1   95352507   95427735    269      35  342729     -0.92625      0.82284
ALG14              1   95438279   95573512    412      26  342729      -2.1514      0.98428
TMEM56             1   95547894   95673163    378      36  342729     -0.99936      0.84119
TMEM56-RWDD3       1   95548479   95720511    520      35  342729      -1.0824      0.86047
RWDD3              1   95664711   95722781    163      22  342729     -0.59316      0.72346
PTBP2              1   97152161   97290605    302      19  342729     0.017598      0.49298
DPYD               1   97533299   98421615   2227     109  342729     -0.91661      0.82033
SNX7               1   99092236   99236056    444      28  342729     -0.23103      0.59136
LPPR5              1   99345801   99505449    582      44  342729     -0.68274      0.75261
LPPR4              1   99694848   99785140    274      27  342729      0.46954      0.31934
PALMD              1  100076431  100170097    251      35  342729      0.88169      0.18897
FRRS1              1  100164206  100267186    348      14  342729       1.0273      0.15213
AGL                1  100280633  100399579    397      25  342729      0.15232      0.43947
SLC35A3            1  100400345  100502535    317      22  342729       1.3844     0.083113
HIAT1              1  100468670  100558933    252      14  342729       1.4722     0.070486
SASS6              1  100539100  100633518    224      21  342729       2.4579    0.0069868
TRMT13             1  100563669  100626054    143      17  342729       2.5184    0.0058939
LRRC39             1  100604004  100678829    155      17  342729       2.7925    0.0026152
DBT                1  100642478  100750409    244      16  342729       2.8955    0.0018927
RTCA               1  100696714  100768325    171      11  342729       2.1289     0.016633
CDC14A             1  100775598  100995833    371      27  342729      0.54343      0.29342
GPR88              1  100968728  101017583     91      14  342729       1.2545      0.10484
VCAM1              1  101150196  101214601    109      28  342729       1.9991     0.022801
SLC30A7            1  101326632  101562821    317      19  342729     -0.82885      0.79641
EXTL2              1  101327928  101396548     75      13  342729     -0.77768      0.78162
DPH5               1  101445179  101526365    106      11  342729     -0.76827      0.77884
S1PR1              1  101667305  101717076    146      26  342729      0.96366      0.16761
OLFM3              1  102258126  102497790    822      80  342729      -1.6641      0.95196
COL11A1            1  103332023  103609052   1220      39  342729      0.65611      0.25588
LOC101928436       1  103951373  104010528      3       2  342729      0.61043      0.27079
RNPC3              1  104033323  104107861    103      18  342729      0.45124      0.32591
AMY2B              1  104060894  104132156    104      20  342729      0.20582      0.41846
AMY2A              1  104124999  104178400     14       7  342729    -0.070854      0.52824
AMY1A              1  104158695  104217174      1       1  342729       -1.146       0.8741
AMY1C              1  104252833  104311312     16       6  342729      0.12226      0.45135
PRMT6              1  107564267  107611916     83       6  342729      -1.7738      0.96195
NTNG1              1  107647540  108034477    883      77  342729      -2.8518      0.99783
VAV3               1  108103782  108542545   1380      79  342729       0.4713      0.31871
SLC25A24           1  108667344  108777980    306      22  342729      0.42626      0.33496
NBPF4              1  108755902  108821720     30       6  342729      0.39962      0.34472
NBPF6              1  108957887  109023639     36       5  342729      0.87391      0.19108
FAM102B            1  109067653  109191949    264      14  342729      0.36731      0.35669
HENMT1             1  109180910  109239148     73      13  342729     -0.16445      0.56531
PRPF38B            1  109199932  109254425     61      14  342729     -0.26748      0.60545
FNDC7              1  109220556  109295371    118      26  342729     -0.54052      0.70558
STXBP3             1  109254285  109362148    312      19  342729      0.10761      0.45715
AKNAD1             1  109348520  109435864    305      25  342729      -1.1948      0.88392
GPSM2              1  109382972  109483044    313      18  342729      -1.6049      0.94574
CLCC1              1  109462130  109541121    248      33  342729      -1.2177      0.88832
WDR47              1  109502835  109619860    328      30  342729     -0.32002      0.62553
TAF13              1  109596998  109653624    182      30  342729      0.70845      0.23933
TMEM167B           1  109598403  109649554    166      29  342729      0.73595      0.23088
KIAA1324           1  109621585  109759403    465      46  342729      0.99263      0.16045
C1orf194           1  109638573  109691484    192      26  342729       1.3605     0.086829
SARS               1  109721515  109790804    193      24  342729       0.1059      0.45783
CELSR2             1  109757641  109828378    172      29  342729      0.73289      0.23181
PSRC1              1  109812176  109860790    124      25  342729     -0.15168      0.56028
MYBPHL             1  109824987  109884663    116      17  342729      -1.0483      0.85276
SORT1              1  109842187  109975563    190      13  342729     -0.91616      0.82021
PSMA5              1  109931653  110004108    112      11  342729      -0.8369      0.79867
SYPL2              1  109974100  110034764    118       9  342729     -0.28044      0.61043
ATXN7L2            1  109991533  110045426    112       9  342729     -0.28776      0.61323
CYB561D1           1  110001658  110053063    112      10  342729     -0.46566      0.67927
AMIGO1             1  110039446  110087336    117      14  342729     -0.35342      0.63811
GPR61              1  110047494  110098487    116      15  342729     -0.24899      0.59832
GNAI3              1  110056186  110148465    168      24  342729     -0.17169      0.56816
AMPD2              1  110127435  110184677    118      21  342729      0.51944      0.30173
GNAT2              1  110135889  110190705    110      21  342729      0.75057      0.22646
GSTM4              1  110163698  110218123    130      21  342729    -0.017044       0.5068
GSTM2              1  110175644  110236619    117      20  342729     -0.41384      0.66051
GSTM1              1  110195418  110250828    104      23  342729       -1.568      0.94156
GSTM5              1  110219406  110270890     91      17  342729       -1.486      0.93136
GSTM3              1  110266554  110318660    138      24  342729      0.66823      0.25199
EPS8L3             1  110282702  110341644    197      33  342729       1.1926      0.11651
CSF1               1  110418233  110483616    181      40  342729       1.4993     0.066903
AHCYL1             1  110492387  110576364     99      21  342729       1.2193      0.11137
STRIP1             1  110539199  110607263     69      15  342729      0.49012      0.31203
ALX3               1  110592997  110648322    109      14  342729      0.66138      0.25418
UBL4B              1  110620062  110666569    134      20  342729       1.2029       0.1145
SLC6A17            1  110658132  110754824    226      29  342729       2.6069    0.0045681
KCNC4              1  110718336  110786674    165      31  342729       2.4194    0.0077721
RBM15              1  110846945  110899303    149      15  342729       1.4614     0.071952
SLC16A4            1  110895473  110968704    163      17  342729       1.3111     0.094914
LAMTOR5            1  110933875  110985546    127      16  342729       1.2806      0.10017
PROK1              1  110958788  111009976    144      25  342729      0.52439          0.3
KCNA10             1  111049839  111096797    168      21  342729     0.046015      0.48165
KCNA2              1  111126202  111209096    211      30  342729      -1.4286      0.92344
KCNA3              1  111186182  111252655    151      21  342729     -0.15235      0.56055
CD53               1  111378821  111452558    264      18  342729      0.41105      0.34052
LRIF1              1  111479812  111541825    113      17  342729      0.14644      0.44179
CEPT1              1  111647249  111737724    169      21  342729      0.74583      0.22789
DRAM2              1  111649954  111717838    124      16  342729      0.39043      0.34811
DENND2D            1  111718591  111782160    177      33  342729      -0.2701      0.60646
CHI3L2             1  111735281  111796062    222      24  342729     -0.77531      0.78092
CHIA               1  111798474  111873188    437      30  342729       -0.793      0.78611
PIFO               1  111832285  111905639    438      31  342729      -1.0164      0.84527
OVGP1              1  111946937  112005399    153      15  342729        1.509     0.065645
ATP5F1             1  111956467  112014540    141      14  342729       1.8965     0.028946
WDR77              1  111972512  112026915    112      13  342729       2.1259     0.016756
C1orf162           1  111981474  112031134    114      19  342729       2.2205     0.013191
ADORA3             1  112015970  112141602    366      51  342729     -0.76055      0.77654
RAP1A              1  112127405  112266807    442      29  342729     -0.37949      0.64784
FAM212B            1  112254686  112333419    235      28  342729     -0.72689      0.76635
DDX20              1  112263190  112320199    186      22  342729     -0.59229      0.72317
KCND3              1  112308444  112567147    766      86  342729    -0.011062      0.50441
LOC643355          1  112497593  112551464    134      26  342729     -0.85222      0.80295
CTTNBP2NL          1  112903800  113013786    250      16  342729      -1.6867      0.95417
WNT2B              1  112975040  113073910    218      31  342729     -0.51442      0.69652
ST7L               1  113056140  113197040    225      16  342729       1.6432     0.050167
CAPZA1             1  113127075  113224241    144      12  342729       1.4901     0.068095
MOV10              1  113182048  113253368    111      14  342729        1.078      0.14052
FAM19A3            1  113226619  113279857     99      21  342729       1.0711      0.14206
RHOC               1  113233749  113285025    111      22  342729       1.2621      0.10345
PPM1J              1  113242616  113292950    109      22  342729       1.1697      0.12106
SLC16A1            1  113444469  113533975    107      13  342729       4.4988   3.4161e-06
LRIG2              1  113580792  113677824    151      17  342729       3.6611   0.00012559
MAGI3              1  113898087  114238545    702      33  342729     -0.71151      0.76162
PHTF1              1  114229824  114337165    163      18  342729      -1.5597      0.94059
RSBN1              1  114294454  114390070    144      20  342729      -1.7028       0.9557
PTPN22             1  114346433  114449375    189      22  342729      -1.6032      0.94555
BCL2L15            1  114409436  114465230     98      19  342729      -1.6711      0.95265
DCLRE1B            1  114412915  114466708    101      19  342729      -1.7433      0.95936
AP4B1              1  114427370  114482741    107      22  342729      -1.6457      0.95008
HIPK1              1  114436819  114530491    176      28  342729     -0.68573      0.75356
OLFML3             1  114487030  114534875    100      16  342729      0.12395      0.45068
SYT6               1  114621914  114731472    440      71  342729         1.06      0.14458
TRIM33             1  114925399  115088781    377      23  342729     -0.53989      0.70536
BCAS2              1  115100178  115159265    122      19  342729      -1.1971      0.88436
DENND2C            1  115117155  115247732    289      24  342729       -1.526       0.9365
AMPD1              1  115205719  115273239    134      24  342729      -2.1448      0.98402
NRAS               1  115237085  115294515     88      14  342729      -1.8213      0.96572
CSDE1              1  115249534  115335671    142      18  342729      -1.2906      0.90158
SIKE1              1  115302100  115358308    114      20  342729     -0.74391      0.77154
SYCP1              1  115362455  115547991    439      22  342729      -1.2665      0.89734
TSHB               1  115537445  115586930    166      11  342729       -1.999      0.97719
TSPAN2             1  115580632  115667121    314      27  342729      -1.2935      0.90208
NGF                1  115818537  115915857    356      49  342729      0.77315      0.21972
VANGL1             1  116149574  116250845    341      33  342729    -0.087643      0.53492
CASQ2              1  116232624  116346426    466      26  342729     -0.33176      0.62996
NHLH2              1  116368998  116418747    182      24  342729      0.65737      0.25547
SLC22A15           1  116484119  116622675    314      23  342729    -0.013709      0.50547
MAB21L3            1  116619376  116687861    161      22  342729      0.60698      0.27193
ATP1A1             1  116879802  116958069    134      12  342729       0.8447      0.19914
CD58               1  117047156  117148715    125      22  342729     -0.87802      0.81003
IGSF3              1  117107020  117245377    180      32  342729        1.319     0.093592
C1orf137           1  117201734  117259225     82      18  342729        1.764     0.038862
CD2                1  117262057  117321851    123      24  342729      0.80799      0.20955
PTGFRN             1  117417689  117542972    324      30  342729     -0.62903      0.73534
CD101              1  117509372  117589173    234      30  342729     0.045869      0.48171
TTF2               1  117567910  117655492    245      37  342729     -0.84231      0.80019
TRIM45             1  117643677  117699411    144      20  342729      0.47015      0.31912
VTCN1              1  117676209  117788582    346      30  342729      0.61536      0.26916
MAN1A2             1  117875085  118078320    535      21  342729       2.7908    0.0026288
FAM46C             1  118113604  118181011    220      24  342729       1.7605     0.039159
GDAP2              1  118396107  118507302    260       9  342729       0.1481      0.44113
WDR3               1  118437372  118513049    154      10  342729     0.024569       0.4902
SPAG17             1  118486288  118762848    578      20  342729     -0.47367      0.68213
TBX15              1  119415666  119567179    424      26  342729     -0.82825      0.79624
WARS2              1  119563839  119718404    419      24  342729     -0.99353      0.83977
HAO2               1  119876399  119946753    168      25  342729     -0.63706      0.73796
HSD3B2             1  119922554  119975662    145      15  342729      -1.1775      0.88051
HSD3B1             1  120014826  120067681     96       6  342729      0.81734      0.20687
ZNF697             1  120152000  120225813    193      28  342729       2.6101    0.0045262
PHGDH              1  120219419  120296849    172      29  342729       1.1147      0.13248
HMGCS2             1  120280619  120346555    198      17  342729       1.4401     0.074916
REG4               1  120326641  120389203    160      15  342729       0.8766      0.19035
NBPF7              1  120367388  120422503    101      12  342729     -0.92533       0.8226
ADAM30             1  120426156  120474147     85      12  342729     0.033569      0.48661
NOTCH2             1  120444176  120674880    197      20  342729      0.54404      0.29321
FAM72B             1  120803959  120865681     19       8  342729      -0.5656      0.71417
LOC100996318       1  120889756  120936189     36      12  342729     0.085203      0.46605
FCGR1B             1  120916128  120970944     12       6  342729      -1.2205      0.88886
SRGAP2B            1  143880897  144104426     13       8  342729       -1.118      0.86822
FAM72D             1  143886452  143948143      3       2  342729      0.86194      0.19436
NBPF9              1  144776743  144840407      5       3  342729     -0.90009      0.81596
PDE4DIP            1  144841424  145111186     78      32  342729       -1.089      0.86192
NOTCH2NL           1  145141379  145296270      3       2  342729      0.77219         0.22
NBPF10             1  145258371  145378684      6       3  342729     -0.20177      0.57995
HFE2               1  145378191  145427545     82      12  342729     -0.87428      0.80902
TXNIP              1  145403438  145452635     48      12  342729     -0.21991      0.58703
ANKRD34A           1  145435508  145485647     35      11  342729     -0.10663      0.54246
LIX1L              1  145442059  145511670     51      14  342729      0.13372      0.44681
POLR3GL            1  145446236  145511081     47      14  342729       0.1815      0.42799
RBM8A              1  145472557  145523536     38      13  342729      0.47303       0.3181
PEX11B             1  145481165  145533732     34      12  342729      0.35379      0.36175
ITGA10             1  145489709  145553868     61      14  342729    -0.078258      0.53119
ANKRD35            1  145514209  145578526     95      14  342729      -1.0024      0.84193
PIAS3              1  145540257  145596546     96      14  342729      -1.0255      0.84744
RNF115             1  145575990  145699005    158      14  342729      -1.0629      0.85609
NUDT17             1  145576491  145624435     48      11  342729     -0.73848      0.76989
POLR3C             1  145582605  145645972     79      10  342729      -1.0189      0.84588
CD160              1  145685798  145750639     77      14  342729     -0.57863      0.71858
PDZK1              1  145692662  145774207     70      15  342729     -0.17026       0.5676
GPR89A             1  145754595  145862103     27      11  342729       1.4639     0.071607
NBPF11             1  146022542  146117633      1       1  342729      0.83916      0.20069
PRKAB2             1  146616685  146679168    287      11  342729      0.23905      0.40553
FMO5               1  146645884  146732390    394      20  342729      0.38059      0.35175
CHD1L              1  146679291  146777447    379      22  342729      0.39811      0.34527
BCL9               1  146978222  147108022    313      51  342729     -0.55879      0.71185
